case_uid,geometry_id,protocol,fold_name,heldout_geometry,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value
G03_R0727,G03,LOGO,holdout_G03,G03,500,50,0.001,0.75,0.1,0.1,5.0,36.01,32.308394068136714
G03_R0728,G03,LOGO,holdout_G03,G03,500,50,0.001,0.75,0.2,0.1,5.0,39.277,36.32868511656744
G03_R0729,G03,LOGO,holdout_G03,G03,500,50,0.001,0.75,0.3,0.1,5.0,42.929,42.10185747321417
G03_R0730,G03,LOGO,holdout_G03,G03,500,50,0.001,0.7,0.1,0.1,5.0,36.058,32.30459275563672
G03_R0731,G03,LOGO,holdout_G03,G03,500,50,0.001,0.7,0.2,0.1,5.0,39.326,36.32573151240078
G03_R0732,G03,LOGO,holdout_G03,G03,500,50,0.001,0.7,0.3,0.1,5.0,43.006,42.10999148015863
G03_R0733,G03,LOGO,holdout_G03,G03,500,50,0.0001,0.85,0.1,0.1,5.0,36.489,33.00522294128788
G03_R0734,G03,LOGO,holdout_G03,G03,500,50,0.0001,0.85,0.2,0.1,5.0,39.507,36.73662402579368
G03_R0735,G03,LOGO,holdout_G03,G03,500,50,0.0001,0.85,0.3,0.1,5.0,43.473,41.91664950248008
G03_R0736,G03,LOGO,holdout_G03,G03,500,50,0.0001,0.8,0.1,0.1,5.0,36.378,33.01294782521647
G03_R0737,G03,LOGO,holdout_G03,G03,500,50,0.0001,0.8,0.2,0.1,5.0,39.533,36.74484180853178
G03_R0738,G03,LOGO,holdout_G03,G03,500,50,0.0001,0.8,0.3,0.1,5.0,43.501,41.903257200396745
G03_R0739,G03,LOGO,holdout_G03,G03,500,50,0.0001,0.75,0.1,0.1,5.0,36.393,33.02236123890701
G03_R0740,G03,LOGO,holdout_G03,G03,500,50,0.0001,0.75,0.2,0.1,5.0,39.56,36.75217685763882
G03_R0741,G03,LOGO,holdout_G03,G03,500,50,0.0001,0.75,0.3,0.1,5.0,43.524,41.912149780753886
G03_R0742,G03,LOGO,holdout_G03,G03,500,50,0.0001,0.7,0.1,0.1,5.0,36.413,33.017830676407016
G03_R0743,G03,LOGO,holdout_G03,G03,500,50,0.0001,0.7,0.2,0.1,5.0,39.588,36.74863772073408
G03_R0744,G03,LOGO,holdout_G03,G03,500,50,0.0001,0.7,0.3,0.1,5.0,43.549,41.933329001984056
G03_R0745,G03,LOGO,holdout_G03,G03,500,50,1e-05,0.85,0.1,0.1,5.0,36.407,33.217542362554106
G03_R0746,G03,LOGO,holdout_G03,G03,500,50,1e-05,0.85,0.2,0.1,5.0,38.846,37.1002507534722
G03_R0747,G03,LOGO,holdout_G03,G03,500,50,1e-05,0.85,0.3,0.1,5.0,42.687,41.937479879283885
G03_R0748,G03,LOGO,holdout_G03,G03,500,50,1e-05,0.8,0.1,0.1,5.0,36.408,33.218069112554126
G03_R0749,G03,LOGO,holdout_G03,G03,500,50,1e-05,0.8,0.2,0.1,5.0,38.713,37.10410343204362
G03_R0750,G03,LOGO,holdout_G03,G03,500,50,1e-05,0.8,0.3,0.1,5.0,42.708,41.92824080934341
G03_R0751,G03,LOGO,holdout_G03,G03,500,50,1e-05,0.75,0.1,0.1,5.0,36.41,33.22512336553027
G03_R0752,G03,LOGO,holdout_G03,G03,500,50,1e-05,0.75,0.2,0.1,5.0,38.724,37.11030481150797
G03_R0753,G03,LOGO,holdout_G03,G03,500,50,1e-05,0.75,0.3,0.1,5.0,42.728,41.9352290712482
G03_R0754,G03,LOGO,holdout_G03,G03,500,50,1e-05,0.7,0.1,0.1,5.0,36.416,33.22551052624457
G03_R0755,G03,LOGO,holdout_G03,G03,500,50,1e-05,0.7,0.2,0.1,5.0,38.741,37.11079900198418
G03_R0756,G03,LOGO,holdout_G03,G03,500,50,1e-05,0.7,0.3,0.1,5.0,42.75,41.94198067541487
G03_R0757,G03,LOGO,holdout_G03,G03,500,50,1e-06,0.85,0.1,0.1,5.0,36.462,33.383303773268366
G03_R0758,G03,LOGO,holdout_G03,G03,500,50,1e-06,0.85,0.2,0.1,5.0,38.607,37.03153342559524
G03_R0759,G03,LOGO,holdout_G03,G03,500,50,1e-06,0.85,0.3,0.1,5.0,42.4,41.74671435597036
G03_R0760,G03,LOGO,holdout_G03,G03,500,50,1e-06,0.8,0.1,0.1,5.0,36.463,33.38324412743505
G03_R0761,G03,LOGO,holdout_G03,G03,500,50,1e-06,0.8,0.2,0.1,5.0,38.614,37.03481391666666
G03_R0762,G03,LOGO,holdout_G03,G03,500,50,1e-06,0.8,0.3,0.1,5.0,42.41,41.73611773097036
G03_R0763,G03,LOGO,holdout_G03,G03,500,50,1e-06,0.75,0.1,0.1,5.0,36.464,33.385540478625465
G03_R0764,G03,LOGO,holdout_G03,G03,500,50,1e-06,0.75,0.2,0.1,5.0,38.623,37.03933239583335
G03_R0765,G03,LOGO,holdout_G03,G03,500,50,1e-06,0.75,0.3,0.1,5.0,42.421,41.74085712382752
G03_R0766,G03,LOGO,holdout_G03,G03,500,50,1e-06,0.7,0.1,0.1,5.0,36.466,33.38643897267309
G03_R0767,G03,LOGO,holdout_G03,G03,500,50,1e-06,0.7,0.2,0.1,5.0,38.631,37.04070881547621
G03_R0768,G03,LOGO,holdout_G03,G03,500,50,1e-06,0.7,0.3,0.1,5.0,42.433,41.7459691654942
G04_R0001,G04,LOGO,holdout_G04,G04,25,3,0.001,0.85,0.1,0.2,4.0,6.6073,6.646127342460302
G04_R0002,G04,LOGO,holdout_G04,G04,25,3,0.001,0.85,0.2,0.2,4.0,7.1374,7.174288323015892
G04_R0003,G04,LOGO,holdout_G04,G04,25,3,0.001,0.85,0.3,0.2,4.0,7.7562,7.784361589880945
G04_R0004,G04,LOGO,holdout_G04,G04,25,3,0.001,0.8,0.1,0.2,4.0,6.6123,6.648482439335306
G04_R0005,G04,LOGO,holdout_G04,G04,25,3,0.001,0.8,0.2,0.2,4.0,7.1444,7.17719798472225
G04_R0006,G04,LOGO,holdout_G04,G04,25,3,0.001,0.8,0.3,0.2,4.0,7.7641,7.787962694047608
G04_R0007,G04,LOGO,holdout_G04,G04,25,3,0.001,0.75,0.1,0.2,4.0,6.6175,6.653508831894836
G04_R0008,G04,LOGO,holdout_G04,G04,25,3,0.001,0.75,0.2,0.2,4.0,7.1517,7.184480256894847
G04_R0009,G04,LOGO,holdout_G04,G04,25,3,0.001,0.75,0.3,0.2,4.0,7.7725,7.796680431795635
G04_R0010,G04,LOGO,holdout_G04,G04,25,3,0.001,0.7,0.1,0.2,4.0,6.6229,6.656881457638882
G04_R0011,G04,LOGO,holdout_G04,G04,25,3,0.001,0.7,0.2,0.2,4.0,7.1594,7.1880018494949525
G04_R0012,G04,LOGO,holdout_G04,G04,25,3,0.001,0.7,0.3,0.2,4.0,7.7815,7.80132618164682
G04_R0013,G04,LOGO,holdout_G04,G04,25,3,0.0001,0.85,0.1,0.2,4.0,6.9242,6.959498786706355
G04_R0014,G04,LOGO,holdout_G04,G04,25,3,0.0001,0.85,0.2,0.2,4.0,7.5582,7.596318612333138
G04_R0015,G04,LOGO,holdout_G04,G04,25,3,0.0001,0.85,0.3,0.2,4.0,8.3914,8.460265383382945
G04_R0016,G04,LOGO,holdout_G04,G04,25,3,0.0001,0.8,0.1,0.2,4.0,6.9272,6.960063569295644
G04_R0017,G04,LOGO,holdout_G04,G04,25,3,0.0001,0.8,0.2,0.2,4.0,7.5619,7.597509863821228
G04_R0018,G04,LOGO,holdout_G04,G04,25,3,0.0001,0.8,0.3,0.2,4.0,8.3961,8.460166143799611
G04_R0019,G04,LOGO,holdout_G04,G04,25,3,0.0001,0.75,0.1,0.2,4.0,6.9302,6.961835657837299
G04_R0020,G04,LOGO,holdout_G04,G04,25,3,0.0001,0.75,0.2,0.2,4.0,7.5658,7.59982211870038
G04_R0021,G04,LOGO,holdout_G04,G04,25,3,0.0001,0.75,0.3,0.2,4.0,8.401,8.461989908234148
G04_R0022,G04,LOGO,holdout_G04,G04,25,3,0.0001,0.7,0.1,0.2,4.0,6.9334,6.962400954960312
G04_R0023,G04,LOGO,holdout_G04,G04,25,3,0.0001,0.7,0.2,0.2,4.0,7.5698,7.60089528188131
G04_R0024,G04,LOGO,holdout_G04,G04,25,3,0.0001,0.7,0.3,0.2,4.0,8.406,8.462256022817483
G04_R0025,G04,LOGO,holdout_G04,G04,25,3,1e-05,0.85,0.1,0.2,4.0,7.011,7.041743513347757
G04_R0026,G04,LOGO,holdout_G04,G04,25,3,1e-05,0.85,0.2,0.2,4.0,7.6779,7.720798516666658
G04_R0027,G04,LOGO,holdout_G04,G04,25,3,1e-05,0.85,0.3,0.2,4.0,8.5694,8.650418851537717
G04_R0028,G04,LOGO,holdout_G04,G04,25,3,1e-05,0.8,0.1,0.2,4.0,7.012,7.042014172573948
G04_R0029,G04,LOGO,holdout_G04,G04,25,3,1e-05,0.8,0.2,0.2,4.0,7.6793,7.721371400347221
G04_R0030,G04,LOGO,holdout_G04,G04,25,3,1e-05,0.8,0.3,0.2,4.0,8.5712,8.650338405704382
G04_R0031,G04,LOGO,holdout_G04,G04,25,3,1e-05,0.75,0.1,0.2,4.0,7.0131,7.04262465729619
G04_R0032,G04,LOGO,holdout_G04,G04,25,3,1e-05,0.75,0.2,0.2,4.0,7.6806,7.722647621911055
G04_R0033,G04,LOGO,holdout_G04,G04,25,3,1e-05,0.75,0.3,0.2,4.0,8.5729,8.651112478918643
G04_R0034,G04,LOGO,holdout_G04,G04,25,3,1e-05,0.7,0.1,0.2,4.0,7.0142,7.042469334230711
G04_R0035,G04,LOGO,holdout_G04,G04,25,3,1e-05,0.7,0.2,0.2,4.0,7.682,7.722984557873352
G04_R0036,G04,LOGO,holdout_G04,G04,25,3,1e-05,0.7,0.3,0.2,4.0,8.5748,8.651246393501975
G04_R0037,G04,LOGO,holdout_G04,G04,25,3,1e-06,0.85,0.1,0.2,4.0,7.0385,7.065298556994053
G04_R0038,G04,LOGO,holdout_G04,G04,25,3,1e-06,0.85,0.2,0.2,4.0,7.7143,7.758037804861105
G04_R0039,G04,LOGO,holdout_G04,G04,25,3,1e-06,0.85,0.3,0.2,4.0,8.6209,8.689295108134944
G04_R0040,G04,LOGO,holdout_G04,G04,25,3,1e-06,0.8,0.1,0.2,4.0,7.0387,7.065329569494054
G04_R0041,G04,LOGO,holdout_G04,G04,25,3,1e-06,0.8,0.2,0.2,4.0,7.7146,7.758227445734117
G04_R0042,G04,LOGO,holdout_G04,G04,25,3,1e-06,0.8,0.3,0.2,4.0,8.6213,8.689145722718274
G04_R0043,G04,LOGO,holdout_G04,G04,25,3,1e-06,0.75,0.1,0.2,4.0,7.0389,7.0654686834821545
G04_R0044,G04,LOGO,holdout_G04,G04,25,3,1e-06,0.75,0.2,0.2,4.0,7.7149,7.758531824950395
G04_R0045,G04,LOGO,holdout_G04,G04,25,3,1e-06,0.75,0.3,0.2,4.0,8.6216,8.689687537896837
G04_R0046,G04,LOGO,holdout_G04,G04,25,3,1e-06,0.7,0.1,0.2,4.0,7.0392,7.06544162812501
G04_R0047,G04,LOGO,holdout_G04,G04,25,3,1e-06,0.7,0.2,0.2,4.0,7.7152,7.758504196378985
G04_R0048,G04,LOGO,holdout_G04,G04,25,3,1e-06,0.7,0.3,0.2,4.0,8.622,8.68998813373017
G04_R0049,G04,LOGO,holdout_G04,G04,25,6,0.001,0.85,0.1,0.2,4.0,7.299,7.323824744494045
G04_R0050,G04,LOGO,holdout_G04,G04,25,6,0.001,0.85,0.2,0.2,4.0,7.891,7.913015163392856
G04_R0051,G04,LOGO,holdout_G04,G04,25,6,0.001,0.85,0.3,0.2,4.0,8.5768,8.597894711189179
G04_R0052,G04,LOGO,holdout_G04,G04,25,6,0.001,0.8,0.1,0.2,4.0,7.3042,7.326993044791655
G04_R0053,G04,LOGO,holdout_G04,G04,25,6,0.001,0.8,0.2,0.2,4.0,7.8984,7.916497403273806
G04_R0054,G04,LOGO,holdout_G04,G04,25,6,0.001,0.8,0.3,0.2,4.0,8.5854,8.601003250028466
G04_R0055,G04,LOGO,holdout_G04,G04,25,6,0.001,0.75,0.1,0.2,4.0,7.3096,7.333003977610922
G04_R0056,G04,LOGO,holdout_G04,G04,25,6,0.001,0.75,0.2,0.2,4.0,7.9062,7.925408488095228
G04_R0057,G04,LOGO,holdout_G04,G04,25,6,0.001,0.75,0.3,0.2,4.0,8.5947,8.60703364397687
G04_R0058,G04,LOGO,holdout_G04,G04,25,6,0.001,0.7,0.1,0.2,4.0,7.3154,7.3376103298115165
G04_R0059,G04,LOGO,holdout_G04,G04,25,6,0.001,0.7,0.2,0.2,4.0,7.9145,7.929756723214275
G04_R0060,G04,LOGO,holdout_G04,G04,25,6,0.001,0.7,0.3,0.2,4.0,8.6045,8.609969201877304
G04_R0061,G04,LOGO,holdout_G04,G04,25,6,0.0001,0.85,0.1,0.2,4.0,7.6201,7.642177804861127
G04_R0062,G04,LOGO,holdout_G04,G04,25,6,0.0001,0.85,0.2,0.2,4.0,8.3118,8.336041536111118
G04_R0063,G04,LOGO,holdout_G04,G04,25,6,0.0001,0.85,0.3,0.2,4.0,9.205,9.231732394246048
G04_R0064,G04,LOGO,holdout_G04,G04,25,6,0.0001,0.8,0.1,0.2,4.0,7.6232,7.642497658333359
G04_R0065,G04,LOGO,holdout_G04,G04,25,6,0.0001,0.8,0.2,0.2,4.0,8.3156,8.336434336111116
G04_R0066,G04,LOGO,holdout_G04,G04,25,6,0.0001,0.8,0.3,0.2,4.0,9.2099,9.231380298412711
G04_R0067,G04,LOGO,holdout_G04,G04,25,6,0.0001,0.75,0.1,0.2,4.0,7.6263,7.644150571180567
G04_R0068,G04,LOGO,holdout_G04,G04,25,6,0.0001,0.75,0.2,0.2,4.0,8.3196,8.338566569047636
G04_R0069,G04,LOGO,holdout_G04,G04,25,6,0.0001,0.75,0.3,0.2,4.0,9.2149,9.233779089682544
G04_R0070,G04,LOGO,holdout_G04,G04,25,6,0.0001,0.7,0.1,0.2,4.0,7.6296,7.6452846328869075
G04_R0071,G04,LOGO,holdout_G04,G04,25,6,0.0001,0.7,0.2,0.2,4.0,8.3237,8.339655963690495
G04_R0072,G04,LOGO,holdout_G04,G04,25,6,0.0001,0.7,0.3,0.2,4.0,9.2202,9.234315432043656
G04_R0073,G04,LOGO,holdout_G04,G04,25,6,1e-05,0.85,0.1,0.2,4.0,7.708,7.725471230109127
G04_R0074,G04,LOGO,holdout_G04,G04,25,6,1e-05,0.85,0.2,0.2,4.0,8.4314,8.450988980307535
G04_R0075,G04,LOGO,holdout_G04,G04,25,6,1e-05,0.85,0.3,0.2,4.0,9.3798,9.410404081245488
G04_R0076,G04,LOGO,holdout_G04,G04,25,6,1e-05,0.8,0.1,0.2,4.0,7.709,7.725405616418653
G04_R0077,G04,LOGO,holdout_G04,G04,25,6,1e-05,0.8,0.2,0.2,4.0,8.4327,8.450910330307533
G04_R0078,G04,LOGO,holdout_G04,G04,25,6,1e-05,0.8,0.3,0.2,4.0,9.3815,9.410723158874456
G04_R0079,G04,LOGO,holdout_G04,G04,25,6,1e-05,0.75,0.1,0.2,4.0,7.7101,7.725953716418653
G04_R0080,G04,LOGO,holdout_G04,G04,25,6,1e-05,0.75,0.2,0.2,4.0,8.4341,8.451275215426586
G04_R0081,G04,LOGO,holdout_G04,G04,25,6,1e-05,0.75,0.3,0.2,4.0,9.3833,9.411423357386344
G04_R0082,G04,LOGO,holdout_G04,G04,25,6,1e-05,0.7,0.1,0.2,4.0,7.7112,7.726041918700401
G04_R0083,G04,LOGO,holdout_G04,G04,25,6,1e-05,0.7,0.2,0.2,4.0,8.4355,8.451775340426584
G04_R0084,G04,LOGO,holdout_G04,G04,25,6,1e-05,0.7,0.3,0.2,4.0,9.3852,9.411653299648249
G04_R0085,G04,LOGO,holdout_G04,G04,25,6,1e-06,0.85,0.1,0.2,4.0,7.7359,7.750216326934524
G04_R0086,G04,LOGO,holdout_G04,G04,25,6,1e-06,0.85,0.2,0.2,4.0,8.4679,8.483581507616348
G04_R0087,G04,LOGO,holdout_G04,G04,25,6,1e-06,0.85,0.3,0.2,4.0,9.4307,9.447526071324864
G04_R0088,G04,LOGO,holdout_G04,G04,25,6,1e-06,0.8,0.1,0.2,4.0,7.7361,7.750141393601191
G04_R0089,G04,LOGO,holdout_G04,G04,25,6,1e-06,0.8,0.2,0.2,4.0,8.4681,8.483688832616345
G04_R0090,G04,LOGO,holdout_G04,G04,25,6,1e-06,0.8,0.3,0.2,4.0,9.431,9.4478767531205
G04_R0091,G04,LOGO,holdout_G04,G04,25,6,1e-06,0.75,0.1,0.2,4.0,7.7363,7.75026067708333
G04_R0092,G04,LOGO,holdout_G04,G04,25,6,1e-06,0.75,0.2,0.2,4.0,8.4684,8.483710784009746
G04_R0093,G04,LOGO,holdout_G04,G04,25,6,1e-06,0.75,0.3,0.2,4.0,9.4314,9.44810196413237
G04_R0094,G04,LOGO,holdout_G04,G04,25,6,1e-06,0.7,0.1,0.2,4.0,7.7366,7.750526441666664
G04_R0095,G04,LOGO,holdout_G04,G04,25,6,1e-06,0.7,0.2,0.2,4.0,8.4687,8.483806926569272
G04_R0096,G04,LOGO,holdout_G04,G04,25,6,1e-06,0.7,0.3,0.2,4.0,9.4317,9.44814856056094
G04_R0097,G04,LOGO,holdout_G04,G04,25,20,0.001,0.85,0.1,0.2,4.0,9.5331,9.566498318105152
G04_R0098,G04,LOGO,holdout_G04,G04,25,20,0.001,0.85,0.2,0.2,4.0,10.246,10.27421969219324
G04_R0099,G04,LOGO,holdout_G04,G04,25,20,0.001,0.85,0.3,0.2,4.0,11.075,11.080873553571404
G04_R0100,G04,LOGO,holdout_G04,G04,25,20,0.001,0.8,0.1,0.2,4.0,9.5394,9.568974357638888
G04_R0101,G04,LOGO,holdout_G04,G04,25,20,0.001,0.8,0.2,0.2,4.0,10.255,10.279529336538475
G04_R0102,G04,LOGO,holdout_G04,G04,25,20,0.001,0.8,0.3,0.2,4.0,11.085,11.08421839434522
G04_R0103,G04,LOGO,holdout_G04,G04,25,20,0.001,0.75,0.1,0.2,4.0,9.5459,9.574890936129144
G04_R0104,G04,LOGO,holdout_G04,G04,25,20,0.001,0.75,0.2,0.2,4.0,10.264,10.288765575310126
G04_R0105,G04,LOGO,holdout_G04,G04,25,20,0.001,0.75,0.3,0.2,4.0,11.096,11.093531577426042
G04_R0106,G04,LOGO,holdout_G04,G04,25,20,0.001,0.7,0.1,0.2,4.0,9.5527,9.579720725216454
G04_R0107,G04,LOGO,holdout_G04,G04,25,20,0.001,0.7,0.2,0.2,4.0,10.274,10.294130419823238
G04_R0108,G04,LOGO,holdout_G04,G04,25,20,0.001,0.7,0.3,0.2,4.0,11.108,11.098522435560968
G04_R0109,G04,LOGO,holdout_G04,G04,25,20,0.0001,0.85,0.1,0.2,4.0,9.8986,9.925441905298555
G04_R0110,G04,LOGO,holdout_G04,G04,25,20,0.0001,0.85,0.2,0.2,4.0,10.71,10.728603201388896
G04_R0111,G04,LOGO,holdout_G04,G04,25,20,0.0001,0.85,0.3,0.2,4.0,11.745,11.741425314529229
G04_R0112,G04,LOGO,holdout_G04,G04,25,20,0.0001,0.8,0.1,0.2,4.0,9.9021,9.92521279934618
G04_R0113,G04,LOGO,holdout_G04,G04,25,20,0.0001,0.8,0.2,0.2,4.0,10.714,10.728479030257938
G04_R0114,G04,LOGO,holdout_G04,G04,25,20,0.0001,0.8,0.3,0.2,4.0,11.751,11.74224579301949
G04_R0115,G04,LOGO,holdout_G04,G04,25,20,0.0001,0.75,0.1,0.2,4.0,9.9058,9.92763523386999
G04_R0116,G04,LOGO,holdout_G04,G04,25,20,0.0001,0.75,0.2,0.2,4.0,10.719,10.730704594246031
G04_R0117,G04,LOGO,holdout_G04,G04,25,20,0.0001,0.75,0.3,0.2,4.0,11.757,11.746101871888532
G04_R0118,G04,LOGO,holdout_G04,G04,25,20,0.0001,0.7,0.1,0.2,4.0,9.9096,9.929351394931498
G04_R0119,G04,LOGO,holdout_G04,G04,25,20,0.0001,0.7,0.2,0.2,4.0,10.724,10.731565152281746
G04_R0120,G04,LOGO,holdout_G04,G04,25,20,0.0001,0.7,0.3,0.2,4.0,11.763,11.747382297664137
G04_R0121,G04,LOGO,holdout_G04,G04,25,20,1e-05,0.85,0.1,0.2,4.0,9.9981,10.01636997817462
G04_R0122,G04,LOGO,holdout_G04,G04,25,20,1e-05,0.85,0.2,0.2,4.0,10.842,10.848417020833365
G04_R0123,G04,LOGO,holdout_G04,G04,25,20,1e-05,0.85,0.3,0.2,4.0,11.931,11.9308542400343
G04_R0124,G04,LOGO,holdout_G04,G04,25,20,1e-05,0.8,0.1,0.2,4.0,9.9993,10.016442353174622
G04_R0125,G04,LOGO,holdout_G04,G04,25,20,1e-05,0.8,0.2,0.2,4.0,10.843,10.848416604166696
G04_R0126,G04,LOGO,holdout_G04,G04,25,20,1e-05,0.8,0.3,0.2,4.0,11.933,11.930300835272396
G04_R0127,G04,LOGO,holdout_G04,G04,25,20,1e-05,0.75,0.1,0.2,4.0,10.001,10.01689671279761
G04_R0128,G04,LOGO,holdout_G04,G04,25,20,1e-05,0.75,0.2,0.2,4.0,10.845,10.849071845238104
G04_R0129,G04,LOGO,holdout_G04,G04,25,20,1e-05,0.75,0.3,0.2,4.0,11.935,11.931144721185062
G04_R0130,G04,LOGO,holdout_G04,G04,25,20,1e-05,0.7,0.1,0.2,4.0,10.002,10.01700043204364
G04_R0131,G04,LOGO,holdout_G04,G04,25,20,1e-05,0.7,0.2,0.2,4.0,10.847,10.849241845238105
G04_R0132,G04,LOGO,holdout_G04,G04,25,20,1e-05,0.7,0.3,0.2,4.0,11.937,11.931629832296178
G04_R0133,G04,LOGO,holdout_G04,G04,25,20,1e-06,0.85,0.1,0.2,4.0,10.03,10.046029354166704
G04_R0134,G04,LOGO,holdout_G04,G04,25,20,1e-06,0.85,0.2,0.2,4.0,10.883,10.886246711309612
G04_R0135,G04,LOGO,holdout_G04,G04,25,20,1e-06,0.85,0.3,0.2,4.0,11.986,11.976275397817526
G04_R0136,G04,LOGO,holdout_G04,G04,25,20,1e-06,0.8,0.1,0.2,4.0,10.03,10.046020396825432
G04_R0137,G04,LOGO,holdout_G04,G04,25,20,1e-06,0.8,0.2,0.2,4.0,10.883,10.88601025892866
G04_R0138,G04,LOGO,holdout_G04,G04,25,20,1e-06,0.8,0.3,0.2,4.0,11.986,11.975911183531812
G04_R0139,G04,LOGO,holdout_G04,G04,25,20,1e-06,0.75,0.1,0.2,4.0,10.03,10.046283965277825
G04_R0140,G04,LOGO,holdout_G04,G04,25,20,1e-06,0.75,0.2,0.2,4.0,10.883,10.886067133928655
G04_R0141,G04,LOGO,holdout_G04,G04,25,20,1e-06,0.75,0.3,0.2,4.0,11.987,11.976190888888938
G04_R0142,G04,LOGO,holdout_G04,G04,25,20,1e-06,0.7,0.1,0.2,4.0,10.031,10.046451925595283
G04_R0143,G04,LOGO,holdout_G04,G04,25,20,1e-06,0.7,0.2,0.2,4.0,10.883,10.886212811011989
G04_R0144,G04,LOGO,holdout_G04,G04,25,20,1e-06,0.7,0.3,0.2,4.0,11.987,11.976385336805606
G04_R0145,G04,LOGO,holdout_G04,G04,25,50,0.001,0.85,0.1,0.2,4.0,12.367,12.401932199900802
G04_R0146,G04,LOGO,holdout_G04,G04,25,50,0.001,0.85,0.2,0.2,4.0,13.26,13.291308564980152
G04_R0147,G04,LOGO,holdout_G04,G04,25,50,0.001,0.85,0.3,0.2,4.0,14.292,14.298567178075416
G04_R0148,G04,LOGO,holdout_G04,G04,25,50,0.001,0.8,0.1,0.2,4.0,12.375,12.404548386904764
G04_R0149,G04,LOGO,holdout_G04,G04,25,50,0.001,0.8,0.2,0.2,4.0,13.272,13.296887144841266
G04_R0150,G04,LOGO,holdout_G04,G04,25,50,0.001,0.8,0.3,0.2,4.0,14.306,14.303852288194475
G04_R0151,G04,LOGO,holdout_G04,G04,25,50,0.001,0.75,0.1,0.2,4.0,12.383,12.412859961309524
G04_R0152,G04,LOGO,holdout_G04,G04,25,50,0.001,0.75,0.2,0.2,4.0,13.283,13.30934162306098
G04_R0153,G04,LOGO,holdout_G04,G04,25,50,0.001,0.75,0.3,0.2,4.0,14.32,14.31914995634924
G04_R0154,G04,LOGO,holdout_G04,G04,25,50,0.001,0.7,0.1,0.2,4.0,12.392,12.416113762896822
G04_R0155,G04,LOGO,holdout_G04,G04,25,50,0.001,0.7,0.2,0.2,4.0,13.296,13.31548363496573
G04_R0156,G04,LOGO,holdout_G04,G04,25,50,0.001,0.7,0.3,0.2,4.0,14.335,14.325956727182575
G04_R0157,G04,LOGO,holdout_G04,G04,25,50,0.0001,0.85,0.1,0.2,4.0,12.821,12.863016586309518
G04_R0158,G04,LOGO,holdout_G04,G04,25,50,0.0001,0.85,0.2,0.2,4.0,13.832,13.857139329094547
G04_R0159,G04,LOGO,holdout_G04,G04,25,50,0.0001,0.85,0.3,0.2,4.0,15.108,15.104821216765863
G04_R0160,G04,LOGO,holdout_G04,G04,25,50,0.0001,0.8,0.1,0.2,4.0,12.826,12.8629810828373
G04_R0161,G04,LOGO,holdout_G04,G04,25,50,0.0001,0.8,0.2,0.2,4.0,13.838,13.8591213395112
G04_R0162,G04,LOGO,holdout_G04,G04,25,50,0.0001,0.8,0.3,0.2,4.0,15.115,15.104704383432534
G04_R0163,G04,LOGO,holdout_G04,G04,25,50,0.0001,0.75,0.1,0.2,4.0,12.83,12.86509877232142
G04_R0164,G04,LOGO,holdout_G04,G04,25,50,0.0001,0.75,0.2,0.2,4.0,13.843,13.865338980880235
G04_R0165,G04,LOGO,holdout_G04,G04,25,50,0.0001,0.75,0.3,0.2,4.0,15.122,15.10844371329367
G04_R0166,G04,LOGO,holdout_G04,G04,25,50,0.0001,0.7,0.1,0.2,4.0,12.835,12.868385114583326
G04_R0167,G04,LOGO,holdout_G04,G04,25,50,0.0001,0.7,0.2,0.2,4.0,13.849,13.866924831078665
G04_R0168,G04,LOGO,holdout_G04,G04,25,50,0.0001,0.7,0.3,0.2,4.0,15.129,15.10995303621034
G04_R0169,G04,LOGO,holdout_G04,G04,25,50,1e-05,0.85,0.1,0.2,4.0,12.945,12.969855739087317
G04_R0170,G04,LOGO,holdout_G04,G04,25,50,1e-05,0.85,0.2,0.2,4.0,13.994,13.999212649982
G04_R0171,G04,LOGO,holdout_G04,G04,25,50,1e-05,0.85,0.3,0.2,4.0,15.333,15.33522979662699
G04_R0172,G04,LOGO,holdout_G04,G04,25,50,1e-05,0.8,0.1,0.2,4.0,12.946,12.969884878968273
G04_R0173,G04,LOGO,holdout_G04,G04,25,50,1e-05,0.8,0.2,0.2,4.0,13.996,13.999223077065334
G04_R0174,G04,LOGO,holdout_G04,G04,25,50,1e-05,0.8,0.3,0.2,4.0,15.335,15.33542575099207
G04_R0175,G04,LOGO,holdout_G04,G04,25,50,1e-05,0.75,0.1,0.2,4.0,12.948,12.970826127480198
G04_R0176,G04,LOGO,holdout_G04,G04,25,50,1e-05,0.75,0.2,0.2,4.0,13.998,13.999879913374876
G04_R0177,G04,LOGO,holdout_G04,G04,25,50,1e-05,0.75,0.3,0.2,4.0,15.338,15.336571623015898
G04_R0178,G04,LOGO,holdout_G04,G04,25,50,1e-05,0.7,0.1,0.2,4.0,12.95,12.971087486111148
G04_R0179,G04,LOGO,holdout_G04,G04,25,50,1e-05,0.7,0.2,0.2,4.0,14.0,14.000093919327256
G04_R0180,G04,LOGO,holdout_G04,G04,25,50,1e-05,0.7,0.3,0.2,4.0,15.34,15.336550834325418
G04_R0181,G04,LOGO,holdout_G04,G04,25,50,1e-06,0.85,0.1,0.2,4.0,12.984,13.00859135416669
