case_uid,geometry_id,protocol,fold_name,heldout_geometry,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value,residual,abs_error
G04_R0481,G04,LOGO,holdout_G04,G04,250,20,0.001,0.85,0.1,0.2,4.0,55.44657,53.87029140400897,-1.5762785959910346,1.5762785959910346
G04_R0482,G04,LOGO,holdout_G04,G04,250,20,0.001,0.85,0.2,0.2,4.0,81.625957,80.21039706276109,-1.4155599372389105,1.4155599372389105
G04_R0483,G04,LOGO,holdout_G04,G04,250,20,0.001,0.85,0.3,0.2,4.0,123.026142,122.49035649143582,-0.5357855085641745,0.5357855085641745
G04_R0484,G04,LOGO,holdout_G04,G04,250,20,0.001,0.8,0.1,0.2,4.0,55.781194,54.11669628825846,-1.6644977117415394,1.6644977117415394
G04_R0485,G04,LOGO,holdout_G04,G04,250,20,0.001,0.8,0.2,0.2,4.0,82.277829,80.71475886507511,-1.5630701349248852,1.5630701349248852
G04_R0486,G04,LOGO,holdout_G04,G04,250,20,0.001,0.8,0.3,0.2,4.0,124.264264,123.41348171303991,-0.8507822869600687,0.8507822869600687
G04_R0487,G04,LOGO,holdout_G04,G04,250,20,0.001,0.75,0.1,0.2,4.0,56.139635,54.53715818444642,-1.6024768155535796,1.6024768155535796
G04_R0488,G04,LOGO,holdout_G04,G04,250,20,0.001,0.75,0.2,0.2,4.0,82.977583,81.53761673174243,-1.4399662682575638,1.4399662682575638
G04_R0489,G04,LOGO,holdout_G04,G04,250,20,0.001,0.75,0.3,0.2,4.0,125.592298,124.99622160092062,-0.5960763990793794,0.5960763990793794
G04_R0490,G04,LOGO,holdout_G04,G04,250,20,0.001,0.7,0.1,0.2,4.0,56.524884,54.827388868375245,-1.6974951316247555,1.6974951316247555
G04_R0491,G04,LOGO,holdout_G04,G04,250,20,0.001,0.7,0.2,0.2,4.0,83.734167,82.0796895717441,-1.6544774282559018,1.6544774282559018
G04_R0492,G04,LOGO,holdout_G04,G04,250,20,0.001,0.7,0.3,0.2,4.0,127.040237,126.09132539260104,-0.9489116073989692,0.9489116073989692
G04_R0493,G04,LOGO,holdout_G04,G04,250,20,0.0001,0.85,0.1,0.2,4.0,68.24374399999999,66.14845834945397,-2.0952856505460176,2.0952856505460176
G04_R0494,G04,LOGO,holdout_G04,G04,250,20,0.0001,0.85,0.2,0.2,4.0,107.570681,104.48773893357956,-3.082942066420429,3.082942066420429
G04_R0495,G04,LOGO,holdout_G04,G04,250,20,0.0001,0.85,0.3,0.2,4.0,173.60053499999998,169.24494738743576,-4.355587612564221,4.355587612564221
G04_R0496,G04,LOGO,holdout_G04,G04,250,20,0.0001,0.8,0.1,0.2,4.0,68.463213,66.31940289022171,-2.1438101097782862,2.1438101097782862
G04_R0497,G04,LOGO,holdout_G04,G04,250,20,0.0001,0.8,0.2,0.2,4.0,108.119634,104.92643450203646,-3.193199497963548,3.193199497963548
G04_R0498,G04,LOGO,holdout_G04,G04,250,20,0.0001,0.8,0.3,0.2,4.0,174.73209300000002,170.05822738679498,-4.673865613205038,4.673865613205038
G04_R0499,G04,LOGO,holdout_G04,G04,250,20,0.0001,0.75,0.1,0.2,4.0,68.70152999999999,66.60371277660965,-2.0978172233903365,2.0978172233903365
G04_R0500,G04,LOGO,holdout_G04,G04,250,20,0.0001,0.75,0.2,0.2,4.0,108.738563,105.65068982082416,-3.087873179175844,3.087873179175844
G04_R0501,G04,LOGO,holdout_G04,G04,250,20,0.0001,0.75,0.3,0.2,4.0,175.993844,171.63374536242335,-4.360098637576641,4.360098637576641
G04_R0502,G04,LOGO,holdout_G04,G04,250,20,0.0001,0.7,0.1,0.2,4.0,68.962672,66.79547188123219,-2.167200118767809,2.167200118767809
G04_R0503,G04,LOGO,holdout_G04,G04,250,20,0.0001,0.7,0.2,0.2,4.0,109.427351,106.17039575957664,-3.256955240423366,3.256955240423366
G04_R0504,G04,LOGO,holdout_G04,G04,250,20,0.0001,0.7,0.3,0.2,4.0,177.42581,172.67194870982144,-4.753861290178577,4.753861290178577
G04_R0505,G04,LOGO,holdout_G04,G04,250,20,1e-05,0.85,0.1,0.2,4.0,95.451029,93.2315407032077,-2.2194882967923064,2.2194882967923064
G04_R0506,G04,LOGO,holdout_G04,G04,250,20,1e-05,0.85,0.2,0.2,4.0,192.29868,188.82890807510023,-3.469771924899732,3.469771924899732
G04_R0507,G04,LOGO,holdout_G04,G04,250,20,1e-05,0.85,0.3,0.2,4.0,350.77374,345.2447757047003,-5.528964295299659,5.528964295299659
G04_R0508,G04,LOGO,holdout_G04,G04,250,20,1e-05,0.8,0.1,0.2,4.0,95.856438,93.53611602362317,-2.320321976376846,2.320321976376846
G04_R0509,G04,LOGO,holdout_G04,G04,250,20,1e-05,0.8,0.2,0.2,4.0,193.58792,189.7646613408509,-3.823258659149076,3.823258659149076
G04_R0510,G04,LOGO,holdout_G04,G04,250,20,1e-05,0.8,0.3,0.2,4.0,353.39302,347.1925359984539,-6.200484001546101,6.200484001546101
G04_R0511,G04,LOGO,holdout_G04,G04,250,20,1e-05,0.75,0.1,0.2,4.0,96.318771,94.10821237319384,-2.2105586268061472,2.2105586268061472
G04_R0512,G04,LOGO,holdout_G04,G04,250,20,1e-05,0.75,0.2,0.2,4.0,195.06709,191.5571805699388,-3.5099094300611853,3.5099094300611853
G04_R0513,G04,LOGO,holdout_G04,G04,250,20,1e-05,0.75,0.3,0.2,4.0,356.42226,350.9707551939596,-5.451504806040418,5.451504806040418
G04_R0514,G04,LOGO,holdout_G04,G04,250,20,1e-05,0.7,0.1,0.2,4.0,96.853032,94.50085002343356,-2.352181976566428,2.352181976566428
G04_R0515,G04,LOGO,holdout_G04,G04,250,20,1e-05,0.7,0.2,0.2,4.0,196.79619,192.85384886369064,-3.942341136309381,3.942341136309381
G04_R0516,G04,LOGO,holdout_G04,G04,250,20,1e-05,0.7,0.3,0.2,4.0,359.95146,353.58770913458613,-6.363750865413863,6.363750865413863
G04_R0517,G04,LOGO,holdout_G04,G04,250,20,1e-06,0.85,0.1,0.2,4.0,280.450627,279.9388456663245,-0.5117813336755148,0.5117813336755148
G04_R0518,G04,LOGO,holdout_G04,G04,250,20,1e-06,0.85,0.2,0.2,4.0,866.40768,863.2674812171239,-3.140198782876155,3.140198782876155
G04_R0519,G04,LOGO,holdout_G04,G04,250,20,1e-06,0.85,0.3,0.2,4.0,1826.2476,1821.345490366884,-4.90210963311597,4.90210963311597
G04_R0520,G04,LOGO,holdout_G04,G04,250,20,1e-06,0.8,0.1,0.2,4.0,281.6604,280.8609469833888,-0.7994530166111531,0.7994530166111531
G04_R0521,G04,LOGO,holdout_G04,G04,250,20,1e-06,0.8,0.2,0.2,4.0,870.40739,866.3676810492511,-4.039708950748832,4.039708950748832
G04_R0522,G04,LOGO,holdout_G04,G04,250,20,1e-06,0.8,0.3,0.2,4.0,1834.24727,1827.26457609691,-6.982693903089967,6.982693903089967
G04_R0523,G04,LOGO,holdout_G04,G04,250,20,1e-06,0.75,0.1,0.2,4.0,283.070156,282.6498862330563,-0.4202697669437043,0.4202697669437043
G04_R0524,G04,LOGO,holdout_G04,G04,250,20,1e-06,0.75,0.2,0.2,4.0,875.21708,872.2975865326323,-2.9194934673677158,2.9194934673677158
G04_R0525,G04,LOGO,holdout_G04,G04,250,20,1e-06,0.75,0.3,0.2,4.0,1843.74692,1838.9581334950483,-4.788786504951759,4.788786504951759
G04_R0526,G04,LOGO,holdout_G04,G04,250,20,1e-06,0.7,0.1,0.2,4.0,284.77989,283.9881113133431,-0.7917786866569259,0.7917786866569259
G04_R0527,G04,LOGO,holdout_G04,G04,250,20,1e-06,0.7,0.2,0.2,4.0,880.91675,876.4097994061448,-4.506950593855208,4.506950593855208
G04_R0528,G04,LOGO,holdout_G04,G04,250,20,1e-06,0.7,0.3,0.2,4.0,1854.84654,1847.1602384429357,-7.686301557064553,7.686301557064553
G04_R0529,G04,LOGO,holdout_G04,G04,250,50,0.001,0.85,0.1,0.2,4.0,55.44657,53.87168290557148,-1.5748870944285258,1.5748870944285258
G04_R0530,G04,LOGO,holdout_G04,G04,250,50,0.001,0.85,0.2,0.2,4.0,81.625957,80.20684728007362,-1.4191097199263822,1.4191097199263822
G04_R0531,G04,LOGO,holdout_G04,G04,250,50,0.001,0.85,0.3,0.2,4.0,123.026142,122.48545329747756,-0.5406887025224307,0.5406887025224307
G04_R0532,G04,LOGO,holdout_G04,G04,250,50,0.001,0.8,0.1,0.2,4.0,55.781194,54.11808778982097,-1.6631062101790306,1.6631062101790306
G04_R0533,G04,LOGO,holdout_G04,G04,250,50,0.001,0.8,0.2,0.2,4.0,82.277829,80.7124203353043,-1.5654086646956955,1.5654086646956955
G04_R0534,G04,LOGO,holdout_G04,G04,250,50,0.001,0.8,0.3,0.2,4.0,124.264264,123.40940857720666,-0.8548554227933352,0.8548554227933352
G04_R0535,G04,LOGO,holdout_G04,G04,250,50,0.001,0.75,0.1,0.2,4.0,56.139635,54.5369020948214,-1.6027329051785983,1.6027329051785983
G04_R0536,G04,LOGO,holdout_G04,G04,250,50,0.001,0.75,0.2,0.2,4.0,82.977583,81.53792962247161,-1.439653377528387,1.439653377528387
G04_R0537,G04,LOGO,holdout_G04,G04,250,50,0.001,0.75,0.3,0.2,4.0,125.592298,124.99281097312894,-0.5994870268710599,0.5994870268710599
G04_R0538,G04,LOGO,holdout_G04,G04,250,50,0.001,0.7,0.1,0.2,4.0,56.524884,54.82713277875024,-1.69775122124976,1.69775122124976
G04_R0539,G04,LOGO,holdout_G04,G04,250,50,0.001,0.7,0.2,0.2,4.0,83.734167,82.08000246247327,-1.654164537526725,1.654164537526725
G04_R0540,G04,LOGO,holdout_G04,G04,250,50,0.001,0.7,0.3,0.2,4.0,127.040237,126.0889798806427,-0.951257119357308,0.951257119357308
G04_R0541,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.85,0.1,0.2,4.0,68.24374399999999,66.14798229039145,-2.0957617096085386,2.0957617096085386
G04_R0542,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.85,0.2,0.2,4.0,107.570681,104.49039933307958,-3.0802816669204134,3.0802816669204134
G04_R0543,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.85,0.3,0.2,4.0,173.60053499999998,169.24201906431074,-4.3585159356892405,4.3585159356892405
G04_R0544,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.8,0.1,0.2,4.0,68.463212,66.31892683115917,-2.144285168840824,2.144285168840824
G04_R0545,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.8,0.2,0.2,4.0,108.119634,104.9302871359115,-3.189346864088506,3.189346864088506
G04_R0546,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.8,0.3,0.2,4.0,174.73209300000002,170.05675574283666,-4.675337257163363,4.675337257163363
G04_R0547,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.75,0.1,0.2,4.0,68.70152999999999,66.60380463781797,-2.097725362182018,2.097725362182018
G04_R0548,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.75,0.2,0.2,4.0,108.738564,105.65575401388668,-3.082809986113304,3.082809986113304
G04_R0549,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.75,0.3,0.2,4.0,175.993844,171.6323589049859,-4.361485095014103,4.361485095014103
G04_R0550,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.7,0.1,0.2,4.0,68.962672,66.7955637424405,-2.167108257559491,2.167108257559491
G04_R0551,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.7,0.2,0.2,4.0,109.427351,106.17507918763916,-3.2522718123608314,3.2522718123608314
G04_R0552,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.7,0.3,0.2,4.0,177.42581,172.6718676357173,-4.753942364282722,4.753942364282722
G04_R0553,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.85,0.1,0.2,4.0,95.452035,93.23309074682226,-2.218944253177739,2.218944253177739
G04_R0554,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.85,0.2,0.2,4.0,192.29868,188.82802012653775,-3.4706598734622105,3.4706598734622105
G04_R0555,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.85,0.3,0.2,4.0,350.77374,345.240228755742,-5.533511244257966,5.533511244257966
G04_R0556,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.8,0.1,0.2,4.0,95.857438,93.5373327259877,-2.320105274012306,2.320105274012306
G04_R0557,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.8,0.2,0.2,4.0,193.58792,189.7661806306218,-3.821739369378207,3.821739369378207
G04_R0558,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.8,0.3,0.2,4.0,353.39302,347.1901886432456,-6.202831356754359,6.202831356754359
G04_R0559,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.75,0.1,0.2,4.0,96.320771,94.10865682819386,-2.2121141718061352,2.2121141718061352
G04_R0560,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.75,0.2,0.2,4.0,195.06709,191.5623674304805,-3.504722569519487,3.504722569519487
G04_R0561,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.75,0.3,0.2,4.0,356.42226,350.9496809033345,-5.47257909666547,5.47257909666547
G04_R0562,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.7,0.1,0.2,4.0,96.856032,94.50129447843358,-2.3547375215664204,2.3547375215664204
G04_R0563,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.7,0.2,0.2,4.0,196.79619,192.8577913299823,-3.9383986700177047,3.9383986700177047
G04_R0564,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.7,0.3,0.2,4.0,359.95146,353.5717254200027,-6.379734579997319,6.379734579997319
G04_R0565,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.85,0.1,0.2,4.0,280.450627,279.93518788424115,-0.515439115758852,0.515439115758852
G04_R0566,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.85,0.2,0.2,4.0,866.40768,863.2619713794155,-3.1457086205845144,3.1457086205845144
G04_R0567,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.85,0.3,0.2,4.0,1826.2476,1821.3844205226876,-4.863179477312542,4.863179477312542
G04_R0568,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.8,0.1,0.2,4.0,281.6604,280.8574100013055,-0.8029899986944997,0.8029899986944997
G04_R0569,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.8,0.2,0.2,4.0,870.40739,866.3621712115425,-4.045218788457419,4.045218788457419
G04_R0570,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.8,0.3,0.2,4.0,1834.24727,1827.3035062527133,-6.943763747286539,6.943763747286539
G04_R0571,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.75,0.1,0.2,4.0,283.070156,282.6455123343778,-0.4246436656221704,0.4246436656221704
G04_R0572,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.75,0.2,0.2,4.0,875.21708,872.3094384022155,-2.9076415977845045,2.9076415977845045
G04_R0573,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.75,0.3,0.2,4.0,1843.74692,1839.007211134424,-4.739708865576404,4.739708865576404
G04_R0574,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.7,0.1,0.2,4.0,284.77989,283.98321244466456,-0.7966775553354637,0.7966775553354637
G04_R0575,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.7,0.2,0.2,4.0,880.91675,876.4279175684361,-4.488832431563878,4.488832431563878
G04_R0576,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.7,0.3,0.2,4.0,1854.84654,1847.1996705791855,-7.646869420814255,7.646869420814255
G04_R0577,G04,LOGO,holdout_G04,G04,500,3,0.001,0.85,0.1,0.2,4.0,142.093539,137.07088857865108,-5.022650421348914,5.022650421348914
G04_R0578,G04,LOGO,holdout_G04,G04,500,3,0.001,0.85,0.2,0.2,4.0,210.148251,207.37249516345548,-2.775755836544505,2.775755836544505
G04_R0579,G04,LOGO,holdout_G04,G04,500,3,0.001,0.85,0.3,0.2,4.0,316.99584,318.68648239874807,1.690642398748082,1.690642398748082
G04_R0580,G04,LOGO,holdout_G04,G04,500,3,0.001,0.8,0.1,0.2,4.0,143.07872999999998,137.78083350641143,-5.297896493588553,5.297896493588553
G04_R0581,G04,LOGO,holdout_G04,G04,500,3,0.001,0.8,0.2,0.2,4.0,212.074008,208.89142347075156,-3.1825845292484587,3.1825845292484587
G04_R0582,G04,LOGO,holdout_G04,G04,500,3,0.001,0.8,0.3,0.2,4.0,320.55223,321.51033968410906,0.9581096841090472,0.9581096841090472
G04_R0583,G04,LOGO,holdout_G04,G04,500,3,0.001,0.75,0.1,0.2,4.0,144.123571,138.99558091134216,-5.127990088657839,5.127990088657839
G04_R0584,G04,LOGO,holdout_G04,G04,500,3,0.001,0.75,0.2,0.2,4.0,214.15956,211.3471188944172,-2.8124411055828205,2.8124411055828205
G04_R0585,G04,LOGO,holdout_G04,G04,500,3,0.001,0.75,0.3,0.2,4.0,324.39831000000004,326.4047246666628,2.0064146666627494,2.0064146666627494
G04_R0586,G04,LOGO,holdout_G04,G04,500,3,0.001,0.7,0.1,0.2,4.0,145.24804,139.77196021612838,-5.476079783871626,5.476079783871626
G04_R0587,G04,LOGO,holdout_G04,G04,500,3,0.001,0.7,0.2,0.2,4.0,216.42489,213.05151654441383,-3.3733734555861474,3.3733734555861474
G04_R0588,G04,LOGO,holdout_G04,G04,500,3,0.001,0.7,0.3,0.2,4.0,328.60433,329.5457861916673,0.941456191667271,0.941456191667271
G04_R0589,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.85,0.1,0.2,4.0,172.435759,165.73093637862092,-6.704822621379066,6.704822621379066
G04_R0590,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.85,0.2,0.2,4.0,275.054616,266.0911622057062,-8.963453794293798,8.963453794293798
G04_R0591,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.85,0.3,0.2,4.0,445.443973,435.36843393238166,-10.075539067618363,10.075539067618363
G04_R0592,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.8,0.1,0.2,4.0,173.132981,166.2703269204957,-6.862654079504296,6.862654079504296
G04_R0593,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.8,0.2,0.2,4.0,276.925877,267.49235513697687,-9.433521863023143,9.433521863023143
G04_R0594,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.8,0.3,0.2,4.0,449.325591,438.251274450689,-11.074316549310936,11.074316549310936
G04_R0595,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.75,0.1,0.2,4.0,173.88992000000002,167.1914579008945,-6.698462099105512,6.698462099105512
G04_R0596,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.75,0.2,0.2,4.0,278.997201,270.0494942834898,-8.947706716510197,8.947706716510197
G04_R0597,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.75,0.3,0.2,4.0,453.718543,443.59922545462376,-10.119317545376248,10.119317545376248
G04_R0598,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.7,0.1,0.2,4.0,174.72653000000005,167.8051897358906,-6.92134026410946,6.92134026410946
G04_R0599,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.7,0.2,0.2,4.0,281.378667,271.73891779815773,-9.639749201842278,9.639749201842278
G04_R0600,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.7,0.3,0.2,4.0,458.73303,447.257202388754,-11.47582761124596,11.47582761124596
G04_R0601,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.85,0.1,0.2,4.0,235.95608,228.6840402606344,-7.272039739365624,7.272039739365624
G04_R0602,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.85,0.2,0.2,4.0,467.88168,456.8700006147442,-11.011679385255832,11.011679385255832
G04_R0603,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.85,0.3,0.2,4.0,843.14757,825.6062832119788,-17.541286788021125,17.541286788021125
G04_R0604,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.8,0.1,0.2,4.0,237.36491,229.8072968046364,-7.557613195363615,7.557613195363615
G04_R0605,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.8,0.2,0.2,4.0,472.30065,460.2875531647411,-12.01309683525892,12.01309683525892
G04_R0606,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.8,0.3,0.2,4.0,852.3584,832.6384853572927,-19.71991464270729,19.71991464270729
G04_R0607,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.75,0.1,0.2,4.0,238.85364,231.6706295723799,-7.183010427620104,7.183010427620104
G04_R0608,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.75,0.2,0.2,4.0,477.34957,466.4150716409481,-10.93449835905193,10.93449835905193
G04_R0609,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.75,0.3,0.2,4.0,862.93957,845.5751683003601,-17.36440169963987,17.36440169963987
G04_R0610,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.7,0.1,0.2,4.0,240.56224,232.9479700304157,-7.614269969584342,7.614269969584342
G04_R0611,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.7,0.2,0.2,4.0,483.16846,470.65670820533074,-12.511751794669236,12.511751794669236
G04_R0612,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.7,0.3,0.2,4.0,875.22118,854.6240650798057,-20.597114920194254,20.597114920194254
G04_R0613,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.85,0.1,0.2,4.0,624.00442,620.8814536139557,-3.1229663860442543,3.1229663860442543
G04_R0614,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.85,0.2,0.2,4.0,1873.1415,1863.2733115052524,-9.868188494747528,9.868188494747528
G04_R0615,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.85,0.3,0.2,4.0,3906.07116,3889.781292173064,-16.289867826935733,16.289867826935733
G04_R0616,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.8,0.1,0.2,4.0,628.50396,624.3471518472737,-4.156808152726285,4.156808152726285
G04_R0617,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.8,0.2,0.2,4.0,1887.64093,1874.432321405216,-13.208608594783982,13.208608594783982
G04_R0618,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.8,0.3,0.2,4.0,3935.17053,3912.443541469266,-22.726988530733703,22.726988530733703
G04_R0619,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.75,0.1,0.2,4.0,633.4534699999999,630.6498449779106,-2.8036250220893635,2.8036250220893635
G04_R0620,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.75,0.2,0.2,4.0,1903.64032,1893.6017595396893,-10.038560460310691,10.038560460310691
G04_R0621,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.75,0.3,0.2,4.0,3967.96985,3951.7968208591074,-16.173029140892595,16.173029140892595
G04_R0622,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.7,0.1,0.2,4.0,638.90295,634.8899603098612,-4.012989690138852,4.012989690138852
G04_R0623,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.7,0.2,0.2,4.0,1922.13965,1907.7763790015647,-14.363270998434928,14.363270998434928
G04_R0624,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.7,0.3,0.2,4.0,4006.36913,3981.417354174833,-24.95177582516726,24.95177582516726
G04_R0625,G04,LOGO,holdout_G04,G04,500,6,0.001,0.85,0.1,0.2,4.0,142.093539,137.07287324711834,-5.020665752881655,5.020665752881655
G04_R0626,G04,LOGO,holdout_G04,G04,500,6,0.001,0.85,0.2,0.2,4.0,210.148251,207.37920385845555,-2.769047141544433,2.769047141544433
G04_R0627,G04,LOGO,holdout_G04,G04,500,6,0.001,0.85,0.3,0.2,4.0,316.99584,318.6818698331232,1.6860298331232002,1.6860298331232002
G04_R0628,G04,LOGO,holdout_G04,G04,500,6,0.001,0.8,0.1,0.2,4.0,143.07872999999998,137.78281817487866,-5.295911825121323,5.295911825121323
G04_R0629,G04,LOGO,holdout_G04,G04,500,6,0.001,0.8,0.2,0.2,4.0,212.074008,208.90203922616828,-3.171968773831708,3.171968773831708
G04_R0630,G04,LOGO,holdout_G04,G04,500,6,0.001,0.8,0.3,0.2,4.0,320.55223,321.50572711848406,0.9534971184840516,0.9534971184840516
G04_R0631,G04,LOGO,holdout_G04,G04,500,6,0.001,0.75,0.1,0.2,4.0,144.123571,138.99406838730053,-5.1295026126994685,5.1295026126994685
G04_R0632,G04,LOGO,holdout_G04,G04,500,6,0.001,0.75,0.2,0.2,4.0,214.15956,211.3603109690005,-2.799249030999505,2.799249030999505
G04_R0633,G04,LOGO,holdout_G04,G04,500,6,0.001,0.75,0.3,0.2,4.0,324.39831000000004,326.4211134191628,2.022803419162756,2.022803419162756
G04_R0634,G04,LOGO,holdout_G04,G04,500,6,0.001,0.7,0.1,0.2,4.0,145.24804,139.7704476920867,-5.477592307913312,5.477592307913312
G04_R0635,G04,LOGO,holdout_G04,G04,500,6,0.001,0.7,0.2,0.2,4.0,216.42489,213.0647086189972,-3.360181381002832,3.360181381002832
G04_R0636,G04,LOGO,holdout_G04,G04,500,6,0.001,0.7,0.3,0.2,4.0,328.60433,329.5596890941673,0.9553590941673064,0.9553590941673064
G04_R0637,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.85,0.1,0.2,4.0,172.435759,165.7292503041209,-6.70650869587908,6.70650869587908
G04_R0638,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.85,0.2,0.2,4.0,275.054616,266.0876210731883,-8.966994926811708,8.966994926811708
G04_R0639,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.85,0.3,0.2,4.0,445.443973,435.3779929952983,-10.065980004701771,10.065980004701771
G04_R0640,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.8,0.1,0.2,4.0,173.132981,166.26864084599566,-6.8643401540043385,6.8643401540043385
G04_R0641,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.8,0.2,0.2,4.0,276.925877,267.4873648933965,-9.438512106603524,9.438512106603524
G04_R0642,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.8,0.3,0.2,4.0,449.325591,438.2608335136057,-11.064757486394283,11.064757486394283
G04_R0643,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.75,0.1,0.2,4.0,173.88992000000002,167.1914579008945,-6.698462099105512,6.698462099105512
G04_R0644,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.75,0.2,0.2,4.0,278.997201,270.04910366426697,-8.948097335733053,8.948097335733053
G04_R0645,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.75,0.3,0.2,4.0,453.718543,443.610699339326,-10.107843660674064,10.107843660674064
G04_R0646,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.7,0.1,0.2,4.0,174.72653000000005,167.80518973589056,-6.921340264109489,6.921340264109489
G04_R0647,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.7,0.2,0.2,4.0,281.378667,271.7385271789349,-9.640139821065134,9.640139821065134
G04_R0648,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.7,0.3,0.2,4.0,458.73303,447.2686762734563,-11.464353726543663,11.464353726543663
G04_R0649,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.85,0.1,0.2,4.0,235.95608,228.6860900181344,-7.269989981865592,7.269989981865592
G04_R0650,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.85,0.2,0.2,4.0,467.88168,456.8802506626905,-11.001429337309505,11.001429337309505
G04_R0651,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.85,0.3,0.2,4.0,843.14757,825.6707850248958,-17.476784975104124,17.476784975104124
G04_R0652,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.8,0.1,0.2,4.0,237.36491,229.80934656213643,-7.555563437863583,7.555563437863583
