case_uid,geometry_id,protocol,fold_name,heldout_geometry,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value,residual,abs_error
G04_R0533,G04,LOGO,holdout_G04,G04,250,50,0.001,0.8,0.2,0.2,4.0,27.244,29.24331360903674,1.99931360903674,1.99931360903674
G04_R0534,G04,LOGO,holdout_G04,G04,250,50,0.001,0.8,0.3,0.2,4.0,30.795,31.83518378819449,1.0401837881944935,1.0401837881944935
G04_R0535,G04,LOGO,holdout_G04,G04,250,50,0.001,0.75,0.1,0.2,4.0,24.695,26.57128245932544,1.876282459325438,1.876282459325438
G04_R0536,G04,LOGO,holdout_G04,G04,250,50,0.001,0.75,0.2,0.2,4.0,27.284,29.269040728084363,1.985040728084364,1.985040728084364
G04_R0537,G04,LOGO,holdout_G04,G04,250,50,0.001,0.75,0.3,0.2,4.0,30.843,31.85928616319452,1.0162861631945184,1.0162861631945184
G04_R0538,G04,LOGO,holdout_G04,G04,250,50,0.001,0.7,0.1,0.2,4.0,24.728,26.570682344742103,1.8426823447421012,1.8426823447421012
G04_R0539,G04,LOGO,holdout_G04,G04,250,50,0.001,0.7,0.2,0.2,4.0,27.323,29.27958352421531,1.9565835242153116,1.9565835242153116
G04_R0540,G04,LOGO,holdout_G04,G04,250,50,0.001,0.7,0.3,0.2,4.0,30.89,31.86358107093261,0.9735810709326138,0.9735810709326138
G04_R0541,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.85,0.1,0.2,4.0,24.983,27.478127882440493,2.4951278824404923,2.4951278824404923
G04_R0542,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.85,0.2,0.2,4.0,27.071,29.93812822073417,2.8671282207341733,2.8671282207341733
G04_R0543,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.85,0.3,0.2,4.0,29.74,31.648321613095167,1.9083216130951683,1.9083216130951683
G04_R0544,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.8,0.1,0.2,4.0,24.995,27.48356656696431,2.488566566964309,2.488566566964309
G04_R0545,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.8,0.2,0.2,4.0,27.09,29.94265205803576,2.852652058035762,2.852652058035762
G04_R0546,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.8,0.3,0.2,4.0,29.765,31.64756075198405,1.882560751984052,1.882560751984052
G04_R0547,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.75,0.1,0.2,4.0,25.008,27.486262903273783,2.478262903273784,2.478262903273784
G04_R0548,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.75,0.2,0.2,4.0,27.11,29.954650888392862,2.844650888392863,2.844650888392863
G04_R0549,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.75,0.3,0.2,4.0,29.79,31.65898318353168,1.8689831835316824,1.8689831835316824
G04_R0550,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.7,0.1,0.2,4.0,25.021,27.48702675744045,2.4660267574404493,2.4660267574404493
G04_R0551,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.7,0.2,0.2,4.0,27.131,29.957272203869053,2.8262722038690526,2.8262722038690526
G04_R0552,G04,LOGO,holdout_G04,G04,250,50,0.0001,0.7,0.3,0.2,4.0,29.817,31.65978207936501,1.842782079365012,1.842782079365012
G04_R0553,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.85,0.1,0.2,4.0,25.073,27.62360903769837,2.550609037698369,2.550609037698369
G04_R0554,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.85,0.2,0.2,4.0,26.987,29.948694799107155,2.961694799107157,2.961694799107157
G04_R0555,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.85,0.3,0.2,4.0,29.657,31.395566676091285,1.7385666760912848,1.7385666760912848
G04_R0556,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.8,0.1,0.2,4.0,25.076,27.62751814484122,2.551518144841218,2.551518144841218
G04_R0557,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.8,0.2,0.2,4.0,26.994,29.95197476934525,2.957974769345249,2.957974769345249
G04_R0558,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.8,0.3,0.2,4.0,29.667,31.395655509424632,1.7286555094246303,1.7286555094246303
G04_R0559,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.75,0.1,0.2,4.0,25.08,27.629327222222123,2.549327222222125,2.549327222222125
G04_R0560,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.75,0.2,0.2,4.0,27.002,29.95907451041666,2.9570745104166605,2.9570745104166605
G04_R0561,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.75,0.3,0.2,4.0,29.678,31.39954651835308,1.7215465183530796,1.7215465183530796
G04_R0562,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.7,0.1,0.2,4.0,25.084,27.62865918055546,2.54465918055546,2.54465918055546
G04_R0563,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.7,0.2,0.2,4.0,27.011,29.96053968005952,2.949539680059523,2.949539680059523
G04_R0564,G04,LOGO,holdout_G04,G04,250,50,1e-05,0.7,0.3,0.2,4.0,29.69,31.400326132936417,1.710326132936416,1.710326132936416
G04_R0565,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.85,0.1,0.2,4.0,25.121,27.67231971726187,2.5513197172618725,2.5513197172618725
G04_R0566,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.85,0.2,0.2,4.0,26.968,29.820136129960364,2.852136129960364,2.852136129960364
G04_R0567,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.85,0.3,0.2,4.0,29.629,31.327297753472227,1.6982977534722252,1.6982977534722252
G04_R0568,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.8,0.1,0.2,4.0,25.121,27.67513334821424,2.55413334821424,2.55413334821424
G04_R0569,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.8,0.2,0.2,4.0,26.97,29.822618796627037,2.852618796627034,2.852618796627034
G04_R0570,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.8,0.3,0.2,4.0,29.633,31.32770808680557,1.6947080868055728,1.6947080868055728
G04_R0571,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.75,0.1,0.2,4.0,25.121,27.676163273809465,2.555163273809466,2.555163273809466
G04_R0572,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.75,0.2,0.2,4.0,26.972,29.82637323115081,2.854373231150813,2.854373231150813
G04_R0573,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.75,0.3,0.2,4.0,29.637,31.33050887847217,1.6935088784721657,1.6935088784721657
G04_R0574,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.7,0.1,0.2,4.0,25.122,27.675790752976138,2.5537907529761377,2.5537907529761377
G04_R0575,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.7,0.2,0.2,4.0,26.975,29.827260031746054,2.852260031746052,2.852260031746052
G04_R0576,G04,LOGO,holdout_G04,G04,250,50,1e-06,0.7,0.3,0.2,4.0,29.642,31.33128539484121,1.6892853948412103,1.6892853948412103
G04_R0577,G04,LOGO,holdout_G04,G04,500,3,0.001,0.85,0.1,0.2,4.0,12.26,12.504031598710316,0.2440315987103147,0.2440315987103147
G04_R0578,G04,LOGO,holdout_G04,G04,500,3,0.001,0.85,0.2,0.2,4.0,13.432,13.789199059027776,0.357199059027776,0.357199059027776
G04_R0579,G04,LOGO,holdout_G04,G04,500,3,0.001,0.85,0.3,0.2,4.0,15.128,15.486354522321443,0.3583545223214432,0.3583545223214432
G04_R0580,G04,LOGO,holdout_G04,G04,500,3,0.001,0.8,0.1,0.2,4.0,12.273,12.50592015228174,0.2329201522817392,0.2329201522817392
G04_R0581,G04,LOGO,holdout_G04,G04,500,3,0.001,0.8,0.2,0.2,4.0,13.448,13.793850716765878,0.3458507167658773,0.3458507167658773
G04_R0582,G04,LOGO,holdout_G04,G04,500,3,0.001,0.8,0.3,0.2,4.0,15.151,15.513416633928598,0.3624166339285981,0.3624166339285981
G04_R0583,G04,LOGO,holdout_G04,G04,500,3,0.001,0.75,0.1,0.2,4.0,12.287,12.5123766284722,0.2253766284721994,0.2253766284721994
G04_R0584,G04,LOGO,holdout_G04,G04,500,3,0.001,0.75,0.2,0.2,4.0,13.463,13.807651837301613,0.3446518373016136,0.3446518373016136
G04_R0585,G04,LOGO,holdout_G04,G04,500,3,0.001,0.75,0.3,0.2,4.0,15.173,15.532295702380996,0.3592957023809955,0.3592957023809955
G04_R0586,G04,LOGO,holdout_G04,G04,500,3,0.001,0.7,0.1,0.2,4.0,12.302,12.511794170138868,0.2097941701388688,0.2097941701388688
G04_R0587,G04,LOGO,holdout_G04,G04,500,3,0.001,0.7,0.2,0.2,4.0,13.478,13.813722407242082,0.3357224072420823,0.3357224072420823
G04_R0588,G04,LOGO,holdout_G04,G04,500,3,0.001,0.7,0.3,0.2,4.0,15.193,15.5453241274802,0.3523241274802018,0.3523241274802018
G04_R0589,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.85,0.1,0.2,4.0,12.425,12.646314856286088,0.2213148562860869,0.2213148562860869
G04_R0590,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.85,0.2,0.2,4.0,13.475,13.789508738095249,0.3145087380952471,0.3145087380952471
G04_R0591,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.85,0.3,0.2,4.0,14.967,15.496795109126998,0.5297951091269972,0.5297951091269972
G04_R0592,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.8,0.1,0.2,4.0,12.43,12.648443798746404,0.2184437987464047,0.2184437987464047
G04_R0593,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.8,0.2,0.2,4.0,13.484,13.792599736607162,0.308599736607162,0.308599736607162
G04_R0594,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.8,0.3,0.2,4.0,14.979,15.519314526289698,0.5403145262896984,0.5403145262896984
G04_R0595,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.75,0.1,0.2,4.0,12.437,12.65091127033728,0.2139112703372809,0.2139112703372809
G04_R0596,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.75,0.2,0.2,4.0,13.494,13.796568810019846,0.3025688100198458,0.3025688100198458
G04_R0597,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.75,0.3,0.2,4.0,14.99,15.523660341269828,0.5336603412698278,0.5336603412698278
G04_R0598,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.7,0.1,0.2,4.0,12.443,12.650275305059504,0.2072753050595039,0.2072753050595039
G04_R0599,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.7,0.2,0.2,4.0,13.504,13.80184959722222,0.2978495972222195,0.2978495972222195
G04_R0600,G04,LOGO,holdout_G04,G04,500,3,0.0001,0.7,0.3,0.2,4.0,15.002,15.525270302083316,0.5232703020833167,0.5232703020833167
G04_R0601,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.85,0.1,0.2,4.0,12.447,12.669192523313496,0.2221925233134953,0.2221925233134953
G04_R0602,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.85,0.2,0.2,4.0,13.417,13.714876190476218,0.2978761904762184,0.2978761904762184
G04_R0603,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.85,0.3,0.2,4.0,14.964,15.40610278819446,0.4421027881944592,0.4421027881944592
G04_R0604,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.8,0.1,0.2,4.0,12.449,12.669889427083335,0.2208894270833372,0.2208894270833372
G04_R0605,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.8,0.2,0.2,4.0,13.422,13.716558992559554,0.2945589925595531,0.2945589925595531
G04_R0606,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.8,0.3,0.2,4.0,14.97,15.420807220238103,0.4508072202381044,0.4508072202381044
G04_R0607,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.75,0.1,0.2,4.0,12.451,12.671183897321402,0.2201838973214016,0.2201838973214016
G04_R0608,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.75,0.2,0.2,4.0,13.427,13.71876444394844,0.2917644439484412,0.2917644439484412
G04_R0609,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.75,0.3,0.2,4.0,14.977,15.428809875992062,0.4518098759920619,0.4518098759920619
G04_R0610,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.7,0.1,0.2,4.0,12.453,12.670996327876964,0.2179963278769658,0.2179963278769658
G04_R0611,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.7,0.2,0.2,4.0,13.433,13.72079892013891,0.2877989201389095,0.2877989201389095
G04_R0612,G04,LOGO,holdout_G04,G04,500,3,1e-05,0.7,0.3,0.2,4.0,14.983,15.436706033234124,0.4537060332341234,0.4537060332341234
G04_R0613,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.85,0.1,0.2,4.0,12.461,12.68035076636904,0.2193507663690397,0.2193507663690397
G04_R0614,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.85,0.2,0.2,4.0,13.352,13.655430762896838,0.3034307628968378,0.3034307628968378
G04_R0615,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.85,0.3,0.2,4.0,14.918,15.357028356150776,0.4390283561507768,0.4390283561507768
G04_R0616,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.8,0.1,0.2,4.0,12.462,12.681034864583328,0.2190348645833282,0.2190348645833282
G04_R0617,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.8,0.2,0.2,4.0,13.354,13.654326158730168,0.3003261587301686,0.3003261587301686
G04_R0618,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.8,0.3,0.2,4.0,14.921,15.364151805555537,0.4431518055555354,0.4431518055555354
G04_R0619,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.75,0.1,0.2,4.0,12.462,12.681841760416638,0.2198417604166387,0.2198417604166387
G04_R0620,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.75,0.2,0.2,4.0,13.356,13.655367544642877,0.2993675446428767,0.2993675446428767
G04_R0621,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.75,0.3,0.2,4.0,14.924,15.370043939980148,0.4460439399801483,0.4460439399801483
G04_R0622,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.7,0.1,0.2,4.0,12.462,12.681617010416652,0.2196170104166519,0.2196170104166519
G04_R0623,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.7,0.2,0.2,4.0,13.359,13.657957931547635,0.2989579315476369,0.2989579315476369
G04_R0624,G04,LOGO,holdout_G04,G04,500,3,1e-06,0.7,0.3,0.2,4.0,14.927,15.380112332341252,0.4531123323412522,0.4531123323412522
G04_R0625,G04,LOGO,holdout_G04,G04,500,6,0.001,0.85,0.1,0.2,4.0,15.153,15.539622595505184,0.3866225955051821,0.3866225955051821
G04_R0626,G04,LOGO,holdout_G04,G04,500,6,0.001,0.85,0.2,0.2,4.0,16.578,17.193983425099212,0.6159834250992127,0.6159834250992127
G04_R0627,G04,LOGO,holdout_G04,G04,500,6,0.001,0.85,0.3,0.2,4.0,18.73,19.5093107564484,0.7793107564483961,0.7793107564483961
G04_R0628,G04,LOGO,holdout_G04,G04,500,6,0.001,0.8,0.1,0.2,4.0,15.171,15.542618689255182,0.3716186892551825,0.3716186892551825
G04_R0629,G04,LOGO,holdout_G04,G04,500,6,0.001,0.8,0.2,0.2,4.0,16.599,17.206434353670623,0.607434353670623,0.607434353670623
G04_R0630,G04,LOGO,holdout_G04,G04,500,6,0.001,0.8,0.3,0.2,4.0,18.759,19.51360024007935,0.7546002400793483,0.7546002400793483
G04_R0631,G04,LOGO,holdout_G04,G04,500,6,0.001,0.75,0.1,0.2,4.0,15.189,15.548672739850428,0.3596727398504278,0.3596727398504278
G04_R0632,G04,LOGO,holdout_G04,G04,500,6,0.001,0.75,0.2,0.2,4.0,16.619,17.227887601800933,0.6088876018009337,0.6088876018009337
G04_R0633,G04,LOGO,holdout_G04,G04,500,6,0.001,0.75,0.3,0.2,4.0,18.785,19.534440862103157,0.7494408621031532,0.7494408621031532
G04_R0634,G04,LOGO,holdout_G04,G04,500,6,0.001,0.7,0.1,0.2,4.0,15.209,15.550403134195664,0.3414031341956658,0.3414031341956658
G04_R0635,G04,LOGO,holdout_G04,G04,500,6,0.001,0.7,0.2,0.2,4.0,16.639,17.24035783989619,0.6013578398961918,0.6013578398961918
G04_R0636,G04,LOGO,holdout_G04,G04,500,6,0.001,0.7,0.3,0.2,4.0,18.81,19.53978119990077,0.7297811999007706,0.7297811999007706
G04_R0637,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.85,0.1,0.2,4.0,15.412,15.753187895108397,0.341187895108396,0.341187895108396
G04_R0638,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.85,0.2,0.2,4.0,16.813,17.21193539682539,0.3989353968253901,0.3989353968253901
G04_R0639,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.85,0.3,0.2,4.0,18.726,19.4614215719246,0.7354215719246007,0.7354215719246007
G04_R0640,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.8,0.1,0.2,4.0,15.42,15.756112920406014,0.3361129204060145,0.3361129204060145
G04_R0641,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.8,0.2,0.2,4.0,16.825,17.22715650694444,0.4021565069444399,0.4021565069444399
G04_R0642,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.8,0.3,0.2,4.0,18.741,19.468020652281737,0.7270206522817375,0.7270206522817375
G04_R0643,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.75,0.1,0.2,4.0,15.428,15.759068084096482,0.331068084096481,0.331068084096481
G04_R0644,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.75,0.2,0.2,4.0,16.848,17.24105695962024,0.3930569596202424,0.3930569596202424
G04_R0645,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.75,0.3,0.2,4.0,18.756,19.48030113888888,0.7243011388888796,0.7243011388888796
G04_R0646,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.7,0.1,0.2,4.0,15.436,15.75894005433458,0.3229400543345804,0.3229400543345804
G04_R0647,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.7,0.2,0.2,4.0,16.861,17.246954955651997,0.3859549556519965,0.3859549556519965
G04_R0648,G04,LOGO,holdout_G04,G04,500,6,0.0001,0.7,0.3,0.2,4.0,18.772,19.486952881448413,0.714952881448415,0.714952881448415
G04_R0649,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.85,0.1,0.2,4.0,15.458,15.783413636544031,0.3254136365440327,0.3254136365440327
G04_R0650,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.85,0.2,0.2,4.0,16.777,17.118294609126952,0.3412946091269511,0.3412946091269511
G04_R0651,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.85,0.3,0.2,4.0,18.806,19.365371098214297,0.5593710982142959,0.5593710982142959
G04_R0652,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.8,0.1,0.2,4.0,15.461,15.785917584460709,0.3249175844607084,0.3249175844607084
G04_R0653,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.8,0.2,0.2,4.0,16.783,17.12730294543648,0.3443029454364783,0.3443029454364783
G04_R0654,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.8,0.3,0.2,4.0,18.814,19.3744568779762,0.5604568779761969,0.5604568779761969
G04_R0655,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.75,0.1,0.2,4.0,15.463,15.786744021960692,0.3237440219606924,0.3237440219606924
G04_R0656,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.75,0.2,0.2,4.0,16.79,17.140295045319263,0.3502950453192639,0.3502950453192639
G04_R0657,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.75,0.3,0.2,4.0,18.822,19.38303539732144,0.5610353973214366,0.5610353973214366
G04_R0658,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.7,0.1,0.2,4.0,15.466,15.786957533865452,0.3209575338654531,0.3209575338654531
G04_R0659,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.7,0.2,0.2,4.0,16.798,17.147088051767682,0.3490880517676835,0.3490880517676835
G04_R0660,G04,LOGO,holdout_G04,G04,500,6,1e-05,0.7,0.3,0.2,4.0,18.831,19.38927436904764,0.5582743690476377,0.5582743690476377
G04_R0661,G04,LOGO,holdout_G04,G04,500,6,1e-06,0.85,0.1,0.2,4.0,15.479,15.800039523944896,0.3210395239448971,0.3210395239448971
G04_R0662,G04,LOGO,holdout_G04,G04,500,6,1e-06,0.85,0.2,0.2,4.0,16.697,17.034083692460317,0.3370836924603182,0.3370836924603182
G04_R0663,G04,LOGO,holdout_G04,G04,500,6,1e-06,0.85,0.3,0.2,4.0,18.751,19.31574655357139,0.5647465535713891,0.5647465535713891
G04_R0664,G04,LOGO,holdout_G04,G04,500,6,1e-06,0.8,0.1,0.2,4.0,15.48,15.802572201028235,0.322572201028235,0.322572201028235
G04_R0665,G04,LOGO,holdout_G04,G04,500,6,1e-06,0.8,0.2,0.2,4.0,16.701,17.03404161656746,0.3330416165674599,0.3330416165674599
G04_R0666,G04,LOGO,holdout_G04,G04,500,6,1e-06,0.8,0.3,0.2,4.0,18.755,19.3234481458333,0.568448145833301,0.568448145833301
G04_R0667,G04,LOGO,holdout_G04,G04,500,6,1e-06,0.75,0.1,0.2,4.0,15.48,15.80302905817109,0.3230290581710893,0.3230290581710893
G04_R0668,G04,LOGO,holdout_G04,G04,500,6,1e-06,0.75,0.2,0.2,4.0,16.704,17.046087827876967,0.3420878278769663,0.3420878278769663
G04_R0669,G04,LOGO,holdout_G04,G04,500,6,1e-06,0.75,0.3,0.2,4.0,18.758,19.332217133928545,0.5742171339285456,0.5742171339285456
G04_R0670,G04,LOGO,holdout_G04,G04,500,6,1e-06,0.7,0.1,0.2,4.0,15.481,15.803262674242514,0.3222626742425145,0.3222626742425145
G04_R0671,G04,LOGO,holdout_G04,G04,500,6,1e-06,0.7,0.2,0.2,4.0,16.707,17.054853747519825,0.3478537475198244,0.3478537475198244
G04_R0672,G04,LOGO,holdout_G04,G04,500,6,1e-06,0.7,0.3,0.2,4.0,18.763,19.340814629464266,0.5778146294642639,0.5778146294642639
G04_R0673,G04,LOGO,holdout_G04,G04,500,20,0.001,0.85,0.1,0.2,4.0,22.991,25.56350282936509,2.572502829365092,2.572502829365092
G04_R0674,G04,LOGO,holdout_G04,G04,500,20,0.001,0.85,0.2,0.2,4.0,25.135,27.770957220734108,2.635957220734106,2.635957220734106
G04_R0675,G04,LOGO,holdout_G04,G04,500,20,0.001,0.85,0.3,0.2,4.0,27.987,30.208263441242806,2.221263441242808,2.221263441242808
G04_R0676,G04,LOGO,holdout_G04,G04,500,20,0.001,0.8,0.1,0.2,4.0,23.026,25.557811311507955,2.531811311507955,2.531811311507955
G04_R0677,G04,LOGO,holdout_G04,G04,500,20,0.001,0.8,0.2,0.2,4.0,25.181,27.772032943948407,2.591032943948406,2.591032943948406
G04_R0678,G04,LOGO,holdout_G04,G04,500,20,0.001,0.8,0.3,0.2,4.0,28.026,30.20275188469519,2.176751884695189,2.176751884695189
G04_R0679,G04,LOGO,holdout_G04,G04,500,20,0.001,0.75,0.1,0.2,4.0,23.063,25.566424903769835,2.5034249037698366,2.5034249037698366
G04_R0680,G04,LOGO,holdout_G04,G04,500,20,0.001,0.75,0.2,0.2,4.0,25.23,27.78642105357143,2.5564210535714302,2.5564210535714302
G04_R0681,G04,LOGO,holdout_G04,G04,500,20,0.001,0.75,0.3,0.2,4.0,28.059,30.212263661480925,2.153263661480924,2.153263661480924
G04_R0682,G04,LOGO,holdout_G04,G04,500,20,0.001,0.7,0.1,0.2,4.0,23.102,25.566430070436496,2.464430070436496,2.464430070436496
G04_R0683,G04,LOGO,holdout_G04,G04,500,20,0.001,0.7,0.2,0.2,4.0,25.282,27.78810124107143,2.5061012410714305,2.5061012410714305
G04_R0684,G04,LOGO,holdout_G04,G04,500,20,0.001,0.7,0.3,0.2,4.0,28.088,30.226137670409503,2.1381376704095025,2.1381376704095025
G04_R0685,G04,LOGO,holdout_G04,G04,500,20,0.0001,0.85,0.1,0.2,4.0,23.765,25.76083399305553,1.995833993055534,1.995833993055534
G04_R0686,G04,LOGO,holdout_G04,G04,500,20,0.0001,0.85,0.2,0.2,4.0,26.86,27.878736452877,1.0187364528769969,1.0187364528769969
G04_R0687,G04,LOGO,holdout_G04,G04,500,20,0.0001,0.85,0.3,0.2,4.0,29.903,29.33069705158729,-0.5723029484127089,0.5723029484127089
G04_R0688,G04,LOGO,holdout_G04,G04,500,20,0.0001,0.8,0.1,0.2,4.0,23.779,25.729491999007937,1.9504919990079368,1.9504919990079368
G04_R0689,G04,LOGO,holdout_G04,G04,500,20,0.0001,0.8,0.2,0.2,4.0,26.884,27.880356426091303,0.9963564260913031,0.9963564260913031
G04_R0690,G04,LOGO,holdout_G04,G04,500,20,0.0001,0.8,0.3,0.2,4.0,29.928,29.32656786706349,-0.6014321329365089,0.6014321329365089
G04_R0691,G04,LOGO,holdout_G04,G04,500,20,0.0001,0.75,0.1,0.2,4.0,23.793,25.728935434027772,1.935935434027776,1.935935434027776
G04_R0692,G04,LOGO,holdout_G04,G04,500,20,0.0001,0.75,0.2,0.2,4.0,26.909,27.89063098511906,0.981630985119061,0.981630985119061
G04_R0693,G04,LOGO,holdout_G04,G04,500,20,0.0001,0.75,0.3,0.2,4.0,29.957,29.33491970783729,-0.6220802921627069,0.6220802921627069
G04_R0694,G04,LOGO,holdout_G04,G04,500,20,0.0001,0.7,0.1,0.2,4.0,23.809,25.73168658134916,1.9226865813491576,1.9226865813491576
G04_R0695,G04,LOGO,holdout_G04,G04,500,20,0.0001,0.7,0.2,0.2,4.0,26.936,27.89234700595239,0.9563470059523916,0.9563470059523916
G04_R0696,G04,LOGO,holdout_G04,G04,500,20,0.0001,0.7,0.3,0.2,4.0,29.99,29.34778448462301,-0.6422155153769928,0.6422155153769928
G04_R0697,G04,LOGO,holdout_G04,G04,500,20,1e-05,0.85,0.1,0.2,4.0,23.989,25.773792610119063,1.7847926101190623,1.7847926101190623
G04_R0698,G04,LOGO,holdout_G04,G04,500,20,1e-05,0.85,0.2,0.2,4.0,27.028,27.45656390575393,0.4285639057539328,0.4285639057539328
G04_R0699,G04,LOGO,holdout_G04,G04,500,20,1e-05,0.85,0.3,0.2,4.0,31.221,29.67738035218253,-1.5436196478174686,1.5436196478174686
G04_R0700,G04,LOGO,holdout_G04,G04,500,20,1e-05,0.8,0.1,0.2,4.0,23.994,25.746285825712494,1.752285825712498,1.752285825712498
G04_R0701,G04,LOGO,holdout_G04,G04,500,20,1e-05,0.8,0.2,0.2,4.0,27.04,27.456422968253925,0.4164229682539258,0.4164229682539258
G04_R0702,G04,LOGO,holdout_G04,G04,500,20,1e-05,0.8,0.3,0.2,4.0,31.234,29.68266051736108,-1.551339482638923,1.551339482638923
G04_R0703,G04,LOGO,holdout_G04,G04,500,20,1e-05,0.75,0.1,0.2,4.0,23.998,25.74797537680376,1.7499753768037607,1.7499753768037607
G04_R0704,G04,LOGO,holdout_G04,G04,500,20,1e-05,0.75,0.2,0.2,4.0,27.051,27.45833423611106,0.4073342361110619,0.4073342361110619
G04_R0705,G04,LOGO,holdout_G04,G04,500,20,1e-05,0.75,0.3,0.2,4.0,31.248,29.694319085813472,-1.553680914186529,1.553680914186529
G04_R0706,G04,LOGO,holdout_G04,G04,500,20,1e-05,0.7,0.1,0.2,4.0,24.004,25.75068987382753,1.7466898738275312,1.7466898738275312
G04_R0707,G04,LOGO,holdout_G04,G04,500,20,1e-05,0.7,0.2,0.2,4.0,27.065,27.459020746527727,0.3940207465277261,0.3940207465277261
