case_uid,geometry_id,split,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value,residual,abs_error
G03_R0346,G03,train,100,50,0.001,0.7,0.1,0.1,5.0,19.839,19.74412886679289,-0.0948711332071035,0.0948711332071035
G03_R0347,G03,train,100,50,0.001,0.7,0.2,0.1,5.0,21.115,21.09699465507758,-0.0180053449224182,0.0180053449224182
G03_R0348,G03,train,100,50,0.001,0.7,0.3,0.1,5.0,22.718,22.67601240128965,-0.0419875987103495,0.0419875987103495
G03_R0349,G03,train,100,50,0.0001,0.85,0.1,0.1,5.0,20.188,20.17834328851015,-0.0096567114898498,0.0096567114898498
G03_R0350,G03,train,100,50,0.0001,0.85,0.2,0.1,5.0,21.762,21.77111973128609,0.0091197312860877,0.0091197312860877
G03_R0351,G03,train,100,50,0.0001,0.85,0.3,0.1,5.0,23.676,23.681248218750014,0.0052482187500153,0.0052482187500153
G03_R0352,G03,train,100,50,0.0001,0.8,0.1,0.1,5.0,20.195,20.181035880772058,-0.0139641192279427,0.0139641192279427
G03_R0353,G03,train,100,50,0.0001,0.8,0.2,0.1,5.0,21.772,21.77107906461942,-0.0009209353805772,0.0009209353805772
G03_R0354,G03,train,100,50,0.0001,0.8,0.3,0.1,5.0,23.688,23.68250848611112,-0.0054915138888809,0.0054915138888809
G03_R0355,G03,train,100,50,0.0001,0.75,0.1,0.1,5.0,20.202,20.18390006380776,-0.0180999361922395,0.0180999361922395
G03_R0356,G03,train,100,50,0.0001,0.75,0.2,0.1,5.0,21.782,21.775721087932947,-0.006278912067053,0.006278912067053
G03_R0357,G03,train,100,50,0.0001,0.75,0.3,0.1,5.0,23.702,23.688430689980184,-0.0135693100198182,0.0135693100198182
G03_R0358,G03,train,100,50,0.0001,0.7,0.1,0.1,5.0,20.21,20.183726105474424,-0.0262738945255769,0.0262738945255769
G03_R0359,G03,train,100,50,0.0001,0.7,0.2,0.1,5.0,21.793,21.775603105790093,-0.0173968942099058,0.0173968942099058
G03_R0360,G03,train,100,50,0.0001,0.7,0.3,0.1,5.0,23.717,23.688826877480174,-0.0281731225198207,0.0281731225198207
G03_R0361,G03,train,100,50,1e-05,0.85,0.1,0.1,5.0,20.347,20.356889982392644,0.009889982392643,0.009889982392643
G03_R0362,G03,train,100,50,1e-05,0.85,0.2,0.1,5.0,21.94,21.940986485615085,0.0009864856150834,0.0009864856150834
G03_R0363,G03,train,100,50,1e-05,0.85,0.3,0.1,5.0,23.925,23.938818437003977,0.0138184370039766,0.0138184370039766
G03_R0364,G03,train,100,50,1e-05,0.8,0.1,0.1,5.0,20.35,20.35765797346408,0.0076579734640773,0.0076579734640773
G03_R0365,G03,train,100,50,1e-05,0.8,0.2,0.1,5.0,21.943,21.94124956894841,-0.0017504310515867,0.0017504310515867
G03_R0366,G03,train,100,50,1e-05,0.8,0.3,0.1,5.0,23.93,23.937686163194453,0.0076861631944531,0.0076861631944531
G03_R0367,G03,test,100,50,1e-05,0.75,0.1,0.1,5.0,20.352,20.35876165649979,0.0067616564997905,0.0067616564997905
G03_R0368,G03,train,100,50,1e-05,0.75,0.2,0.1,5.0,21.947,21.94275229365082,-0.0042477063491794,0.0042477063491794
G03_R0369,G03,test,100,50,1e-05,0.75,0.3,0.1,5.0,23.936,23.942129963789725,0.0061299637897249,0.0061299637897249
G03_R0370,G03,train,100,50,1e-05,0.7,0.1,0.1,5.0,20.355,20.358272836559312,0.0032728365593115,0.0032728365593115
G03_R0371,G03,train,100,50,1e-05,0.7,0.2,0.1,5.0,21.951,21.942776308531776,-0.0082236914682241,0.0082236914682241
G03_R0372,G03,test,100,50,1e-05,0.7,0.3,0.1,5.0,23.941,23.94178094295639,0.0007809429563927,0.0007809429563927
G03_R0373,G03,train,100,50,1e-06,0.85,0.1,0.1,5.0,20.398,20.389670475944108,-0.0083295240558918,0.0083295240558918
G03_R0374,G03,test,100,50,1e-06,0.85,0.2,0.1,5.0,21.995,21.990106935019764,-0.0048930649802372,0.0048930649802372
G03_R0375,G03,test,100,50,1e-06,0.85,0.3,0.1,5.0,23.992,23.967364136679358,-0.0246358633206469,0.0246358633206469
G03_R0376,G03,train,100,50,1e-06,0.8,0.1,0.1,5.0,20.399,20.390920550348877,-0.0080794496511273,0.0080794496511273
G03_R0377,G03,train,100,50,1e-06,0.8,0.2,0.1,5.0,21.996,21.990106935019764,-0.0058930649802348,0.0058930649802348
G03_R0378,G03,train,100,50,1e-06,0.8,0.3,0.1,5.0,23.993,23.967241455131735,-0.0257585448682604,0.0257585448682604
G03_R0379,G03,train,100,50,1e-06,0.75,0.1,0.1,5.0,20.4,20.39268983755125,-0.0073101624487499,0.0073101624487499
G03_R0380,G03,train,100,50,1e-06,0.75,0.2,0.1,5.0,21.996,21.990833475198325,-0.0051665248016732,0.0051665248016732
G03_R0381,G03,train,100,50,1e-06,0.75,0.3,0.1,5.0,23.995,23.972810486381785,-0.022189513618219,0.022189513618219
G03_R0382,G03,train,100,50,1e-06,0.7,0.1,0.1,5.0,20.4,20.39212505927744,-0.0078749407225586,0.0078749407225586
G03_R0383,G03,train,100,50,1e-06,0.7,0.2,0.1,5.0,21.997,21.99120575843244,-0.0057942415675604,0.0057942415675604
G03_R0384,G03,train,100,50,1e-06,0.7,0.3,0.1,5.0,23.996,23.97310659203655,-0.0228934079634477,0.0228934079634477
G03_R0385,G03,train,250,3,0.001,0.85,0.1,0.1,5.0,10.985,10.990866842757944,0.0058668427579444,0.0058668427579444
G03_R0386,G03,test,250,3,0.001,0.85,0.2,0.1,5.0,11.781,11.780188588293614,-0.0008114117063868,0.0008114117063868
G03_R0387,G03,train,250,3,0.001,0.85,0.3,0.1,5.0,12.758,12.773273812996038,0.015273812996039,0.015273812996039
G03_R0388,G03,train,250,3,0.001,0.8,0.1,0.1,5.0,10.996,10.988241382440483,-0.0077586175595172,0.0077586175595172
G03_R0389,G03,test,250,3,0.001,0.8,0.2,0.1,5.0,11.796,11.780104921626949,-0.0158950783730524,0.0158950783730524
G03_R0390,G03,train,250,3,0.001,0.8,0.3,0.1,5.0,12.777,12.774950158234136,-0.0020498417658618,0.0020498417658618
G03_R0391,G03,train,250,3,0.001,0.75,0.1,0.1,5.0,11.008,10.99948748958334,-0.0085125104166596,0.0085125104166596
G03_R0392,G03,train,250,3,0.001,0.75,0.2,0.1,5.0,11.812,11.792298532738064,-0.0197014672619353,0.0197014672619353
G03_R0393,G03,train,250,3,0.001,0.75,0.3,0.1,5.0,12.796,12.784627389880956,-0.011372610119043,0.011372610119043
G03_R0394,G03,train,250,3,0.001,0.7,0.1,0.1,5.0,11.021,10.99912930505953,-0.0218706949404712,0.0218706949404712
G03_R0395,G03,train,250,3,0.001,0.7,0.2,0.1,5.0,11.828,11.79248213690473,-0.0355178630952686,0.0355178630952686
G03_R0396,G03,train,250,3,0.001,0.7,0.3,0.1,5.0,12.816,12.787480252976197,-0.0285197470238038,0.0285197470238038
G03_R0397,G03,train,250,3,0.0001,0.85,0.1,0.1,5.0,11.233,11.246566492559513,0.0135664925595104,0.0135664925595104
G03_R0398,G03,train,250,3,0.0001,0.85,0.2,0.1,5.0,12.066,12.076426992063505,0.0104269920635022,0.0104269920635022
G03_R0399,G03,train,250,3,0.0001,0.85,0.3,0.1,5.0,13.194,13.211712522321507,0.0177125223215082,0.0177125223215082
G03_R0400,G03,train,250,3,0.0001,0.8,0.1,0.1,5.0,11.237,11.246625273809515,0.0096252738095152,0.0096252738095152
G03_R0401,G03,train,250,3,0.0001,0.8,0.2,0.1,5.0,12.072,12.076590825396837,0.0045908253968374,0.0045908253968374
G03_R0402,G03,train,250,3,0.0001,0.8,0.3,0.1,5.0,13.203,13.21243365625008,0.0094336562500796,0.0094336562500796
G03_R0403,G03,train,250,3,0.0001,0.75,0.1,0.1,5.0,11.242,11.24803514583332,0.0060351458333176,0.0060351458333176
G03_R0404,G03,train,250,3,0.0001,0.75,0.2,0.1,5.0,12.08,12.07861815476192,-0.0013818452380789,0.0013818452380789
G03_R0405,G03,train,250,3,0.0001,0.75,0.3,0.1,5.0,13.212,13.215958224206434,0.0039582242064337,0.0039582242064337
G03_R0406,G03,train,250,3,0.0001,0.7,0.1,0.1,5.0,11.247,11.247281398809513,0.0002813988095127,0.0002813988095127
G03_R0407,G03,train,250,3,0.0001,0.7,0.2,0.1,5.0,12.087,12.078076791666684,-0.0089232083333161,0.0089232083333161
G03_R0408,G03,train,250,3,0.0001,0.7,0.3,0.1,5.0,13.221,13.21575256795643,-0.0052474320435695,0.0052474320435695
G03_R0409,G03,train,250,3,1e-05,0.85,0.1,0.1,5.0,11.297,11.299389300099206,0.002389300099205,0.002389300099205
G03_R0410,G03,train,250,3,1e-05,0.85,0.2,0.1,5.0,12.098,12.09803601785719,3.60178571892078e-05,3.60178571892078e-05
G03_R0411,G03,train,250,3,1e-05,0.85,0.3,0.1,5.0,13.258,13.259608341765908,0.0016083417659089,0.0016083417659089
G03_R0412,G03,train,250,3,1e-05,0.8,0.1,0.1,5.0,11.298,11.29900488045635,0.0010048804563496,0.0010048804563496
G03_R0413,G03,train,250,3,1e-05,0.8,0.2,0.1,5.0,12.101,12.098577622023855,-0.0024223779761438,0.0024223779761438
G03_R0414,G03,train,250,3,1e-05,0.8,0.3,0.1,5.0,13.262,13.260595350694482,-0.0014046493055186,0.0014046493055186
G03_R0415,G03,train,250,3,1e-05,0.75,0.1,0.1,5.0,11.3,11.297968953869054,-0.0020310461309467,0.0020310461309467
G03_R0416,G03,train,250,3,1e-05,0.75,0.2,0.1,5.0,12.104,12.099659798611125,-0.0043402013888762,0.0043402013888762
G03_R0417,G03,train,250,3,1e-05,0.75,0.3,0.1,5.0,13.266,13.26242679761908,-0.0035732023809202,0.0035732023809202
G03_R0418,G03,train,250,3,1e-05,0.7,0.1,0.1,5.0,11.301,11.297267766369057,-0.0037322336309451,0.0037322336309451
G03_R0419,G03,test,250,3,1e-05,0.7,0.2,0.1,5.0,12.108,12.09936370634922,-0.0086362936507811,0.0086362936507811
G03_R0420,G03,train,250,3,1e-05,0.7,0.3,0.1,5.0,13.271,13.262473870535745,-0.0085261294642577,0.0085261294642577
G03_R0421,G03,train,250,3,1e-06,0.85,0.1,0.1,5.0,11.319,11.307989474206405,-0.0110105257935977,0.0110105257935977
G03_R0422,G03,test,250,3,1e-06,0.85,0.2,0.1,5.0,12.098,12.098256638392913,0.0002566383929121,0.0002566383929121
G03_R0423,G03,train,250,3,1e-06,0.85,0.3,0.1,5.0,13.252,13.254084057043656,0.0020840570436551,0.0020840570436551
G03_R0424,G03,train,250,3,1e-06,0.8,0.1,0.1,5.0,11.319,11.30736410664688,-0.0116358933531213,0.0116358933531213
G03_R0425,G03,train,250,3,1e-06,0.8,0.2,0.1,5.0,12.099,12.098776950892915,-0.0002230491070847,0.0002230491070847
G03_R0426,G03,train,250,3,1e-06,0.8,0.3,0.1,5.0,13.254,13.254880565972233,0.000880565972233,0.000880565972233
G03_R0427,G03,test,250,3,1e-06,0.75,0.1,0.1,5.0,11.32,11.30554637351196,-0.0144536264880414,0.0144536264880414
G03_R0428,G03,train,250,3,1e-06,0.75,0.2,0.1,5.0,12.1,12.10001802331352,1.8023313518966688e-05,1.8023313518966688e-05
G03_R0429,G03,train,250,3,1e-06,0.75,0.3,0.1,5.0,13.255,13.256150828373023,0.0011508283730243,0.0011508283730243
G03_R0430,G03,test,250,3,1e-06,0.7,0.1,0.1,5.0,11.32,11.304778477678626,-0.015221522321374,0.015221522321374
G03_R0431,G03,train,250,3,1e-06,0.7,0.2,0.1,5.0,12.101,12.09962341021828,-0.0013765897817208,0.0013765897817208
G03_R0432,G03,train,250,3,1e-06,0.7,0.3,0.1,5.0,13.257,13.256368145337303,-0.0006318546626964,0.0006318546626964
G03_R0433,G03,train,250,6,0.001,0.85,0.1,0.1,5.0,13.496,13.5030893936723,0.0070893936722988,0.0070893936722988
G03_R0434,G03,train,250,6,0.001,0.85,0.2,0.1,5.0,14.458,14.475654794507577,0.0176547945075764,0.0176547945075764
G03_R0435,G03,train,250,6,0.001,0.85,0.3,0.1,5.0,15.63,15.645130985434744,0.0151309854347445,0.0151309854347445
G03_R0436,G03,train,250,6,0.001,0.8,0.1,0.1,5.0,13.51,13.503724107958012,-0.0062758920419874,0.0062758920419874
G03_R0437,G03,test,250,6,0.001,0.8,0.2,0.1,5.0,14.475,14.4851743525433,0.0101743525433004,0.0101743525433004
G03_R0438,G03,test,250,6,0.001,0.8,0.3,0.1,5.0,15.652,15.648308943768065,-0.0036910562319345,0.0036910562319345
G03_R0439,G03,test,250,6,0.001,0.75,0.1,0.1,5.0,13.524,13.503890009743738,-0.0201099902562607,0.0201099902562607
G03_R0440,G03,train,250,6,0.001,0.75,0.2,0.1,5.0,14.494,14.484472063852822,-0.0095279361471778,0.0095279361471778
G03_R0441,G03,train,250,6,0.001,0.75,0.3,0.1,5.0,15.675,15.65772081132758,-0.0172791886724201,0.0172791886724201
G03_R0442,G03,train,250,6,0.001,0.7,0.1,0.1,5.0,13.54,13.503777718077073,-0.036222281922928,0.036222281922928
G03_R0443,G03,train,250,6,0.001,0.7,0.2,0.1,5.0,14.514,14.483811330717902,-0.0301886692820971,0.0301886692820971
G03_R0444,G03,train,250,6,0.001,0.7,0.3,0.1,5.0,15.7,15.656277980970444,-0.0437220190295555,0.0437220190295555
G03_R0445,G03,train,250,6,0.0001,0.85,0.1,0.1,5.0,13.79,13.8100953075397,0.0200953075397016,0.0200953075397016
G03_R0446,G03,train,250,6,0.0001,0.85,0.2,0.1,5.0,14.791,14.800031498015896,0.0090314980158954,0.0090314980158954
G03_R0447,G03,train,250,6,0.0001,0.85,0.3,0.1,5.0,16.137,16.1614341968344,0.0244341968343988,0.0244341968343988
G03_R0448,G03,test,250,6,0.0001,0.8,0.1,0.1,5.0,13.795,13.810818667658744,0.0158186676587455,0.0158186676587455
G03_R0449,G03,train,250,6,0.0001,0.8,0.2,0.1,5.0,14.799,14.804339349206376,0.0053393492063751,0.0053393492063751
G03_R0450,G03,train,250,6,0.0001,0.8,0.3,0.1,5.0,16.148,16.16340336102092,0.0154033610209189,0.0154033610209189
G03_R0451,G03,train,250,6,0.0001,0.75,0.1,0.1,5.0,13.8,13.81437120932542,0.014371209325418,0.014371209325418
G03_R0452,G03,train,250,6,0.0001,0.75,0.2,0.1,5.0,14.808,14.80690588789684,-0.0010941121031606,0.0010941121031606
G03_R0453,G03,train,250,6,0.0001,0.75,0.3,0.1,5.0,16.159,16.16480869137807,0.0058086913780712,0.0058086913780712
G03_R0454,G03,train,250,6,0.0001,0.7,0.1,0.1,5.0,13.806,13.813771740575412,0.0077717405754142,0.0077717405754142
G03_R0455,G03,train,250,6,0.0001,0.7,0.2,0.1,5.0,14.817,14.806217622023826,-0.0107823779761737,0.0107823779761737
G03_R0456,G03,test,250,6,0.0001,0.7,0.3,0.1,5.0,16.17,16.165853055961403,-0.0041469440385988,0.0041469440385988
G03_R0457,G03,test,250,6,1e-05,0.85,0.1,0.1,5.0,13.865,13.864182702831922,-0.0008172971680782,0.0008172971680782
G03_R0458,G03,train,250,6,1e-05,0.85,0.2,0.1,5.0,14.823,14.822365377976226,-0.0006346220237745,0.0006346220237745
G03_R0459,G03,train,250,6,1e-05,0.85,0.3,0.1,5.0,16.208,16.207192540584412,-0.0008074594155864,0.0008074594155864
G03_R0460,G03,train,250,6,1e-05,0.8,0.1,0.1,5.0,13.867,13.864881854617636,-0.002118145382365,0.002118145382365
G03_R0461,G03,train,250,6,1e-05,0.8,0.2,0.1,5.0,14.827,14.825868580357184,-0.0011314196428156,0.0011314196428156
G03_R0462,G03,train,250,6,1e-05,0.8,0.3,0.1,5.0,16.213,16.209245362509026,-0.0037546374909744,0.0037546374909744
G03_R0463,G03,train,250,6,1e-05,0.75,0.1,0.1,5.0,13.869,13.866770958784317,-0.0022290412156831,0.0022290412156831
G03_R0464,G03,train,250,6,1e-05,0.75,0.2,0.1,5.0,14.831,14.827528364267696,-0.0034716357323034,0.0034716357323034
G03_R0465,G03,train,250,6,1e-05,0.75,0.3,0.1,5.0,16.218,16.212207987509014,-0.0057920124909855,0.0057920124909855
G03_R0466,G03,train,250,6,1e-05,0.7,0.1,0.1,5.0,13.871,13.866235341224783,-0.0047646587752154,0.0047646587752154
G03_R0467,G03,train,250,6,1e-05,0.7,0.2,0.1,5.0,14.835,14.827285274981982,-0.0077147250180189,0.0077147250180189
G03_R0468,G03,train,250,6,1e-05,0.7,0.3,0.1,5.0,16.224,16.213387622925683,-0.0106123770743167,0.0106123770743167
G03_R0469,G03,test,250,6,1e-06,0.85,0.1,0.1,5.0,13.892,13.881073690431124,-0.0109263095688749,0.0109263095688749
G03_R0470,G03,test,250,6,1e-06,0.85,0.2,0.1,5.0,14.817,14.818030849702351,0.0010308497023512,0.0010308497023512
G03_R0471,G03,train,250,6,1e-06,0.85,0.3,0.1,5.0,16.199,16.200456932012433,0.0014569320124309,0.0014569320124309
G03_R0472,G03,train,250,6,1e-06,0.8,0.1,0.1,5.0,13.893,13.88193909221684,-0.0110609077831611,0.0110609077831611
G03_R0473,G03,train,250,6,1e-06,0.8,0.2,0.1,5.0,14.818,14.820937346726168,0.0029373467261688,0.0029373467261688
G03_R0474,G03,train,250,6,1e-06,0.8,0.3,0.1,5.0,16.201,16.202078969214813,0.0010789692148129,0.0010789692148129
G03_R0475,G03,train,250,6,1e-06,0.75,0.1,0.1,5.0,13.893,13.883234446383518,-0.0097655536164822,0.0097655536164822
G03_R0476,G03,train,250,6,1e-06,0.75,0.2,0.1,5.0,14.82,14.821989356827167,0.0019893568271669,0.0019893568271669
G03_R0477,G03,train,250,6,1e-06,0.75,0.3,0.1,5.0,16.203,16.204310592726685,0.0013105927266856,0.0013105927266856
G03_R0478,G03,train,250,6,1e-06,0.7,0.1,0.1,5.0,13.893,13.88316626632399,-0.009833733676011,0.009833733676011
G03_R0479,G03,train,250,6,1e-06,0.7,0.2,0.1,5.0,14.821,14.821893184208122,0.0008931842081221,0.0008931842081221
G03_R0480,G03,train,250,6,1e-06,0.7,0.3,0.1,5.0,16.206,16.20545063885764,-0.0005493611423581,0.0005493611423581
G03_R0481,G03,test,250,20,0.001,0.85,0.1,0.1,5.0,19.957,19.910768526289672,-0.0462314737103284,0.0462314737103284
G03_R0482,G03,train,250,20,0.001,0.85,0.2,0.1,5.0,21.395,21.409238383342363,0.0142383833423629,0.0142383833423629
G03_R0483,G03,test,250,20,0.001,0.85,0.3,0.1,5.0,23.1,23.134084720012638,0.0340847200126326,0.0340847200126326
G03_R0484,G03,train,250,20,0.001,0.8,0.1,0.1,5.0,19.978,19.91058423462301,-0.067415765376996,0.067415765376996
G03_R0485,G03,train,250,20,0.001,0.8,0.2,0.1,5.0,21.422,21.413571064889982,-0.0084289351100181,0.0084289351100181
G03_R0486,G03,train,250,20,0.001,0.8,0.3,0.1,5.0,23.133,23.132369401560243,-0.0006305984397556,0.0006305984397556
G03_R0487,G03,train,250,20,0.001,0.75,0.1,0.1,5.0,20.0,19.916535444895374,-0.0834645551046264,0.0834645551046264
G03_R0488,G03,train,250,20,0.001,0.75,0.2,0.1,5.0,21.449,21.42856286846144,-0.0204371315385643,0.0204371315385643
G03_R0489,G03,test,250,20,0.001,0.75,0.3,0.1,5.0,23.168,23.132817353941185,-0.0351826460588142,0.0351826460588142
G03_R0490,G03,test,250,20,0.001,0.7,0.1,0.1,5.0,20.024,19.91699383031204,-0.1070061696879633,0.1070061696879633
G03_R0491,G03,train,250,20,0.001,0.7,0.2,0.1,5.0,21.478,21.428051470734168,-0.0499485292658334,0.0499485292658334
G03_R0492,G03,train,250,20,0.001,0.7,0.3,0.1,5.0,23.205,23.14116511386183,-0.0638348861381672,0.0638348861381672
G03_R0493,G03,test,250,20,0.0001,0.85,0.1,0.1,5.0,20.39,20.42536310019837,0.0353631001983743,0.0353631001983743
G03_R0494,G03,train,250,20,0.0001,0.85,0.2,0.1,5.0,21.884,21.90188372668651,0.0178837266865095,0.0178837266865095
G03_R0495,G03,train,250,20,0.0001,0.85,0.3,0.1,5.0,23.92,23.948379381448422,0.0283793814484241,0.0283793814484241
G03_R0496,G03,train,250,20,0.0001,0.8,0.1,0.1,5.0,20.398,20.425334266865043,0.0273342668650435,0.0273342668650435
G03_R0497,G03,train,250,20,0.0001,0.8,0.2,0.1,5.0,21.896,21.901254539186503,0.0052545391865024,0.0052545391865024
G03_R0498,G03,train,250,20,0.0001,0.8,0.3,0.1,5.0,23.936,23.94900057341272,0.013000573412718,0.013000573412718
G03_R0499,G03,train,250,20,0.0001,0.75,0.1,0.1,5.0,20.407,20.425541021329312,0.0185410213293124,0.0185410213293124
G03_R0500,G03,train,250,20,0.0001,0.75,0.2,0.1,5.0,21.909,21.91062848611112,0.0016284861111195,0.0016284861111195
G03_R0501,G03,train,250,20,0.0001,0.75,0.3,0.1,5.0,23.952,23.95528959821429,0.0032895982142839,0.0032895982142839
G03_R0502,G03,train,250,20,0.0001,0.7,0.1,0.1,5.0,20.416,20.42442065674597,0.0084206567459688,0.0084206567459688
G03_R0503,G03,train,250,20,0.0001,0.7,0.2,0.1,5.0,21.923,21.910286826884903,-0.0127131731150917,0.0127131731150917
G03_R0504,G03,train,250,20,0.0001,0.7,0.3,0.1,5.0,23.969,23.95551047916665,-0.013489520833346,0.013489520833346
G03_R0505,G03,train,250,20,1e-05,0.85,0.1,0.1,5.0,20.492,20.493075590773856,0.0010755907738548,0.0010755907738548
G03_R0506,G03,train,250,20,1e-05,0.85,0.2,0.1,5.0,21.928,21.92016783680555,-0.0078321631944504,0.0078321631944504
G03_R0507,G03,train,250,20,1e-05,0.85,0.3,0.1,5.0,24.02,24.020549263167368,0.0005492631673682,0.0005492631673682
G03_R0508,G03,train,250,20,1e-05,0.8,0.1,0.1,5.0,20.494,20.49299931994052,-0.0010006800594801,0.0010006800594801
G03_R0509,G03,train,250,20,1e-05,0.8,0.2,0.1,5.0,21.933,21.91941473263888,-0.0135852673611189,0.0135852673611189
G03_R0510,G03,test,250,20,1e-05,0.8,0.3,0.1,5.0,24.028,24.021372279536426,-0.0066277204635767,0.0066277204635767
G03_R0511,G03,train,250,20,1e-05,0.75,0.1,0.1,5.0,20.497,20.493878220238088,-0.003121779761912,0.003121779761912
G03_R0512,G03,train,250,20,1e-05,0.75,0.2,0.1,5.0,21.94,21.926879175595182,-0.0131208244048153,0.0131208244048153
G03_R0513,G03,train,250,20,1e-05,0.75,0.3,0.1,5.0,24.037,24.02434978052849,-0.0126502194715065,0.0126502194715065
G03_R0514,G03,train,250,20,1e-05,0.7,0.1,0.1,5.0,20.5,20.49243267857141,-0.0075673214285885,0.0075673214285885
G03_R0515,G03,train,250,20,1e-05,0.7,0.2,0.1,5.0,21.946,21.923744278273748,-0.0222557217262533,0.0222557217262533
G03_R0516,G03,train,250,20,1e-05,0.7,0.3,0.1,5.0,24.046,24.025750713068163,-0.0202492869318362,0.0202492869318362
G03_R0517,G03,train,250,20,1e-06,0.85,0.1,0.1,5.0,20.529,20.52390529960332,-0.005094700396679,0.005094700396679
G03_R0518,G03,test,250,20,1e-06,0.85,0.2,0.1,5.0,21.856,21.891991917162773,0.0359919171627716,0.0359919171627716
G03_R0519,G03,train,250,20,1e-06,0.85,0.3,0.1,5.0,24.001,24.006215712572136,0.0052157125721343,0.0052157125721343
G03_R0520,G03,train,250,20,1e-06,0.8,0.1,0.1,5.0,20.529,20.52382902876999,-0.0051709712300116,0.0051709712300116
G03_R0521,G03,train,250,20,1e-06,0.8,0.2,0.1,5.0,21.857,21.89108358382944,0.0340835838294424,0.0340835838294424
G03_R0522,G03,train,250,20,1e-06,0.8,0.3,0.1,5.0,24.004,24.006996853941185,0.0029968539411839,0.0029968539411839
G03_R0523,G03,train,250,20,1e-06,0.75,0.1,0.1,5.0,20.53,20.524995375496147,-0.0050046245038544,0.0050046245038544
G03_R0524,G03,test,250,20,1e-06,0.75,0.2,0.1,5.0,21.859,21.89737397916671,0.0383739791667068,0.0383739791667068
G03_R0525,G03,train,250,20,1e-06,0.75,0.3,0.1,5.0,24.008,24.01040721802849,0.002407218028491,0.002407218028491
G03_R0526,G03,train,250,20,1e-06,0.7,0.1,0.1,5.0,20.531,20.52439914632948,-0.0066008536705197,0.0066008536705197
G03_R0527,G03,train,250,20,1e-06,0.7,0.2,0.1,5.0,21.861,21.894012894345277,0.0330128943452727,0.0330128943452727
G03_R0528,G03,train,250,20,1e-06,0.7,0.3,0.1,5.0,24.012,24.01185356723483,-0.0001464327651703,0.0001464327651703
G03_R0529,G03,train,250,50,0.001,0.85,0.1,0.1,5.0,27.522,27.52365291071425,0.0016529107142524,0.0016529107142524
G03_R0530,G03,train,250,50,0.001,0.85,0.2,0.1,5.0,29.571,29.592877277281705,0.0218772772817033,0.0218772772817033
G03_R0531,G03,train,250,50,0.001,0.85,0.3,0.1,5.0,32.071,32.07862851388887,0.0076285138888749,0.0076285138888749
G03_R0532,G03,train,250,50,0.001,0.8,0.1,0.1,5.0,27.551,27.5263545833333,-0.0246454166666971,0.0246454166666971
G03_R0533,G03,train,250,50,0.001,0.8,0.2,0.1,5.0,29.605,29.596424077876947,-0.0085759221230539,0.0085759221230539
G03_R0534,G03,test,250,50,0.001,0.8,0.3,0.1,5.0,32.117,32.07923001984127,-0.0377699801587283,0.0377699801587283
G03_R0535,G03,train,250,50,0.001,0.75,0.1,0.1,5.0,27.583,27.538924056547582,-0.0440759434524125,0.0440759434524125
G03_R0536,G03,train,250,50,0.001,0.75,0.2,0.1,5.0,29.641,29.611148045138865,-0.0298519548611331,0.0298519548611331
G03_R0537,G03,train,250,50,0.001,0.75,0.3,0.1,5.0,32.162,32.10035416269839,-0.0616458373016115,0.0616458373016115
G03_R0538,G03,train,250,50,0.001,0.7,0.1,0.1,5.0,27.617,27.54249709821426,-0.0745029017857419,0.0745029017857419
G03_R0539,G03,train,250,50,0.001,0.7,0.2,0.1,5.0,29.679,29.612050690972197,-0.0669493090278052,0.0669493090278052
G03_R0540,G03,train,250,50,0.001,0.7,0.3,0.1,5.0,32.209,32.11085126686507,-0.0981487331349342,0.0981487331349342
G03_R0541,G03,train,250,50,0.0001,0.85,0.1,0.1,5.0,28.143,28.18713033928569,0.0441303392856902,0.0441303392856902
G03_R0542,G03,train,250,50,0.0001,0.85,0.2,0.1,5.0,30.302,30.3215706220238,0.0195706220237994,0.0195706220237994
G03_R0543,G03,train,250,50,0.0001,0.85,0.3,0.1,5.0,33.26,33.29970212847219,0.039702128472193,0.039702128472193
G03_R0544,G03,train,250,50,0.0001,0.8,0.1,0.1,5.0,28.154,28.188415053571408,0.0344150535714078,0.0344150535714078
G03_R0545,G03,test,250,50,0.0001,0.8,0.2,0.1,5.0,30.321,30.33339389880953,0.012393898809524,0.012393898809524
G03_R0546,G03,train,250,50,0.0001,0.8,0.3,0.1,5.0,33.282,33.30076220486108,0.0187622048610833,0.0187622048610833
G03_R0547,G03,train,250,50,0.0001,0.75,0.1,0.1,5.0,28.166,28.18664013690473,0.0206401369047348,0.0206401369047348
G03_R0548,G03,test,250,50,0.0001,0.75,0.2,0.1,5.0,30.34,30.340388471230128,0.0003884712301278,0.0003884712301278
G03_R0549,G03,train,250,50,0.0001,0.75,0.3,0.1,5.0,33.305,33.30791999950386,0.0029199995038595,0.0029199995038595
G03_R0550,G03,test,250,50,0.0001,0.7,0.1,0.1,5.0,28.179,28.18635451190474,0.0073545119047402,0.0073545119047402
G03_R0551,G03,train,250,50,0.0001,0.7,0.2,0.1,5.0,30.362,30.34333475843252,-0.0186652415674792,0.0186652415674792
G03_R0552,G03,train,250,50,0.0001,0.7,0.3,0.1,5.0,33.329,33.30897391765862,-0.0200260823413813,0.0200260823413813
