case_uid,geometry_id,split,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value
G04_R0035,G04,train,25,3,1e-05,0.7,0.2,0.2,4.0,7.682,7.690500536661257
G04_R0036,G04,train,25,3,1e-05,0.7,0.3,0.2,4.0,8.5748,8.586693732341258
G04_R0037,G04,train,25,3,1e-06,0.85,0.1,0.2,4.0,7.0385,7.042572009573423
G04_R0038,G04,train,25,3,1e-06,0.85,0.2,0.2,4.0,7.7143,7.727899280307547
G04_R0039,G04,test,25,3,1e-06,0.85,0.3,0.2,4.0,8.6209,8.64825151653799
G04_R0040,G04,train,25,3,1e-06,0.8,0.1,0.2,4.0,7.0387,7.040865342609137
G04_R0041,G04,train,25,3,1e-06,0.8,0.2,0.2,4.0,7.7146,7.727271841468263
G04_R0042,G04,train,25,3,1e-06,0.8,0.3,0.2,4.0,8.6213,8.647761278938782
G04_R0043,G04,train,25,3,1e-06,0.75,0.1,0.2,4.0,7.0389,7.040683598115083
G04_R0044,G04,test,25,3,1e-06,0.75,0.2,0.2,4.0,7.7149,7.730120213343257
G04_R0045,G04,test,25,3,1e-06,0.75,0.3,0.2,4.0,8.6216,8.647664655129258
G04_R0046,G04,train,25,3,1e-06,0.7,0.1,0.2,4.0,7.0392,7.042364116071435
G04_R0047,G04,train,25,3,1e-06,0.7,0.2,0.2,4.0,7.7152,7.728470472916674
G04_R0048,G04,test,25,3,1e-06,0.7,0.3,0.2,4.0,8.622,8.648459473284017
G04_R0049,G04,train,25,6,0.001,0.85,0.1,0.2,4.0,7.299,7.31086648199405
G04_R0050,G04,train,25,6,0.001,0.85,0.2,0.2,4.0,7.891,7.901843723462289
G04_R0051,G04,test,25,6,0.001,0.85,0.3,0.2,4.0,8.5768,8.600386759127003
G04_R0052,G04,train,25,6,0.001,0.8,0.1,0.2,4.0,7.3042,7.312347648759914
G04_R0053,G04,train,25,6,0.001,0.8,0.2,0.2,4.0,7.8984,7.904114026091256
G04_R0054,G04,train,25,6,0.001,0.8,0.3,0.2,4.0,8.5854,8.597889671897557
G04_R0055,G04,train,25,6,0.001,0.75,0.1,0.2,4.0,7.3096,7.318106536706344
G04_R0056,G04,train,25,6,0.001,0.75,0.2,0.2,4.0,7.9062,7.914439212481955
G04_R0057,G04,train,25,6,0.001,0.75,0.3,0.2,4.0,8.5947,8.607523469963029
G04_R0058,G04,train,25,6,0.001,0.7,0.1,0.2,4.0,7.3154,7.323483212896821
G04_R0059,G04,train,25,6,0.001,0.7,0.2,0.2,4.0,7.9145,7.920966956746039
G04_R0060,G04,train,25,6,0.001,0.7,0.3,0.2,4.0,8.6045,8.611060049305555
G04_R0061,G04,train,25,6,0.0001,0.85,0.1,0.2,4.0,7.6201,7.63332932380953
G04_R0062,G04,train,25,6,0.0001,0.85,0.2,0.2,4.0,8.3118,8.325672454811505
G04_R0063,G04,train,25,6,0.0001,0.85,0.3,0.2,4.0,9.205,9.225286842956317
G04_R0064,G04,train,25,6,0.0001,0.8,0.1,0.2,4.0,7.6232,7.634769364136914
G04_R0065,G04,train,25,6,0.0001,0.8,0.2,0.2,4.0,8.3156,8.325911226537695
G04_R0066,G04,test,25,6,0.0001,0.8,0.3,0.2,4.0,9.2099,9.22804070451386
G04_R0067,G04,test,25,6,0.0001,0.75,0.1,0.2,4.0,7.6263,7.637816882886901
G04_R0068,G04,train,25,6,0.0001,0.75,0.2,0.2,4.0,8.3196,8.32754686116072
G04_R0069,G04,test,25,6,0.0001,0.75,0.3,0.2,4.0,9.2149,9.22747659141862
G04_R0070,G04,train,25,6,0.0001,0.7,0.1,0.2,4.0,7.6296,7.636093333630946
G04_R0071,G04,train,25,6,0.0001,0.7,0.2,0.2,4.0,8.3237,8.328612078422623
G04_R0072,G04,train,25,6,0.0001,0.7,0.3,0.2,4.0,9.2202,9.228375834573392
G04_R0073,G04,train,25,6,1e-05,0.85,0.1,0.2,4.0,7.708,7.712372630803567
G04_R0074,G04,test,25,6,1e-05,0.85,0.2,0.2,4.0,8.4314,8.438203690773793
G04_R0075,G04,test,25,6,1e-05,0.85,0.3,0.2,4.0,9.3798,9.400221301736092
G04_R0076,G04,train,25,6,1e-05,0.8,0.1,0.2,4.0,7.709,7.71334726026785
G04_R0077,G04,test,25,6,1e-05,0.8,0.2,0.2,4.0,8.4327,8.4390708111607
G04_R0078,G04,train,25,6,1e-05,0.8,0.3,0.2,4.0,9.3815,9.399755301736093
G04_R0079,G04,train,25,6,1e-05,0.75,0.1,0.2,4.0,7.7101,7.713541821626989
G04_R0080,G04,train,25,6,1e-05,0.75,0.2,0.2,4.0,8.4341,8.43933553258928
G04_R0081,G04,test,25,6,1e-05,0.75,0.3,0.2,4.0,9.3833,9.402913225942426
G04_R0082,G04,train,25,6,1e-05,0.7,0.1,0.2,4.0,7.7112,7.7143190546627025
G04_R0083,G04,train,25,6,1e-05,0.7,0.2,0.2,4.0,8.4355,8.440519315462655
G04_R0084,G04,test,25,6,1e-05,0.7,0.3,0.2,4.0,9.3852,9.40293746537695
G04_R0085,G04,train,25,6,1e-06,0.85,0.1,0.2,4.0,7.7359,7.74016397593345
G04_R0086,G04,train,25,6,1e-06,0.85,0.2,0.2,4.0,8.4679,8.472992270607854
G04_R0087,G04,train,25,6,1e-06,0.85,0.3,0.2,4.0,9.4307,9.43368251795633
G04_R0088,G04,train,25,6,1e-06,0.8,0.1,0.2,4.0,7.7361,7.741706801131862
G04_R0089,G04,test,25,6,1e-06,0.8,0.2,0.2,4.0,8.4681,8.473444616292374
G04_R0090,G04,train,25,6,1e-06,0.8,0.3,0.2,4.0,9.431,9.433325280158712
G04_R0091,G04,train,25,6,1e-06,0.75,0.1,0.2,4.0,7.7363,7.739714251280666
G04_R0092,G04,train,25,6,1e-06,0.75,0.2,0.2,4.0,8.4684,8.472256286557522
G04_R0093,G04,train,25,6,1e-06,0.75,0.3,0.2,4.0,9.4314,9.434388502380935
G04_R0094,G04,train,25,6,1e-06,0.7,0.1,0.2,4.0,7.7366,7.741870310854081
G04_R0095,G04,train,25,6,1e-06,0.7,0.2,0.2,4.0,8.4687,8.472779721081332
G04_R0096,G04,train,25,6,1e-06,0.7,0.3,0.2,4.0,9.4317,9.43454863348213
G04_R0097,G04,train,25,20,0.001,0.85,0.1,0.2,4.0,9.5331,9.54756359615801
G04_R0098,G04,train,25,20,0.001,0.85,0.2,0.2,4.0,10.246,10.258262628652616
G04_R0099,G04,test,25,20,0.001,0.85,0.3,0.2,4.0,11.075,11.116160726190468
G04_R0100,G04,train,25,20,0.001,0.8,0.1,0.2,4.0,9.5394,9.548149563866348
G04_R0101,G04,train,25,20,0.001,0.8,0.2,0.2,4.0,10.255,10.261934554743886
G04_R0102,G04,train,25,20,0.001,0.8,0.3,0.2,4.0,11.085,11.11296706249999
G04_R0103,G04,train,25,20,0.001,0.75,0.1,0.2,4.0,9.5459,9.555900597794915
G04_R0104,G04,train,25,20,0.001,0.75,0.2,0.2,4.0,10.264,10.27530309045817
G04_R0105,G04,train,25,20,0.001,0.75,0.3,0.2,4.0,11.096,11.104887205357109
G04_R0106,G04,test,25,20,0.001,0.7,0.1,0.2,4.0,9.5527,9.569450683788784
G04_R0107,G04,train,25,20,0.001,0.7,0.2,0.2,4.0,10.274,10.28339204861112
G04_R0108,G04,train,25,20,0.001,0.7,0.3,0.2,4.0,11.108,11.108414452380966
G04_R0109,G04,train,25,20,0.0001,0.85,0.1,0.2,4.0,9.8986,9.908781264033188
G04_R0110,G04,train,25,20,0.0001,0.85,0.2,0.2,4.0,10.71,10.724501509119378
G04_R0111,G04,train,25,20,0.0001,0.85,0.3,0.2,4.0,11.745,11.742394803075369
G04_R0112,G04,train,25,20,0.0001,0.8,0.1,0.2,4.0,9.9021,9.908164665620491
G04_R0113,G04,train,25,20,0.0001,0.8,0.2,0.2,4.0,10.714,10.725767711500328
G04_R0114,G04,train,25,20,0.0001,0.8,0.3,0.2,4.0,11.751,11.744397491567431
G04_R0115,G04,train,25,20,0.0001,0.75,0.1,0.2,4.0,9.9058,9.911073094191924
G04_R0116,G04,train,25,20,0.0001,0.75,0.2,0.2,4.0,10.719,10.727769853365391
G04_R0117,G04,test,25,20,0.0001,0.75,0.3,0.2,4.0,11.757,11.747690625495997
G04_R0118,G04,train,25,20,0.0001,0.7,0.1,0.2,4.0,9.9096,9.913792087346684
G04_R0119,G04,test,25,20,0.0001,0.7,0.2,0.2,4.0,10.724,10.729355969932849
G04_R0120,G04,test,25,20,0.0001,0.7,0.3,0.2,4.0,11.763,11.74858263839282
G04_R0121,G04,train,25,20,1e-05,0.85,0.1,0.2,4.0,9.9981,10.002387739980186
G04_R0122,G04,train,25,20,1e-05,0.85,0.2,0.2,4.0,10.842,10.844770329861117
G04_R0123,G04,test,25,20,1e-05,0.85,0.3,0.2,4.0,11.931,11.931911294642852
G04_R0124,G04,train,25,20,1e-05,0.8,0.1,0.2,4.0,9.9993,10.00263711865082
G04_R0125,G04,train,25,20,1e-05,0.8,0.2,0.2,4.0,10.843,10.844666121527782
G04_R0126,G04,train,25,20,1e-05,0.8,0.3,0.2,4.0,11.933,11.934101979166655
G04_R0127,G04,train,25,20,1e-05,0.75,0.1,0.2,4.0,10.001,10.003136592162734
G04_R0128,G04,train,25,20,1e-05,0.75,0.2,0.2,4.0,10.845,10.845476853670633
G04_R0129,G04,train,25,20,1e-05,0.75,0.3,0.2,4.0,11.935,11.935134273809508
G04_R0130,G04,train,25,20,1e-05,0.7,0.1,0.2,4.0,10.002,10.003233281150823
G04_R0131,G04,train,25,20,1e-05,0.7,0.2,0.2,4.0,10.847,10.845775871527763
G04_R0132,G04,train,25,20,1e-05,0.7,0.3,0.2,4.0,11.937,11.934549410714276
G04_R0133,G04,test,25,20,1e-06,0.85,0.1,0.2,4.0,10.03,10.034568187003924
G04_R0134,G04,test,25,20,1e-06,0.85,0.2,0.2,4.0,10.883,10.884379512400733
G04_R0135,G04,train,25,20,1e-06,0.85,0.3,0.2,4.0,11.986,11.980017392399288
G04_R0136,G04,train,25,20,1e-06,0.8,0.1,0.2,4.0,10.03,10.034586103670588
G04_R0137,G04,train,25,20,1e-06,0.8,0.2,0.2,4.0,10.883,10.884474595734066
G04_R0138,G04,test,25,20,1e-06,0.8,0.3,0.2,4.0,11.986,11.980697350732626
G04_R0139,G04,train,25,20,1e-06,0.75,0.1,0.2,4.0,10.03,10.03445614533725
G04_R0140,G04,train,25,20,1e-06,0.75,0.2,0.2,4.0,10.883,10.884573757936437
G04_R0141,G04,train,25,20,1e-06,0.75,0.3,0.2,4.0,11.987,11.981463454899291
G04_R0142,G04,train,25,20,1e-06,0.7,0.1,0.2,4.0,10.031,10.034668329861056
G04_R0143,G04,train,25,20,1e-06,0.7,0.2,0.2,4.0,10.883,10.884353903769773
G04_R0144,G04,test,25,20,1e-06,0.7,0.3,0.2,4.0,11.987,11.98154262156596
G04_R0145,G04,train,25,50,0.001,0.85,0.1,0.2,4.0,12.367,12.3829188625992
G04_R0146,G04,train,25,50,0.001,0.85,0.2,0.2,4.0,13.26,13.278262267812067
G04_R0147,G04,train,25,50,0.001,0.85,0.3,0.2,4.0,14.292,14.307978279265884
G04_R0148,G04,train,25,50,0.001,0.8,0.1,0.2,4.0,12.375,12.385365114087303
G04_R0149,G04,train,25,50,0.001,0.8,0.2,0.2,4.0,13.272,13.2814678124549
G04_R0150,G04,train,25,50,0.001,0.8,0.3,0.2,4.0,14.306,14.307259227678578
G04_R0151,G04,train,25,50,0.001,0.75,0.1,0.2,4.0,12.383,12.390963497519849
G04_R0152,G04,train,25,50,0.001,0.75,0.2,0.2,4.0,13.283,13.297989860073976
G04_R0153,G04,test,25,50,0.001,0.75,0.3,0.2,4.0,14.32,14.316840710813484
G04_R0154,G04,test,25,50,0.001,0.7,0.1,0.2,4.0,12.392,12.40689255605158
G04_R0155,G04,test,25,50,0.001,0.7,0.2,0.2,4.0,13.296,13.312574546085877
G04_R0156,G04,train,25,50,0.001,0.7,0.3,0.2,4.0,14.335,14.33629985912698
G04_R0157,G04,test,25,50,0.0001,0.85,0.1,0.2,4.0,12.821,12.850426992063516
G04_R0158,G04,train,25,50,0.0001,0.85,0.2,0.2,4.0,13.832,13.845111768849227
G04_R0159,G04,train,25,50,0.0001,0.85,0.3,0.2,4.0,15.108,15.12432175193901
G04_R0160,G04,test,25,50,0.0001,0.8,0.1,0.2,4.0,12.826,12.8492595605159
G04_R0161,G04,train,25,50,0.0001,0.8,0.2,0.2,4.0,13.838,13.8528759186508
G04_R0162,G04,train,25,50,0.0001,0.8,0.3,0.2,4.0,15.115,15.132389937950933
G04_R0163,G04,train,25,50,0.0001,0.75,0.1,0.2,4.0,12.83,12.846054586309569
G04_R0164,G04,train,25,50,0.0001,0.75,0.2,0.2,4.0,13.843,13.861414625992069
G04_R0165,G04,train,25,50,0.0001,0.75,0.3,0.2,4.0,15.122,15.140680819940505
G04_R0166,G04,train,25,50,0.0001,0.7,0.1,0.2,4.0,12.835,12.84572095982147
G04_R0167,G04,test,25,50,0.0001,0.7,0.2,0.2,4.0,13.849,13.864554780753974
G04_R0168,G04,train,25,50,0.0001,0.7,0.3,0.2,4.0,15.129,15.139822529761927
G04_R0169,G04,train,25,50,1e-05,0.85,0.1,0.2,4.0,12.945,12.95557225883838
G04_R0170,G04,train,25,50,1e-05,0.85,0.2,0.2,4.0,13.994,13.996865321067776
G04_R0171,G04,train,25,50,1e-05,0.85,0.3,0.2,4.0,15.333,15.33873648205268
G04_R0172,G04,train,25,50,1e-05,0.8,0.1,0.2,4.0,12.946,12.959065224612209
G04_R0173,G04,train,25,50,1e-05,0.8,0.2,0.2,4.0,13.996,13.997087189123322
G04_R0174,G04,train,25,50,1e-05,0.8,0.3,0.2,4.0,15.335,15.340252508342362
G04_R0175,G04,test,25,50,1e-05,0.75,0.1,0.2,4.0,12.948,12.961733488501109
G04_R0176,G04,train,25,50,1e-05,0.75,0.2,0.2,4.0,13.998,13.9975362261904
G04_R0177,G04,train,25,50,1e-05,0.75,0.3,0.2,4.0,15.338,15.338134518849175
G04_R0178,G04,train,25,50,1e-05,0.7,0.1,0.2,4.0,12.95,12.95967453711223
G04_R0179,G04,train,25,50,1e-05,0.7,0.2,0.2,4.0,14.0,13.997627392857064
G04_R0180,G04,train,25,50,1e-05,0.7,0.3,0.2,4.0,15.34,15.339415855158682
G04_R0181,G04,train,25,50,1e-06,0.85,0.1,0.2,4.0,12.984,12.991223713383826
G04_R0182,G04,train,25,50,1e-06,0.85,0.2,0.2,4.0,14.044,14.045021601866878
G04_R0183,G04,train,25,50,1e-06,0.85,0.3,0.2,4.0,15.399,15.404187893849157
G04_R0184,G04,train,25,50,1e-06,0.8,0.1,0.2,4.0,12.985,12.99069409334414
G04_R0185,G04,train,25,50,1e-06,0.8,0.2,0.2,4.0,14.044,14.044669124188308
G04_R0186,G04,train,25,50,1e-06,0.8,0.3,0.2,4.0,15.4,15.403842170138835
G04_R0187,G04,train,25,50,1e-06,0.75,0.1,0.2,4.0,12.985,12.989138645923507
G04_R0188,G04,train,25,50,1e-06,0.75,0.2,0.2,4.0,14.045,14.0446116455177
G04_R0189,G04,train,25,50,1e-06,0.75,0.3,0.2,4.0,15.4,15.402267858134882
G04_R0190,G04,train,25,50,1e-06,0.7,0.1,0.2,4.0,12.985,12.9913664316378
G04_R0191,G04,train,25,50,1e-06,0.7,0.2,0.2,4.0,14.045,14.044665993731982
G04_R0192,G04,train,25,50,1e-06,0.7,0.3,0.2,4.0,15.401,15.40512012301584
G04_R0193,G04,test,100,3,0.001,0.85,0.1,0.2,4.0,8.3007,8.354459205158744
G04_R0194,G04,train,100,3,0.001,0.85,0.2,0.2,4.0,8.9837,8.99333104518851
G04_R0195,G04,test,100,3,0.001,0.85,0.3,0.2,4.0,9.8306,9.869911088631856
G04_R0196,G04,train,100,3,0.001,0.8,0.1,0.2,4.0,8.3088,8.355135950992079
G04_R0197,G04,train,100,3,0.001,0.8,0.2,0.2,4.0,8.9951,9.00543159033641
G04_R0198,G04,train,100,3,0.001,0.8,0.3,0.2,4.0,9.8452,9.871073495774716
G04_R0199,G04,train,100,3,0.001,0.75,0.1,0.2,4.0,8.3173,8.359079518998032
G04_R0200,G04,train,100,3,0.001,0.75,0.2,0.2,4.0,9.0071,9.006656406705453
G04_R0201,G04,train,100,3,0.001,0.75,0.3,0.2,4.0,9.8607,9.882039172123024
G04_R0202,G04,test,100,3,0.001,0.7,0.1,0.2,4.0,8.3263,8.359081691617078
G04_R0203,G04,train,100,3,0.001,0.7,0.2,0.2,4.0,9.0198,9.001528740038792
G04_R0204,G04,train,100,3,0.001,0.7,0.3,0.2,4.0,9.8769,9.893119540999267
G04_R0205,G04,train,100,3,0.0001,0.85,0.1,0.2,4.0,8.5739,8.585072288009552
G04_R0206,G04,train,100,3,0.0001,0.85,0.2,0.2,4.0,9.3115,9.329776504216266
G04_R0207,G04,test,100,3,0.0001,0.85,0.3,0.2,4.0,10.288,10.348472776740598
G04_R0208,G04,train,100,3,0.0001,0.8,0.1,0.2,4.0,8.5773,8.585023252592883
G04_R0209,G04,train,100,3,0.0001,0.8,0.2,0.2,4.0,9.3161,9.329835357787694
G04_R0210,G04,train,100,3,0.0001,0.8,0.3,0.2,4.0,10.294,10.348015505907266
G04_R0211,G04,train,100,3,0.0001,0.75,0.1,0.2,4.0,8.5809,8.586385149021439
G04_R0212,G04,train,100,3,0.0001,0.75,0.2,0.2,4.0,9.3209,9.331953456597232
G04_R0213,G04,train,100,3,0.0001,0.75,0.3,0.2,4.0,10.3,10.351717943407255
G04_R0214,G04,train,100,3,0.0001,0.7,0.1,0.2,4.0,8.5846,8.585850698128583
G04_R0215,G04,train,100,3,0.0001,0.7,0.2,0.2,4.0,9.326,9.332965049751992
G04_R0216,G04,test,100,3,0.0001,0.7,0.3,0.2,4.0,10.307,10.352949642812018
G04_R0217,G04,test,100,3,1e-05,0.85,0.1,0.2,4.0,8.6512,8.660936755555564
G04_R0218,G04,test,100,3,1e-05,0.85,0.2,0.2,4.0,9.4057,9.413056105112952
G04_R0219,G04,train,100,3,1e-05,0.85,0.3,0.2,4.0,10.418,10.440732127074345
G04_R0220,G04,train,100,3,1e-05,0.8,0.1,0.2,4.0,8.6523,8.660999411805564
G04_R0221,G04,train,100,3,1e-05,0.8,0.2,0.2,4.0,9.4074,9.41297094380343
G04_R0222,G04,test,100,3,1e-05,0.8,0.3,0.2,4.0,10.42,10.442389500586245
G04_R0223,G04,test,100,3,1e-05,0.75,0.1,0.2,4.0,8.6535,8.660781828769847
G04_R0224,G04,train,100,3,1e-05,0.75,0.2,0.2,4.0,9.4091,9.413204503327238
G04_R0225,G04,train,100,3,1e-05,0.75,0.3,0.2,4.0,10.422,10.440109887490983
G04_R0226,G04,train,100,3,1e-05,0.7,0.1,0.2,4.0,8.6547,8.659227979960338
G04_R0227,G04,train,100,3,1e-05,0.7,0.2,0.2,4.0,9.4109,9.412750325946286
G04_R0228,G04,test,100,3,1e-05,0.7,0.3,0.2,4.0,10.425,10.440776202967175
G04_R0229,G04,train,100,3,1e-06,0.85,0.1,0.2,4.0,8.6772,8.671719012067094
G04_R0230,G04,train,100,3,1e-06,0.85,0.2,0.2,4.0,9.4355,9.433968674498772
G04_R0231,G04,train,100,3,1e-06,0.85,0.3,0.2,4.0,10.457,10.45494292072511
G04_R0232,G04,train,100,3,1e-06,0.8,0.1,0.2,4.0,8.6774,8.671781668317093
G04_R0233,G04,train,100,3,1e-06,0.8,0.2,0.2,4.0,9.4357,9.434028463189254
G04_R0234,G04,train,100,3,1e-06,0.8,0.3,0.2,4.0,10.458,10.456281307629864
G04_R0235,G04,train,100,3,1e-06,0.75,0.1,0.2,4.0,8.6776,8.671653839745662
G04_R0236,G04,train,100,3,1e-06,0.75,0.2,0.2,4.0,9.4361,9.43362344652258
G04_R0237,G04,train,100,3,1e-06,0.75,0.3,0.2,4.0,10.458,10.453867280844117
G04_R0238,G04,train,100,3,1e-06,0.7,0.1,0.2,4.0,8.6778,8.670152699269487
G04_R0239,G04,train,100,3,1e-06,0.7,0.2,0.2,4.0,9.4364,9.433110717058296
G04_R0240,G04,train,100,3,1e-06,0.7,0.3,0.2,4.0,10.459,10.454328429653645
G04_R0241,G04,train,100,6,0.001,0.85,0.1,0.2,4.0,9.9089,9.976651822371055
G04_R0242,G04,train,100,6,0.001,0.85,0.2,0.2,4.0,10.687,10.71590091468251
G04_R0243,G04,train,100,6,0.001,0.85,0.3,0.2,4.0,11.625,11.64997522767856
G04_R0244,G04,test,100,6,0.001,0.8,0.1,0.2,4.0,9.9182,9.982173284573427
G04_R0245,G04,train,100,6,0.001,0.8,0.2,0.2,4.0,10.7,10.716851462301554
G04_R0246,G04,train,100,6,0.001,0.8,0.3,0.2,4.0,11.641,11.64932383184523
G04_R0247,G04,test,100,6,0.001,0.75,0.1,0.2,4.0,9.9279,9.98198852266867
G04_R0248,G04,train,100,6,0.001,0.75,0.2,0.2,4.0,10.713,10.724389255952351
G04_R0249,G04,train,100,6,0.001,0.75,0.3,0.2,4.0,11.659,11.664534200036066
G04_R0250,G04,train,100,6,0.001,0.7,0.1,0.2,4.0,9.9382,9.982951350049625
G04_R0251,G04,train,100,6,0.001,0.7,0.2,0.2,4.0,10.727,10.72521317261902
G04_R0252,G04,train,100,6,0.001,0.7,0.3,0.2,4.0,11.677,11.672919145472536
G04_R0253,G04,train,100,6,0.0001,0.85,0.1,0.2,4.0,10.22,10.234939214673489
G04_R0254,G04,train,100,6,0.0001,0.85,0.2,0.2,4.0,11.072,11.08184135565478
G04_R0255,G04,train,100,6,0.0001,0.85,0.3,0.2,4.0,12.165,12.187423010371576
G04_R0256,G04,train,100,6,0.0001,0.8,0.1,0.2,4.0,10.224,10.235326750090156
G04_R0257,G04,train,100,6,0.0001,0.8,0.2,0.2,4.0,11.078,11.08222166517859
G04_R0258,G04,train,100,6,0.0001,0.8,0.3,0.2,4.0,12.171,12.189144205312052
G04_R0259,G04,train,100,6,0.0001,0.75,0.1,0.2,4.0,10.228,10.236363934613964
G04_R0260,G04,train,100,6,0.0001,0.75,0.2,0.2,4.0,11.084,11.082903644345254
G04_R0261,G04,train,100,6,0.0001,0.75,0.3,0.2,4.0,12.177,12.193465239538254
G04_R0262,G04,train,100,6,0.0001,0.7,0.1,0.2,4.0,10.232,10.236322392947296
G04_R0263,G04,test,100,6,0.0001,0.7,0.2,0.2,4.0,11.09,11.082903644345254
G04_R0264,G04,test,100,6,0.0001,0.7,0.3,0.2,4.0,12.184,12.194046475649364
G04_R0265,G04,train,100,6,1e-05,0.85,0.1,0.2,4.0,10.307,10.315745344246077
G04_R0266,G04,train,100,6,1e-05,0.85,0.2,0.2,4.0,11.091,11.092400938988083
G04_R0267,G04,train,100,6,1e-05,0.85,0.3,0.2,4.0,12.33,12.318138575622289
G04_R0268,G04,train,100,6,1e-05,0.8,0.1,0.2,4.0,10.309,10.31601009424608
G04_R0269,G04,train,100,6,1e-05,0.8,0.2,0.2,4.0,11.092,11.092630831845227
G04_R0270,G04,train,100,6,1e-05,0.8,0.3,0.2,4.0,12.332,12.338674107548693
G04_R0271,G04,test,100,6,1e-05,0.75,0.1,0.2,4.0,10.31,10.315599060515911
G04_R0272,G04,train,100,6,1e-05,0.75,0.2,0.2,4.0,11.094,11.093333311011891
G04_R0273,G04,train,100,6,1e-05,0.75,0.3,0.2,4.0,12.334,12.337732723620114
G04_R0274,G04,train,100,6,1e-05,0.7,0.1,0.2,4.0,10.311,10.315351873015912
G04_R0275,G04,test,100,6,1e-05,0.7,0.2,0.2,4.0,11.096,11.093333311011891
G04_R0276,G04,train,100,6,1e-05,0.7,0.3,0.2,4.0,12.337,12.337667931953444
G04_R0277,G04,train,100,6,1e-06,0.85,0.1,0.2,4.0,10.337,10.333250264881078
G04_R0278,G04,train,100,6,1e-06,0.85,0.2,0.2,4.0,11.121,11.118340998015883
G04_R0279,G04,train,100,6,1e-06,0.85,0.3,0.2,4.0,12.248,12.320138790900064
G04_R0280,G04,train,100,6,1e-06,0.8,0.1,0.2,4.0,10.337,10.333716398809656
G04_R0281,G04,train,100,6,1e-06,0.8,0.2,0.2,4.0,11.121,11.118312120039691
G04_R0282,G04,train,100,6,1e-06,0.8,0.3,0.2,4.0,12.382,12.341041626397894
G04_R0283,G04,test,100,6,1e-06,0.75,0.1,0.2,4.0,10.337,10.334013240079488
G04_R0284,G04,train,100,6,1e-06,0.75,0.2,0.2,4.0,11.122,11.118961078373031
G04_R0285,G04,test,100,6,1e-06,0.75,0.3,0.2,4.0,12.382,12.34041153413598
G04_R0286,G04,train,100,6,1e-06,0.7,0.1,0.2,4.0,10.337,10.333558609127106
G04_R0287,G04,train,100,6,1e-06,0.7,0.2,0.2,4.0,11.122,11.118961078373031
G04_R0288,G04,test,100,6,1e-06,0.7,0.3,0.2,4.0,12.383,12.340392992469315
G04_R0289,G04,test,100,20,0.001,0.85,0.1,0.2,4.0,14.053,14.205555411706376
G04_R0290,G04,train,100,20,0.001,0.85,0.2,0.2,4.0,15.144,15.20789787206893
G04_R0291,G04,train,100,20,0.001,0.85,0.3,0.2,4.0,16.477,16.509785377976144
G04_R0292,G04,train,100,20,0.001,0.8,0.1,0.2,4.0,14.066,14.204288120039708
G04_R0293,G04,train,100,20,0.001,0.8,0.2,0.2,4.0,15.162,15.207655410759402
G04_R0294,G04,train,100,20,0.001,0.8,0.3,0.2,4.0,16.499,16.52553027430554
G04_R0295,G04,test,100,20,0.001,0.75,0.1,0.2,4.0,14.08,14.211753032242088
G04_R0296,G04,train,100,20,0.001,0.75,0.2,0.2,4.0,15.181,15.2109090030213
G04_R0297,G04,train,100,20,0.001,0.75,0.3,0.2,4.0,16.523,16.534286018353157
G04_R0298,G04,train,100,20,0.001,0.7,0.1,0.2,4.0,14.094,14.20324225644844
G04_R0299,G04,train,100,20,0.001,0.7,0.2,0.2,4.0,15.201,15.210605954410193
G04_R0300,G04,train,100,20,0.001,0.7,0.3,0.2,4.0,16.548,16.546785910714256
G04_R0301,G04,train,100,20,0.0001,0.85,0.1,0.2,4.0,14.464,14.497610841179672
G04_R0302,G04,test,100,20,0.0001,0.85,0.2,0.2,4.0,15.6,15.644119274936877
G04_R0303,G04,train,100,20,0.0001,0.85,0.3,0.2,4.0,17.084,17.114120879464288
G04_R0304,G04,train,100,20,0.0001,0.8,0.1,0.2,4.0,14.469,14.500487540584423
G04_R0305,G04,train,100,20,0.0001,0.8,0.2,0.2,4.0,15.607,15.643587563627356
G04_R0306,G04,train,100,20,0.0001,0.8,0.3,0.2,4.0,17.094,17.11450423363095
G04_R0307,G04,test,100,20,0.0001,0.75,0.1,0.2,4.0,14.475,14.50813826488096
G04_R0308,G04,train,100,20,0.0001,0.75,0.2,0.2,4.0,15.615,15.64315568862735
G04_R0309,G04,train,100,20,0.0001,0.75,0.3,0.2,4.0,17.105,17.11836665029766
G04_R0310,G04,train,100,20,0.0001,0.7,0.1,0.2,4.0,14.481,14.50576661210318
G04_R0311,G04,train,100,20,0.0001,0.7,0.2,0.2,4.0,15.624,15.6426350785083
G04_R0312,G04,train,100,20,0.0001,0.7,0.3,0.2,4.0,17.117,17.11809490029766
G04_R0313,G04,train,100,20,1e-05,0.85,0.1,0.2,4.0,14.578,14.573954106737004
G04_R0314,G04,train,100,20,1e-05,0.85,0.2,0.2,4.0,15.724,15.728648738095208
G04_R0315,G04,train,100,20,1e-05,0.85,0.3,0.2,4.0,17.244,17.250146267857037
G04_R0316,G04,train,100,20,1e-05,0.8,0.1,0.2,4.0,14.58,14.57777505614176
G04_R0317,G04,test,100,20,1e-05,0.8,0.2,0.2,4.0,15.727,15.729400696428522
