case_uid,geometry_id,split,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value
G04_R0056,G04,train,25,6,0.001,0.75,0.2,0.2,4.0,5.9389199,5.945071663731248
G04_R0057,G04,train,25,6,0.001,0.75,0.3,0.2,4.0,8.750560799999999,8.744351894799529
G04_R0058,G04,train,25,6,0.001,0.7,0.1,0.2,4.0,4.141176,4.127818483139134
G04_R0059,G04,train,25,6,0.001,0.7,0.2,0.2,4.0,5.9713457,5.962708237617932
G04_R0060,G04,train,25,6,0.001,0.7,0.3,0.2,4.0,8.8068313,8.795117174921089
G04_R0061,G04,train,25,6,0.0001,0.85,0.1,0.2,4.0,5.1825259,5.186176019812283
G04_R0062,G04,train,25,6,0.0001,0.85,0.2,0.2,4.0,8.0369898,8.039739839551721
G04_R0063,G04,train,25,6,0.0001,0.85,0.3,0.2,4.0,12.857629,12.8645623807154
G04_R0064,G04,train,25,6,0.0001,0.8,0.1,0.2,4.0,5.193996299999999,5.192115668691708
G04_R0065,G04,train,25,6,0.0001,0.8,0.2,0.2,4.0,8.0580114,8.056180696431039
G04_R0066,G04,test,25,6,0.0001,0.8,0.3,0.2,4.0,12.895281,12.88979678151891
G04_R0067,G04,test,25,6,0.0001,0.75,0.1,0.2,4.0,5.206143,5.208653044765846
G04_R0068,G04,train,25,6,0.0001,0.75,0.2,0.2,4.0,8.080504000000001,8.084993208540574
G04_R0069,G04,test,25,6,0.0001,0.75,0.3,0.2,4.0,12.935897,12.952850680804657
G04_R0070,G04,train,25,6,0.0001,0.7,0.1,0.2,4.0,5.219061900000001,5.217043175037442
G04_R0071,G04,train,25,6,0.0001,0.7,0.2,0.2,4.0,8.104763,8.093004616623972
G04_R0072,G04,train,25,6,0.0001,0.7,0.3,0.2,4.0,12.979471,12.965576599577409
G04_R0073,G04,train,25,6,1e-05,0.85,0.1,0.2,4.0,7.534962999999999,7.536698256728699
G04_R0074,G04,test,25,6,1e-05,0.85,0.2,0.2,4.0,15.557938,15.573644415751938
G04_R0075,G04,test,25,6,1e-05,0.85,0.3,0.2,4.0,28.793528,28.84195388693299
G04_R0076,G04,train,25,6,1e-05,0.8,0.1,0.2,4.0,7.546976,7.545103180307491
G04_R0077,G04,test,25,6,1e-05,0.8,0.2,0.2,4.0,15.585818,15.582673921689372
G04_R0078,G04,train,25,6,1e-05,0.8,0.3,0.2,4.0,28.843375,28.843434855183
G04_R0079,G04,train,25,6,1e-05,0.75,0.1,0.2,4.0,7.56038,7.563802868118493
G04_R0080,G04,train,25,6,1e-05,0.75,0.2,0.2,4.0,15.616687,15.619568591552731
G04_R0081,G04,test,25,6,1e-05,0.75,0.3,0.2,4.0,28.899207,28.906849816124712
G04_R0082,G04,train,25,6,1e-05,0.7,0.1,0.2,4.0,7.575175000000001,7.57258754228518
G04_R0083,G04,train,25,6,1e-05,0.7,0.2,0.2,4.0,15.651542999999998,15.64741454796352
G04_R0084,G04,test,25,6,1e-05,0.7,0.3,0.2,4.0,28.963023,28.94475710199992
G04_R0085,G04,train,25,6,1e-06,0.85,0.1,0.2,4.0,25.442321,25.457464607098974
G04_R0086,G04,train,25,6,1e-06,0.85,0.2,0.2,4.0,80.868153,80.84873508329837
G04_R0087,G04,train,25,6,1e-06,0.85,0.3,0.2,4.0,171.860148,171.82483844960777
G04_R0088,G04,train,25,6,1e-06,0.8,0.1,0.2,4.0,25.498289,25.498452674822992
G04_R0089,G04,test,25,6,1e-06,0.8,0.2,0.2,4.0,80.979111,80.95281537621213
G04_R0090,G04,train,25,6,1e-06,0.8,0.3,0.2,4.0,172.030096,172.00242261839287
G04_R0091,G04,train,25,6,1e-06,0.75,0.1,0.2,4.0,25.560255,25.564963867279506
G04_R0092,G04,train,25,6,1e-06,0.75,0.2,0.2,4.0,81.102066,81.08060330543043
G04_R0093,G04,train,25,6,1e-06,0.75,0.3,0.2,4.0,172.22004,172.1810528378597
G04_R0094,G04,train,25,6,1e-06,0.7,0.1,0.2,4.0,25.627219,25.62931711188414
G04_R0095,G04,train,25,6,1e-06,0.7,0.2,0.2,4.0,81.238017,81.22323972534646
G04_R0096,G04,train,25,6,1e-06,0.7,0.3,0.2,4.0,172.439979,172.36277266888982
G04_R0097,G04,train,25,20,0.001,0.85,0.1,0.2,4.0,4.0947113,4.098869945871321
G04_R0098,G04,train,25,20,0.001,0.85,0.2,0.2,4.0,5.8794465,5.884917588072707
G04_R0099,G04,test,25,20,0.001,0.85,0.3,0.2,4.0,8.6489802,8.66379595789818
G04_R0100,G04,train,25,20,0.001,0.8,0.1,0.2,4.0,4.1094925,4.108069996396129
G04_R0101,G04,train,25,20,0.001,0.8,0.2,0.2,4.0,5.9083518,5.905114619415366
G04_R0102,G04,train,25,20,0.001,0.8,0.3,0.2,4.0,8.6981418,8.691498899347796
G04_R0103,G04,train,25,20,0.001,0.75,0.1,0.2,4.0,4.1249485,4.126010799582184
G04_R0104,G04,train,25,20,0.001,0.75,0.2,0.2,4.0,5.9389199,5.943349425006253
G04_R0105,G04,train,25,20,0.001,0.75,0.3,0.2,4.0,8.750560799999999,8.744027272719013
G04_R0106,G04,test,25,20,0.001,0.7,0.1,0.2,4.0,4.141176,4.126010799582184
G04_R0107,G04,train,25,20,0.001,0.7,0.2,0.2,4.0,5.9713457,5.960942649695019
G04_R0108,G04,train,25,20,0.001,0.7,0.3,0.2,4.0,8.8068313,8.793701678907244
G04_R0109,G04,train,25,20,0.0001,0.85,0.1,0.2,4.0,5.1825259,5.186808050970014
G04_R0110,G04,train,25,20,0.0001,0.85,0.2,0.2,4.0,8.0369898,8.039721066616005
G04_R0111,G04,train,25,20,0.0001,0.85,0.3,0.2,4.0,12.857629,12.86588036446538
G04_R0112,G04,train,25,20,0.0001,0.8,0.1,0.2,4.0,5.193996299999999,5.192705465299439
G04_R0113,G04,train,25,20,0.0001,0.8,0.2,0.2,4.0,8.0580114,8.05610224501616
G04_R0114,G04,train,25,20,0.0001,0.8,0.3,0.2,4.0,12.895281,12.891208895268887
G04_R0115,G04,train,25,20,0.0001,0.75,0.1,0.2,4.0,5.206143,5.208607169999477
G04_R0116,G04,train,25,20,0.0001,0.75,0.2,0.2,4.0,8.080504000000001,8.083299149978846
G04_R0117,G04,test,25,20,0.0001,0.75,0.3,0.2,4.0,12.935897,12.952309597054652
G04_R0118,G04,train,25,20,0.0001,0.7,0.1,0.2,4.0,5.219061900000001,5.21691956065024
G04_R0119,G04,test,25,20,0.0001,0.7,0.2,0.2,4.0,8.104763,8.091310558062244
G04_R0120,G04,test,25,20,0.0001,0.7,0.3,0.2,4.0,12.979471,12.965035515827406
G04_R0121,G04,train,25,20,1e-05,0.85,0.1,0.2,4.0,7.534962999999999,7.536938620219766
G04_R0122,G04,train,25,20,1e-05,0.85,0.2,0.2,4.0,15.557938,15.573028504757891
G04_R0123,G04,test,25,20,1e-05,0.85,0.3,0.2,4.0,28.793528,28.839240987266304
G04_R0124,G04,train,25,20,1e-05,0.8,0.1,0.2,4.0,7.546976,7.545351810673559
G04_R0125,G04,train,25,20,1e-05,0.8,0.2,0.2,4.0,15.585818,15.582086011820326
G04_R0126,G04,train,25,20,1e-05,0.8,0.3,0.2,4.0,28.843375,28.84072195551631
G04_R0127,G04,train,25,20,1e-05,0.75,0.1,0.2,4.0,7.56038,7.564030496680995
G04_R0128,G04,train,25,20,1e-05,0.75,0.2,0.2,4.0,15.616687,15.619095934707495
G04_R0129,G04,train,25,20,1e-05,0.75,0.3,0.2,4.0,28.899207,28.90711766004138
G04_R0130,G04,train,25,20,1e-05,0.7,0.1,0.2,4.0,7.575175000000001,7.572815170847681
G04_R0131,G04,train,25,20,1e-05,0.7,0.2,0.2,4.0,15.651542999999998,15.647168146904
G04_R0132,G04,train,25,20,1e-05,0.7,0.3,0.2,4.0,28.963023,28.944735317416598
G04_R0133,G04,test,25,20,1e-06,0.85,0.1,0.2,4.0,25.442321,25.45974799597098
G04_R0134,G04,test,25,20,1e-06,0.85,0.2,0.2,4.0,80.868153,80.84732745965249
G04_R0135,G04,train,25,20,1e-06,0.85,0.3,0.2,4.0,171.860148,171.826023202465
G04_R0136,G04,train,25,20,1e-06,0.8,0.1,0.2,4.0,25.498289,25.500252861445
G04_R0137,G04,train,25,20,1e-06,0.8,0.2,0.2,4.0,80.979111,80.95535966651569
G04_R0138,G04,test,25,20,1e-06,0.8,0.3,0.2,4.0,172.030096,172.00310600952096
G04_R0139,G04,train,25,20,1e-06,0.75,0.1,0.2,4.0,25.560255,25.56571656580927
G04_R0140,G04,train,25,20,1e-06,0.75,0.2,0.2,4.0,81.102066,81.08261079165362
G04_R0141,G04,train,25,20,1e-06,0.75,0.3,0.2,4.0,172.22004,172.18405318057106
G04_R0142,G04,train,25,20,1e-06,0.7,0.1,0.2,4.0,25.627219,25.629156990544857
G04_R0143,G04,train,25,20,1e-06,0.7,0.2,0.2,4.0,81.238017,81.22285193517385
G04_R0144,G04,test,25,20,1e-06,0.7,0.3,0.2,4.0,172.439979,172.3574745753915
G04_R0145,G04,train,25,50,0.001,0.85,0.1,0.2,4.0,4.0947113,4.098729991592153
G04_R0146,G04,train,25,50,0.001,0.85,0.2,0.2,4.0,5.8794465,5.8844643875352025
G04_R0147,G04,train,25,50,0.001,0.85,0.3,0.2,4.0,8.6489802,8.6628006208958
G04_R0148,G04,train,25,50,0.001,0.8,0.1,0.2,4.0,4.1094925,4.107973512116959
G04_R0149,G04,train,25,50,0.001,0.8,0.2,0.2,4.0,5.9083518,5.904643429852862
G04_R0150,G04,train,25,50,0.001,0.8,0.3,0.2,4.0,8.6981418,8.690353866181871
G04_R0151,G04,train,25,50,0.001,0.75,0.1,0.2,4.0,4.1249485,4.12607919673635
G04_R0152,G04,train,25,50,0.001,0.75,0.2,0.2,4.0,5.9389199,5.943248336475003
G04_R0153,G04,test,25,50,0.001,0.75,0.3,0.2,4.0,8.750560799999999,8.743031967034339
G04_R0154,G04,test,25,50,0.001,0.7,0.1,0.2,4.0,4.141176,4.12607919673635
G04_R0155,G04,test,25,50,0.001,0.7,0.2,0.2,4.0,5.9713457,5.96087021875752
G04_R0156,G04,train,25,50,0.001,0.7,0.3,0.2,4.0,8.8068313,8.792344400396821
G04_R0157,G04,test,25,50,0.0001,0.85,0.1,0.2,4.0,5.1825259,5.186849683813764
G04_R0158,G04,train,25,50,0.0001,0.85,0.2,0.2,4.0,8.0369898,8.039703548616007
G04_R0159,G04,train,25,50,0.0001,0.85,0.3,0.2,4.0,12.857629,12.8676521645487
G04_R0160,G04,test,25,50,0.0001,0.8,0.1,0.2,4.0,5.193996299999999,5.1926977714556894
G04_R0161,G04,train,25,50,0.0001,0.8,0.2,0.2,4.0,8.0580114,8.056131586599493
G04_R0162,G04,train,25,50,0.0001,0.8,0.3,0.2,4.0,12.895281,12.892631195560543
G04_R0163,G04,train,25,50,0.0001,0.75,0.1,0.2,4.0,5.206143,5.208445795074479
G04_R0164,G04,train,25,50,0.0001,0.75,0.2,0.2,4.0,8.080504000000001,8.08334600956218
G04_R0165,G04,train,25,50,0.0001,0.75,0.3,0.2,4.0,12.935897,12.95115113738799
G04_R0166,G04,train,25,50,0.0001,0.7,0.1,0.2,4.0,5.219061900000001,5.216758185725243
G04_R0167,G04,test,25,50,0.0001,0.7,0.2,0.2,4.0,8.104763,8.091357417645577
G04_R0168,G04,train,25,50,0.0001,0.7,0.3,0.2,4.0,12.979471,12.96387705616074
G04_R0169,G04,train,25,50,1e-05,0.85,0.1,0.2,4.0,7.534962999999999,7.537134444615593
G04_R0170,G04,train,25,50,1e-05,0.85,0.2,0.2,4.0,15.557938,15.571845995126964
G04_R0171,G04,train,25,50,1e-05,0.85,0.3,0.2,4.0,28.793528,28.832010973417667
G04_R0172,G04,train,25,50,1e-05,0.8,0.1,0.2,4.0,7.546976,7.545532618819386
G04_R0173,G04,train,25,50,1e-05,0.8,0.2,0.2,4.0,15.585818,15.5808817171894
G04_R0174,G04,train,25,50,1e-05,0.8,0.3,0.2,4.0,28.843375,28.83332677670934
G04_R0175,G04,test,25,50,1e-05,0.75,0.1,0.2,4.0,7.56038,7.565092427097661
G04_R0176,G04,train,25,50,1e-05,0.75,0.2,0.2,4.0,15.616687,15.618864203177742
G04_R0177,G04,train,25,50,1e-05,0.75,0.3,0.2,4.0,28.899207,28.90678461375539
G04_R0178,G04,train,25,50,1e-05,0.7,0.1,0.2,4.0,7.575175000000001,7.573858607514348
G04_R0179,G04,train,25,50,1e-05,0.7,0.2,0.2,4.0,15.651542999999998,15.646869972832578
G04_R0180,G04,train,25,50,1e-05,0.7,0.3,0.2,4.0,28.963023,28.944573312672272
G04_R0181,G04,train,25,50,1e-06,0.85,0.1,0.2,4.0,25.442321,25.459030447502247
G04_R0182,G04,train,25,50,1e-06,0.85,0.2,0.2,4.0,80.868153,80.84883951540252
G04_R0183,G04,train,25,50,1e-06,0.85,0.3,0.2,4.0,171.860148,171.82857254288166
G04_R0184,G04,train,25,50,1e-06,0.8,0.1,0.2,4.0,25.498289,25.499048629955432
G04_R0185,G04,train,25,50,1e-06,0.8,0.2,0.2,4.0,80.979111,80.95690513050378
G04_R0186,G04,train,25,50,1e-06,0.8,0.3,0.2,4.0,172.030096,172.0013279199644
G04_R0187,G04,train,25,50,1e-06,0.75,0.1,0.2,4.0,25.560255,25.565372192278016
G04_R0188,G04,train,25,50,1e-06,0.75,0.2,0.2,4.0,81.102066,81.08234668863278
G04_R0189,G04,train,25,50,1e-06,0.75,0.3,0.2,4.0,172.22004,172.18318121276454
G04_R0190,G04,train,25,50,1e-06,0.7,0.1,0.2,4.0,25.627219,25.62873685791985
G04_R0191,G04,train,25,50,1e-06,0.7,0.2,0.2,4.0,81.238017,81.22214521140299
G04_R0192,G04,train,25,50,1e-06,0.7,0.3,0.2,4.0,172.439979,172.36521466114738
G04_R0193,G04,test,100,3,0.001,0.85,0.1,0.2,4.0,18.30901,18.36155341894387
G04_R0194,G04,train,100,3,0.001,0.85,0.2,0.2,4.0,26.547066,26.571708494402827
G04_R0195,G04,test,100,3,0.001,0.85,0.3,0.2,4.0,39.525698,39.56447551185802
G04_R0196,G04,train,100,3,0.001,0.8,0.1,0.2,4.0,18.395998,18.391835903666166
G04_R0197,G04,train,100,3,0.001,0.8,0.2,0.2,4.0,26.713999,26.69711093883352
G04_R0198,G04,train,100,3,0.001,0.8,0.3,0.2,4.0,39.835638,39.81485704181711
G04_R0199,G04,train,100,3,0.001,0.75,0.1,0.2,4.0,18.48991,18.530420247052074
G04_R0200,G04,train,100,3,0.001,0.75,0.2,0.2,4.0,26.893847,26.918782156530973
G04_R0201,G04,train,100,3,0.001,0.75,0.3,0.2,4.0,40.170498,40.20116927535853
G04_R0202,G04,test,100,3,0.001,0.7,0.1,0.2,4.0,18.589737,18.54147737492708
G04_R0203,G04,train,100,3,0.001,0.7,0.2,0.2,4.0,27.086602000000003,27.060220477155998
G04_R0204,G04,train,100,3,0.001,0.7,0.3,0.2,4.0,40.532271,40.42309179287504
G04_R0205,G04,train,100,3,0.0001,0.85,0.1,0.2,4.0,22.873401,22.88421574637373
G04_R0206,G04,train,100,3,0.0001,0.85,0.2,0.2,4.0,35.616176,35.67609428998458
G04_R0207,G04,test,100,3,0.0001,0.85,0.3,0.2,4.0,57.014529,57.08534597931362
G04_R0208,G04,train,100,3,0.0001,0.8,0.1,0.2,4.0,22.931695,22.925814387298896
G04_R0209,G04,train,100,3,0.0001,0.8,0.2,0.2,4.0,35.745357,35.71781442242211
G04_R0210,G04,train,100,3,0.0001,0.8,0.3,0.2,4.0,57.262553,57.23582666951618
G04_R0211,G04,train,100,3,0.0001,0.75,0.1,0.2,4.0,22.993918,23.020133232929176
G04_R0212,G04,train,100,3,0.0001,0.75,0.2,0.2,4.0,35.885458,35.90353096573037
G04_R0213,G04,train,100,3,0.0001,0.75,0.3,0.2,4.0,57.536482,57.57007834333093
G04_R0214,G04,train,100,3,0.0001,0.7,0.1,0.2,4.0,23.062059,23.043041215585355
G04_R0215,G04,train,100,3,0.0001,0.7,0.2,0.2,4.0,36.040467,35.992571837936914
G04_R0216,G04,test,100,3,0.0001,0.7,0.3,0.2,4.0,57.8403,57.67292542595543
G04_R0217,G04,test,100,3,1e-05,0.85,0.1,0.2,4.0,32.728905999999995,32.759226524353906
G04_R0218,G04,test,100,3,1e-05,0.85,0.2,0.2,4.0,66.901586,67.0418020744762
G04_R0219,G04,train,100,3,1e-05,0.85,0.3,0.2,4.0,123.045745,123.15278980486802
G04_R0220,G04,train,100,3,1e-05,0.8,0.1,0.2,4.0,32.816631,32.81109707204001
G04_R0221,G04,train,100,3,1e-05,0.8,0.2,0.2,4.0,67.15021800000001,67.11596358520555
G04_R0222,G04,test,100,3,1e-05,0.8,0.3,0.2,4.0,123.535292,123.40373493267758
G04_R0223,G04,test,100,3,1e-05,0.75,0.1,0.2,4.0,32.915329,32.96229697141088
G04_R0224,G04,train,100,3,1e-05,0.75,0.2,0.2,4.0,67.435815,67.48925624605208
G04_R0225,G04,train,100,3,1e-05,0.75,0.3,0.2,4.0,124.094799,124.14341916698883
G04_R0226,G04,train,100,3,1e-05,0.7,0.1,0.2,4.0,33.027996,32.990487475473536
G04_R0227,G04,train,100,3,1e-05,0.7,0.2,0.2,4.0,67.76437299999999,67.67067594902055
G04_R0228,G04,test,100,3,1e-05,0.7,0.3,0.2,4.0,124.744257,124.3933515197043
G04_R0229,G04,train,100,3,1e-06,0.85,0.1,0.2,4.0,105.067714,105.09295235519647
G04_R0230,G04,train,100,3,1e-06,0.85,0.2,0.2,4.0,330.747791,330.7854473231816
G04_R0231,G04,train,100,3,1e-06,0.85,0.3,0.2,4.0,700.9853019999999,700.8600455865936
G04_R0232,G04,train,100,3,1e-06,0.8,0.1,0.2,4.0,105.377614,105.3946661387274
G04_R0233,G04,train,100,3,1e-06,0.8,0.2,0.2,4.0,331.557661,331.44879813628097
G04_R0234,G04,train,100,3,1e-06,0.8,0.3,0.2,4.0,702.485145,702.2604410518658
G04_R0235,G04,train,100,3,1e-06,0.75,0.1,0.2,4.0,105.737506,105.76786016870489
G04_R0236,G04,train,100,3,1e-06,0.75,0.2,0.2,4.0,332.477521,332.3462807146545
G04_R0237,G04,train,100,3,1e-06,0.75,0.3,0.2,4.0,704.214977,704.0236583812081
G04_R0238,G04,train,100,3,1e-06,0.7,0.1,0.2,4.0,106.127391,106.14231699672406
G04_R0239,G04,train,100,3,1e-06,0.7,0.2,0.2,4.0,333.537369,333.400044099568
G04_R0240,G04,train,100,3,1e-06,0.7,0.3,0.2,4.0,706.214794,705.6079143775049
G04_R0241,G04,train,100,6,0.001,0.85,0.1,0.2,4.0,18.30901,18.36137573819387
G04_R0242,G04,train,100,6,0.001,0.85,0.2,0.2,4.0,26.547066,26.571284858069493
G04_R0243,G04,train,100,6,0.001,0.85,0.3,0.2,4.0,39.525698,39.56177478669136
G04_R0244,G04,test,100,6,0.001,0.8,0.1,0.2,4.0,18.395998,18.39165822291617
G04_R0245,G04,train,100,6,0.001,0.8,0.2,0.2,4.0,26.713999,26.69668730250018
G04_R0246,G04,train,100,6,0.001,0.8,0.3,0.2,4.0,39.835638,39.8109291087308
G04_R0247,G04,test,100,6,0.001,0.75,0.1,0.2,4.0,18.48991,18.530242566302075
G04_R0248,G04,train,100,6,0.001,0.75,0.2,0.2,4.0,26.893847,26.918663692520557
G04_R0249,G04,train,100,6,0.001,0.75,0.3,0.2,4.0,40.170498,40.19794870187637
G04_R0250,G04,train,100,6,0.001,0.7,0.1,0.2,4.0,18.589737,18.54129969417708
G04_R0251,G04,train,100,6,0.001,0.7,0.2,0.2,4.0,27.086602000000003,27.06010201314557
G04_R0252,G04,train,100,6,0.001,0.7,0.3,0.2,4.0,40.532271,40.422497054142895
G04_R0253,G04,train,100,6,0.0001,0.85,0.1,0.2,4.0,22.873401,22.88353308529041
G04_R0254,G04,train,100,6,0.0001,0.85,0.2,0.2,4.0,35.616176,35.68257111602622
G04_R0255,G04,train,100,6,0.0001,0.85,0.3,0.2,4.0,57.014529,57.08561212837613
G04_R0256,G04,train,100,6,0.0001,0.8,0.1,0.2,4.0,22.931695,22.92533673669474
G04_R0257,G04,train,100,6,0.0001,0.8,0.2,0.2,4.0,35.745357,35.72429124846374
G04_R0258,G04,train,100,6,0.0001,0.8,0.3,0.2,4.0,57.262553,57.23586454441202
G04_R0259,G04,train,100,6,0.0001,0.75,0.1,0.2,4.0,22.993918,23.023056141220827
G04_R0260,G04,train,100,6,0.0001,0.75,0.2,0.2,4.0,35.885458,35.90100565363315
G04_R0261,G04,train,100,6,0.0001,0.75,0.3,0.2,4.0,57.536482,57.570116218226765
G04_R0262,G04,train,100,6,0.0001,0.7,0.1,0.2,4.0,23.062059,23.045964123877003
G04_R0263,G04,test,100,6,0.0001,0.7,0.2,0.2,4.0,36.040467,35.990284067610524
G04_R0264,G04,test,100,6,0.0001,0.7,0.3,0.2,4.0,57.8403,57.67296330085126
G04_R0265,G04,train,100,6,1e-05,0.85,0.1,0.2,4.0,32.728905999999995,32.75864288555182
G04_R0266,G04,train,100,6,1e-05,0.85,0.2,0.2,4.0,66.901586,67.04033986647919
G04_R0267,G04,train,100,6,1e-05,0.85,0.3,0.2,4.0,123.045745,123.15123041001534
G04_R0268,G04,train,100,6,1e-05,0.8,0.1,0.2,4.0,32.816631,32.81051343323793
G04_R0269,G04,train,100,6,1e-05,0.8,0.2,0.2,4.0,67.15021800000001,67.11450137720854
G04_R0270,G04,train,100,6,1e-05,0.8,0.3,0.2,4.0,123.535292,123.4043991259499
G04_R0271,G04,test,100,6,1e-05,0.75,0.1,0.2,4.0,32.915329,32.961713332608795
G04_R0272,G04,train,100,6,1e-05,0.75,0.2,0.2,4.0,67.435816,67.48314923328421
G04_R0273,G04,train,100,6,1e-05,0.75,0.3,0.2,4.0,124.094799,124.14629489583407
G04_R0274,G04,train,100,6,1e-05,0.7,0.1,0.2,4.0,33.027996,32.98990383667145
G04_R0275,G04,test,100,6,1e-05,0.7,0.2,0.2,4.0,67.764374,67.66427143437767
G04_R0276,G04,train,100,6,1e-05,0.7,0.3,0.2,4.0,124.744257,124.39700837000788
G04_R0277,G04,train,100,6,1e-06,0.85,0.1,0.2,4.0,105.067714,105.09324880314888
G04_R0278,G04,train,100,6,1e-06,0.85,0.2,0.2,4.0,330.747791,330.7817992294524
G04_R0279,G04,train,100,6,1e-06,0.85,0.3,0.2,4.0,700.9853019999999,700.8443055717393
G04_R0280,G04,train,100,6,1e-06,0.8,0.1,0.2,4.0,105.377614,105.39441747422136
G04_R0281,G04,train,100,6,1e-06,0.8,0.2,0.2,4.0,331.557661,331.44471936355177
G04_R0282,G04,train,100,6,1e-06,0.8,0.3,0.2,4.0,702.485145,702.2550423112616
G04_R0283,G04,test,100,6,1e-06,0.75,0.1,0.2,4.0,105.737506,105.7677676724906
G04_R0284,G04,train,100,6,1e-06,0.75,0.2,0.2,4.0,332.477521,332.3485615660294
G04_R0285,G04,test,100,6,1e-06,0.75,0.3,0.2,4.0,704.214977,704.0205629980413
G04_R0286,G04,train,100,6,1e-06,0.7,0.1,0.2,4.0,106.127391,106.1420295560128
G04_R0287,G04,train,100,6,1e-06,0.7,0.2,0.2,4.0,333.53736999999995,333.405095230193
G04_R0288,G04,test,100,6,1e-06,0.7,0.3,0.2,4.0,706.214794,705.6028788259632
G04_R0289,G04,test,100,20,0.001,0.85,0.1,0.2,4.0,18.309011,18.36353404283969
G04_R0290,G04,train,100,20,0.001,0.85,0.2,0.2,4.0,26.547066,26.57047871978081
G04_R0291,G04,train,100,20,0.001,0.85,0.3,0.2,4.0,39.525698,39.560184473539564
G04_R0292,G04,train,100,20,0.001,0.8,0.1,0.2,4.0,18.395998,18.39334169904116
G04_R0293,G04,train,100,20,0.001,0.8,0.2,0.2,4.0,26.713999,26.695648287336493
G04_R0294,G04,train,100,20,0.001,0.8,0.3,0.2,4.0,39.835637,39.80415699162065
G04_R0295,G04,test,100,20,0.001,0.75,0.1,0.2,4.0,18.48991,18.535645634677103
G04_R0296,G04,train,100,20,0.001,0.75,0.2,0.2,4.0,26.893847,26.91675342715448
G04_R0297,G04,train,100,20,0.001,0.75,0.3,0.2,4.0,40.170498,40.19070462487935
G04_R0298,G04,train,100,20,0.001,0.7,0.1,0.2,4.0,18.589737,18.54725645205211
G04_R0299,G04,train,100,20,0.001,0.7,0.2,0.2,4.0,27.086602000000003,27.05844353682117
G04_R0300,G04,train,100,20,0.001,0.7,0.3,0.2,4.0,40.532271,40.417014431327416
G04_R0301,G04,train,100,20,0.0001,0.85,0.1,0.2,4.0,22.873401,22.882794303677315
G04_R0302,G04,test,100,20,0.0001,0.85,0.2,0.2,4.0,35.617176,35.69395099212439
G04_R0303,G04,train,100,20,0.0001,0.85,0.3,0.2,4.0,57.014529,57.08362677473028
G04_R0304,G04,train,100,20,0.0001,0.8,0.1,0.2,4.0,22.931695,22.924782204144154
G04_R0305,G04,train,100,20,0.0001,0.8,0.2,0.2,4.0,35.745357,35.73567112581191
G04_R0306,G04,train,100,20,0.0001,0.8,0.3,0.2,4.0,57.262553,57.234126146182845
G04_R0307,G04,test,100,20,0.0001,0.75,0.1,0.2,4.0,22.993918,23.02739102208537
G04_R0308,G04,train,100,20,0.0001,0.75,0.2,0.2,4.0,35.885459,35.906395278445615
G04_R0309,G04,train,100,20,0.0001,0.75,0.3,0.2,4.0,57.536482,57.58747240932789
G04_R0310,G04,train,100,20,0.0001,0.7,0.1,0.2,4.0,23.062059,23.05029900474155
G04_R0311,G04,train,100,20,0.0001,0.7,0.2,0.2,4.0,36.040467,35.99557115648551
G04_R0312,G04,train,100,20,0.0001,0.7,0.3,0.2,4.0,57.840301,57.6903194919524
G04_R0313,G04,train,100,20,1e-05,0.85,0.1,0.2,4.0,32.728905999999995,32.75704583943573
G04_R0314,G04,train,100,20,1e-05,0.85,0.2,0.2,4.0,66.901586,67.03354569759226
G04_R0315,G04,train,100,20,1e-05,0.85,0.3,0.2,4.0,123.045746,123.159018863121
G04_R0316,G04,train,100,20,1e-05,0.8,0.1,0.2,4.0,32.816631,32.80894292399685
G04_R0317,G04,test,100,20,1e-05,0.8,0.2,0.2,4.0,67.15021800000001,67.10818624790497
G04_R0318,G04,train,100,20,1e-05,0.8,0.3,0.2,4.0,123.535293,123.41304596103475
G04_R0319,G04,train,100,20,1e-05,0.75,0.1,0.2,4.0,32.915330000000004,32.95239473975458
G04_R0320,G04,test,100,20,1e-05,0.75,0.2,0.2,4.0,67.435816,67.49309714220978
G04_R0321,G04,train,100,20,1e-05,0.75,0.3,0.2,4.0,124.0948,124.15714240552164
G04_R0322,G04,train,100,20,1e-05,0.7,0.1,0.2,4.0,33.027996,32.98058524381724
G04_R0323,G04,train,100,20,1e-05,0.7,0.2,0.2,4.0,67.764374,67.67462309567826
G04_R0324,G04,test,100,20,1e-05,0.7,0.3,0.2,4.0,124.744258,124.40839632611213
G04_R0325,G04,test,100,20,1e-06,0.85,0.1,0.2,4.0,105.067714,105.0953360030894
G04_R0326,G04,train,100,20,1e-06,0.85,0.2,0.2,4.0,330.747791,330.77240367654457
G04_R0327,G04,train,100,20,1e-06,0.85,0.3,0.2,4.0,700.9853019999999,700.8455417338344
G04_R0328,G04,test,100,20,1e-06,0.8,0.1,0.2,4.0,105.377614,105.39425673380468
G04_R0329,G04,train,100,20,1e-06,0.8,0.2,0.2,4.0,331.557661,331.4473080058583
G04_R0330,G04,train,100,20,1e-06,0.8,0.3,0.2,4.0,702.485146,702.2837226121526
G04_R0331,G04,train,100,20,1e-06,0.75,0.1,0.2,4.0,105.737506,105.7637962677406
G04_R0332,G04,train,100,20,1e-06,0.75,0.2,0.2,4.0,332.477521,332.36930216721385
