case_uid,split
G05_R0037,train
G05_R0038,train
G05_R0039,train
G05_R0040,train
G05_R0041,train
G05_R0042,train
G05_R0043,train
G05_R0044,train
G05_R0045,test
G05_R0046,train
G05_R0047,train
G05_R0048,train
G05_R0049,train
G05_R0050,test
G05_R0051,train
G05_R0052,train
G05_R0053,train
G05_R0054,train
G05_R0055,train
G05_R0056,train
G05_R0057,test
G05_R0058,train
G05_R0059,train
G05_R0060,train
G05_R0061,train
G05_R0062,train
G05_R0063,train
G05_R0064,test
G05_R0065,train
G05_R0066,test
G05_R0067,train
G05_R0068,test
G05_R0069,train
G05_R0070,train
G05_R0071,train
G05_R0072,train
G05_R0073,train
G05_R0074,train
G05_R0075,train
G05_R0076,train
G05_R0077,test
G05_R0078,train
G05_R0079,test
G05_R0080,train
G05_R0081,train
G05_R0082,test
G05_R0083,train
G05_R0084,train
G05_R0085,train
G05_R0086,train
G05_R0087,train
G05_R0088,train
G05_R0089,train
G05_R0090,test
G05_R0091,test
G05_R0092,test
G05_R0093,train
G05_R0094,train
G05_R0095,train
G05_R0096,train
G05_R0097,test
G05_R0098,train
G05_R0099,train
G05_R0100,train
G05_R0101,train
G05_R0102,test
G05_R0103,train
G05_R0104,train
G05_R0105,train
G05_R0106,train
G05_R0107,train
G05_R0108,train
G05_R0109,train
G05_R0110,train
G05_R0111,test
G05_R0112,train
G05_R0113,train
G05_R0114,train
G05_R0115,train
G05_R0116,test
G05_R0117,test
G05_R0118,train
G05_R0119,train
G05_R0120,train
G05_R0121,train
G05_R0122,test
G05_R0123,test
G05_R0124,train
G05_R0125,train
G05_R0126,train
G05_R0127,train
G05_R0128,test
G05_R0129,train
G05_R0130,train
G05_R0131,train
G05_R0132,test
G05_R0133,train
G05_R0134,train
G05_R0135,train
G05_R0136,train
G05_R0137,train
G05_R0138,test
G05_R0139,train
G05_R0140,train
G05_R0141,train
G05_R0142,train
G05_R0143,train
G05_R0144,train
G05_R0145,train
G05_R0146,train
G05_R0147,test
G05_R0148,train
G05_R0149,train
G05_R0150,train
G05_R0151,train
G05_R0152,train
G05_R0153,train
G05_R0154,train
G05_R0155,train
G05_R0156,train
G05_R0157,train
G05_R0158,train
G05_R0159,train
G05_R0160,test
G05_R0161,train
G05_R0162,train
G05_R0163,train
G05_R0164,train
G05_R0165,train
G05_R0166,train
G05_R0167,train
G05_R0168,train
G05_R0169,train
G05_R0170,train
G05_R0171,train
G05_R0172,train
G05_R0173,train
G05_R0174,train
G05_R0175,train
G05_R0176,test
G05_R0177,train
G05_R0178,train
G05_R0179,test
G05_R0180,train
G05_R0181,train
G05_R0182,train
G05_R0183,train
G05_R0184,train
G05_R0185,train
G05_R0186,test
G05_R0187,train
G05_R0188,test
G05_R0189,train
G05_R0190,train
G05_R0191,train
G05_R0192,train
G05_R0193,train
G05_R0194,train
G05_R0195,train
G05_R0196,train
G05_R0197,train
G05_R0198,test
G05_R0199,train
G05_R0200,train
G05_R0201,train
G05_R0202,train
G05_R0203,test
G05_R0204,train
G05_R0205,test
G05_R0206,test
G05_R0207,train
G05_R0208,train
G05_R0209,train
G05_R0210,train
G05_R0211,train
G05_R0212,train
G05_R0213,train
G05_R0214,train
G05_R0215,train
G05_R0216,train
G05_R0217,test
G05_R0218,train
G05_R0219,train
G05_R0220,train
G05_R0221,train
G05_R0222,train
G05_R0223,train
G05_R0224,test
G05_R0225,test
G05_R0226,train
G05_R0227,train
G05_R0228,train
G05_R0229,train
G05_R0230,train
G05_R0231,train
G05_R0232,train
G05_R0233,train
G05_R0234,train
G05_R0235,train
G05_R0236,train
G05_R0237,test
G05_R0238,train
G05_R0239,train
G05_R0240,test
G05_R0241,train
G05_R0242,train
G05_R0243,train
G05_R0244,train
G05_R0245,test
G05_R0246,train
G05_R0247,train
G05_R0248,train
G05_R0249,test
G05_R0250,test
G05_R0251,train
G05_R0252,train
G05_R0253,train
G05_R0254,train
G05_R0255,train
G05_R0256,train
G05_R0257,train
G05_R0258,train
G05_R0259,train
G05_R0260,test
G05_R0261,train
G05_R0262,train
G05_R0263,train
G05_R0264,train
G05_R0265,train
G05_R0266,train
G05_R0267,train
G05_R0268,train
G05_R0269,train
G05_R0270,train
G05_R0271,train
G05_R0272,train
G05_R0273,train
G05_R0274,train
G05_R0275,test
G05_R0276,train
G05_R0277,train
G05_R0278,test
G05_R0279,train
G05_R0280,train
G05_R0281,train
G05_R0282,train
G05_R0283,train
G05_R0284,train
G05_R0285,train
G05_R0286,train
G05_R0287,test
G05_R0288,train
G05_R0289,train
G05_R0290,train
G05_R0291,train
G05_R0292,train
G05_R0293,train
G05_R0294,train
G05_R0295,train
G05_R0296,train
G05_R0297,train
G05_R0298,train
G05_R0299,test
G05_R0300,train
G05_R0301,train
G05_R0302,train
G05_R0303,train
G05_R0304,train
G05_R0305,train
G05_R0306,train
G05_R0307,train
G05_R0308,train
G05_R0309,train
G05_R0310,train
G05_R0311,train
G05_R0312,train
G05_R0313,train
G05_R0314,train
G05_R0315,train
G05_R0316,train
G05_R0317,train
G05_R0318,train
G05_R0319,train
G05_R0320,train
G05_R0321,train
G05_R0322,train
G05_R0323,train
G05_R0324,test
G05_R0325,train
G05_R0326,train
G05_R0327,train
G05_R0328,test
G05_R0329,train
G05_R0330,test
G05_R0331,train
G05_R0332,train
G05_R0333,train
G05_R0334,test
G05_R0335,train
G05_R0336,test
G05_R0337,train
G05_R0338,train
G05_R0339,train
G05_R0340,test
G05_R0341,test
G05_R0342,train
G05_R0343,test
G05_R0344,train
G05_R0345,train
G05_R0346,train
G05_R0347,train
G05_R0348,train
G05_R0349,train
G05_R0350,train
G05_R0351,train
G05_R0352,train
G05_R0353,train
G05_R0354,train
G05_R0355,train
G05_R0356,train
G05_R0357,train
G05_R0358,train
G05_R0359,train
G05_R0360,train
G05_R0361,train
G05_R0362,test
G05_R0363,train
G05_R0364,train
G05_R0365,train
G05_R0366,test
G05_R0367,train
G05_R0368,train
G05_R0369,train
G05_R0370,train
G05_R0371,train
G05_R0372,test
G05_R0373,train
G05_R0374,train
G05_R0375,train
G05_R0376,train
G05_R0377,train
G05_R0378,train
G05_R0379,train
G05_R0380,test
G05_R0381,train
G05_R0382,train
G05_R0383,train
G05_R0384,test
G05_R0385,train
G05_R0386,train
G05_R0387,train
G05_R0388,train
G05_R0389,train
G05_R0390,train
G05_R0391,test
G05_R0392,test
G05_R0393,train
G05_R0394,train
G05_R0395,train
G05_R0396,train
G05_R0397,train
G05_R0398,train
G05_R0399,train
G05_R0400,train
G05_R0401,train
G05_R0402,train
G05_R0403,train
G05_R0404,train
G05_R0405,train
G05_R0406,train
G05_R0407,train
G05_R0408,train
G05_R0409,train
G05_R0410,train
G05_R0411,train
G05_R0412,test
G05_R0413,test
G05_R0414,train
G05_R0415,train
G05_R0416,train
G05_R0417,train
G05_R0418,train
G05_R0419,train
G05_R0420,test
G05_R0421,train
G05_R0422,train
G05_R0423,train
G05_R0424,train
G05_R0425,train
G05_R0426,train
G05_R0427,train
G05_R0428,train
G05_R0429,train
G05_R0430,train
G05_R0431,test
G05_R0432,train
G05_R0433,train
G05_R0434,train
G05_R0435,train
G05_R0436,train
G05_R0437,train
G05_R0438,train
G05_R0439,train
G05_R0440,train
G05_R0441,train
G05_R0442,train
G05_R0443,train
G05_R0444,test
G05_R0445,train
G05_R0446,train
G05_R0447,train
G05_R0448,train
G05_R0449,train
G05_R0450,train
G05_R0451,train
G05_R0452,train
G05_R0453,train
G05_R0454,train
G05_R0455,train
G05_R0456,test
G05_R0457,test
G05_R0458,train
G05_R0459,train
G05_R0460,train
G05_R0461,train
G05_R0462,train
G05_R0463,test
G05_R0464,test
G05_R0465,train
G05_R0466,train
G05_R0467,train
G05_R0468,train
G05_R0469,train
G05_R0470,train
G05_R0471,train
G05_R0472,test
G05_R0473,train
G05_R0474,train
G05_R0475,train
G05_R0476,train
G05_R0477,train
G05_R0478,train
G05_R0479,train
G05_R0480,train
G05_R0481,train
G05_R0482,train
G05_R0483,train
G05_R0484,train
G05_R0485,train
G05_R0486,train
G05_R0487,train
G05_R0488,train
G05_R0489,train
G05_R0490,train
G05_R0491,train
G05_R0492,test
G05_R0493,train
G05_R0494,train
G05_R0495,train
G05_R0496,test
G05_R0497,train
G05_R0498,test
G05_R0499,train
G05_R0500,train
G05_R0501,train
G05_R0502,test
G05_R0503,train
G05_R0504,train
G05_R0505,train
G05_R0506,train
G05_R0507,train
G05_R0508,train
G05_R0509,train
G05_R0510,train
G05_R0511,train
G05_R0512,train
G05_R0513,train
G05_R0514,train
G05_R0515,train
G05_R0516,train
G05_R0517,train
G05_R0518,train
G05_R0519,train
G05_R0520,train
G05_R0521,test
G05_R0522,train
G05_R0523,train
G05_R0524,train
G05_R0525,train
G05_R0526,train
G05_R0527,train
G05_R0528,train
G05_R0529,test
G05_R0530,train
G05_R0531,train
G05_R0532,train
G05_R0533,test
G05_R0534,train
G05_R0535,test
G05_R0536,test
G05_R0537,train
G05_R0538,test
G05_R0539,train
G05_R0540,train
G05_R0541,train
G05_R0542,train
G05_R0543,train
G05_R0544,train
G05_R0545,test
G05_R0546,train
G05_R0547,train
G05_R0548,train
G05_R0549,train
G05_R0550,train
G05_R0551,train
G05_R0552,test
G05_R0553,train
G05_R0554,train
G05_R0555,train
G05_R0556,train
G05_R0557,test
G05_R0558,train
G05_R0559,train
G05_R0560,train
G05_R0561,train
G05_R0562,train
G05_R0563,train
G05_R0564,train
G05_R0565,train
G05_R0566,train
G05_R0567,train
G05_R0568,train
G05_R0569,train
G05_R0570,train
G05_R0571,train
G05_R0572,train
G05_R0573,train
G05_R0574,train
G05_R0575,train
G05_R0576,train
G05_R0577,train
G05_R0578,train
G05_R0579,test
G05_R0580,train
G05_R0581,test
G05_R0582,train
G05_R0583,train
G05_R0584,test
G05_R0585,train
G05_R0586,train
G05_R0587,test
G05_R0588,test
G05_R0589,test
G05_R0590,train
G05_R0591,train
G05_R0592,train
G05_R0593,train
G05_R0594,train
G05_R0595,train
G05_R0596,train
G05_R0597,train
G05_R0598,test
G05_R0599,train
G05_R0600,train
G05_R0601,train
G05_R0602,train
G05_R0603,train
G05_R0604,train
G05_R0605,train
G05_R0606,train
G05_R0607,train
G05_R0608,train
G05_R0609,train
G05_R0610,train
G05_R0611,test
G05_R0612,train
G05_R0613,train
G05_R0614,test
G05_R0615,train
G05_R0616,train
G05_R0617,test
G05_R0618,train
G05_R0619,train
G05_R0620,train
G05_R0621,test
G05_R0622,train
G05_R0623,train
G05_R0624,train
G05_R0625,train
G05_R0626,train
G05_R0627,train
G05_R0628,train
G05_R0629,train
G05_R0630,train
G05_R0631,train
G05_R0632,train
G05_R0633,test
G05_R0634,train
G05_R0635,train
G05_R0636,test
G05_R0637,train
G05_R0638,train
G05_R0639,train
G05_R0640,train
G05_R0641,test
G05_R0642,train
G05_R0643,train
G05_R0644,train
G05_R0645,train
G05_R0646,train
G05_R0647,train
G05_R0648,train
G05_R0649,train
G05_R0650,train
G05_R0651,train
G05_R0652,train
G05_R0653,test
G05_R0654,test
G05_R0655,train
G05_R0656,test
G05_R0657,train
G05_R0658,train
G05_R0659,train
G05_R0660,train
G05_R0661,test
G05_R0662,train
G05_R0663,train
G05_R0664,train
G05_R0665,train
G05_R0666,train
G05_R0667,test
G05_R0668,train
G05_R0669,train
G05_R0670,train
G05_R0671,train
G05_R0672,train
G05_R0673,train
G05_R0674,train
G05_R0675,train
G05_R0676,train
G05_R0677,train
G05_R0678,train
G05_R0679,train
G05_R0680,train
G05_R0681,train
G05_R0682,train
G05_R0683,test
G05_R0684,train
G05_R0685,train
G05_R0686,test
G05_R0687,train
G05_R0688,train
G05_R0689,train
G05_R0690,train
G05_R0691,train
G05_R0692,train
G05_R0693,train
G05_R0694,test
G05_R0695,train
G05_R0696,test
G05_R0697,train
G05_R0698,train
G05_R0699,train
G05_R0700,test
G05_R0701,train
G05_R0702,train
G05_R0703,train
G05_R0704,train
G05_R0705,train
G05_R0706,train
G05_R0707,train
G05_R0708,test
G05_R0709,train
G05_R0710,test
G05_R0711,train
G05_R0712,train
G05_R0713,train
G05_R0714,train
G05_R0715,test
G05_R0716,train
G05_R0717,train
G05_R0718,train
G05_R0719,train
G05_R0720,train
G05_R0721,train
G05_R0722,test
G05_R0723,test
G05_R0724,train
G05_R0725,train
G05_R0726,train
G05_R0727,train
G05_R0728,train
G05_R0729,test
G05_R0730,train
G05_R0731,train
G05_R0732,test
G05_R0733,train
G05_R0734,train
G05_R0735,train
G05_R0736,train
G05_R0737,train
G05_R0738,train
G05_R0739,train
G05_R0740,train
G05_R0741,train
G05_R0742,test
G05_R0743,train
G05_R0744,train
G05_R0745,train
G05_R0746,train
G05_R0747,train
G05_R0748,test
G05_R0749,train
G05_R0750,train
G05_R0751,train
G05_R0752,train
G05_R0753,train
G05_R0754,test
G05_R0755,test
G05_R0756,train
G05_R0757,train
G05_R0758,train
G05_R0759,train
G05_R0760,test
G05_R0761,train
G05_R0762,train
G05_R0763,train
G05_R0764,test
G05_R0765,train
G05_R0766,train
G05_R0767,test
G05_R0768,test
G06_R0001,train
G06_R0002,test
G06_R0003,train
G06_R0004,train
G06_R0005,train
G06_R0006,train
G06_R0007,test
G06_R0008,train
G06_R0009,train
G06_R0010,train
G06_R0011,train
G06_R0012,train
G06_R0013,test
G06_R0014,train
G06_R0015,train
G06_R0016,train
G06_R0017,train
G06_R0018,train
G06_R0019,train
G06_R0020,test
G06_R0021,train
G06_R0022,train
G06_R0023,train
G06_R0024,train
G06_R0025,test
G06_R0026,train
G06_R0027,train
G06_R0028,test
G06_R0029,train
G06_R0030,train
G06_R0031,train
G06_R0032,train
G06_R0033,train
G06_R0034,test
G06_R0035,test
G06_R0036,test
G06_R0037,train
G06_R0038,train
G06_R0039,train
G06_R0040,train
G06_R0041,train
G06_R0042,train
G06_R0043,train
G06_R0044,train
G06_R0045,train
G06_R0046,train
G06_R0047,train
G06_R0048,train
G06_R0049,train
G06_R0050,train
G06_R0051,train
G06_R0052,train
G06_R0053,test
G06_R0054,test
G06_R0055,train
G06_R0056,train
G06_R0057,train
G06_R0058,train
G06_R0059,train
G06_R0060,test
G06_R0061,train
G06_R0062,train
G06_R0063,train
G06_R0064,train
G06_R0065,train
G06_R0066,train
G06_R0067,train
G06_R0068,train
G06_R0069,train
G06_R0070,test
G06_R0071,test
G06_R0072,train
G06_R0073,test
G06_R0074,train
G06_R0075,train
G06_R0076,train
G06_R0077,train
G06_R0078,test
G06_R0079,train
G06_R0080,test
G06_R0081,train
G06_R0082,train
G06_R0083,train
G06_R0084,train
G06_R0085,test
G06_R0086,train
G06_R0087,train
G06_R0088,train
G06_R0089,train
G06_R0090,train
G06_R0091,test
G06_R0092,train
G06_R0093,train
G06_R0094,train
G06_R0095,train
G06_R0096,train
G06_R0097,train
G06_R0098,train
G06_R0099,train
G06_R0100,train
G06_R0101,train
G06_R0102,train
G06_R0103,train
G06_R0104,train
G06_R0105,test
G06_R0106,train
G06_R0107,train
G06_R0108,test
G06_R0109,train
G06_R0110,train
G06_R0111,test
G06_R0112,train
G06_R0113,train
G06_R0114,test
G06_R0115,train
G06_R0116,train
G06_R0117,train
G06_R0118,train
G06_R0119,test
G06_R0120,train
G06_R0121,train
G06_R0122,train
G06_R0123,train
G06_R0124,train
G06_R0125,train
G06_R0126,train
G06_R0127,train
G06_R0128,train
G06_R0129,test
G06_R0130,train
G06_R0131,train
G06_R0132,train
G06_R0133,train
G06_R0134,train
G06_R0135,train
G06_R0136,train
G06_R0137,train
G06_R0138,train
G06_R0139,train
G06_R0140,train
G06_R0141,train
G06_R0142,train
G06_R0143,train
G06_R0144,train
G06_R0145,train
G06_R0146,train
G06_R0147,train
G06_R0148,train
G06_R0149,test
G06_R0150,train
G06_R0151,test
G06_R0152,train
G06_R0153,train
G06_R0154,train
G06_R0155,train
G06_R0156,train
G06_R0157,train
G06_R0158,train
G06_R0159,test
G06_R0160,train
G06_R0161,train
G06_R0162,train
G06_R0163,train
G06_R0164,test
G06_R0165,train
G06_R0166,test
G06_R0167,train
G06_R0168,test
G06_R0169,test
G06_R0170,train
G06_R0171,test
G06_R0172,train
G06_R0173,train
G06_R0174,train
G06_R0175,train
G06_R0176,train
G06_R0177,test
G06_R0178,test
G06_R0179,train
G06_R0180,test
G06_R0181,train
G06_R0182,train
G06_R0183,train
G06_R0184,train
G06_R0185,train
G06_R0186,test
G06_R0187,test
G06_R0188,train
G06_R0189,train
G06_R0190,train
G06_R0191,test
G06_R0192,train
G06_R0193,train
G06_R0194,train
G06_R0195,train
G06_R0196,test
G06_R0197,test
G06_R0198,test
G06_R0199,test
G06_R0200,test
G06_R0201,test
G06_R0202,train
G06_R0203,train
G06_R0204,train
G06_R0205,train
G06_R0206,train
G06_R0207,test
G06_R0208,train
G06_R0209,train
G06_R0210,test
G06_R0211,test
G06_R0212,train
G06_R0213,train
G06_R0214,train
G06_R0215,train
G06_R0216,test
G06_R0217,train
G06_R0218,train
G06_R0219,train
G06_R0220,test
G06_R0221,train
G06_R0222,train
G06_R0223,train
G06_R0224,train
G06_R0225,test
G06_R0226,train
G06_R0227,train
G06_R0228,train
G06_R0229,train
G06_R0230,test
G06_R0231,train
G06_R0232,train
G06_R0233,train
G06_R0234,train
G06_R0235,train
G06_R0236,train
G06_R0237,train
G06_R0238,train
G06_R0239,train
G06_R0240,train
G06_R0241,train
G06_R0242,train
G06_R0243,test
G06_R0244,train
G06_R0245,train
G06_R0246,train
G06_R0247,train
G06_R0248,train
G06_R0249,train
G06_R0250,train
G06_R0251,train
G06_R0252,train
G06_R0253,train
G06_R0254,train
G06_R0255,train
G06_R0256,train
G06_R0257,train
G06_R0258,train
G06_R0259,train
G06_R0260,train
G06_R0261,train
G06_R0262,test
G06_R0263,train
G06_R0264,train
G06_R0265,train
G06_R0266,train
G06_R0267,train
G06_R0268,train
G06_R0269,train
G06_R0270,train
G06_R0271,train
G06_R0272,test
G06_R0273,train
G06_R0274,train
G06_R0275,train
G06_R0276,train
G06_R0277,train
G06_R0278,train
G06_R0279,train
G06_R0280,train
G06_R0281,train
G06_R0282,train
G06_R0283,train
G06_R0284,test
G06_R0285,train
G06_R0286,train
G06_R0287,train
G06_R0288,train
G06_R0289,train
G06_R0290,train
G06_R0291,train
G06_R0292,train
G06_R0293,train
G06_R0294,test
G06_R0295,train
G06_R0296,train
G06_R0297,train
G06_R0298,test
G06_R0299,train
G06_R0300,train
G06_R0301,train
G06_R0302,train
G06_R0303,train
G06_R0304,train
G06_R0305,train
G06_R0306,train
G06_R0307,train
G06_R0308,train
G06_R0309,train
G06_R0310,train
G06_R0311,train
G06_R0312,train
G06_R0313,train
G06_R0314,train
G06_R0315,train
G06_R0316,train
G06_R0317,test
G06_R0318,train
G06_R0319,train
G06_R0320,train
G06_R0321,train
G06_R0322,train
G06_R0323,train
G06_R0324,test
G06_R0325,train
G06_R0326,train
G06_R0327,train
G06_R0328,train
G06_R0329,test
G06_R0330,train
G06_R0331,train
G06_R0332,train
G06_R0333,test
G06_R0334,train
G06_R0335,train
G06_R0336,test
G06_R0337,train
G06_R0338,train
G06_R0339,train
G06_R0340,train
G06_R0341,train
G06_R0342,train
G06_R0343,train
G06_R0344,train
G06_R0345,train
G06_R0346,train
G06_R0347,test
G06_R0348,train
G06_R0349,train
G06_R0350,test
G06_R0351,train
G06_R0352,train
G06_R0353,train
G06_R0354,train
G06_R0355,train
G06_R0356,train
G06_R0357,train
G06_R0358,train
G06_R0359,train
G06_R0360,train
G06_R0361,train
G06_R0362,train
G06_R0363,train
G06_R0364,train
G06_R0365,test
G06_R0366,train
G06_R0367,train
G06_R0368,train
G06_R0369,train
G06_R0370,train
G06_R0371,test
G06_R0372,test
G06_R0373,train
G06_R0374,train
G06_R0375,train
G06_R0376,train
G06_R0377,test
G06_R0378,train
G06_R0379,train
G06_R0380,test
G06_R0381,test
G06_R0382,train
G06_R0383,train
G06_R0384,train
G06_R0385,train
G06_R0386,train
G06_R0387,test
G06_R0388,test
G06_R0389,train
G06_R0390,test
G06_R0391,train
G06_R0392,train
G06_R0393,train
G06_R0394,train
G06_R0395,train
G06_R0396,train
G06_R0397,train
G06_R0398,train
G06_R0399,train
G06_R0400,train
G06_R0401,test
G06_R0402,train
G06_R0403,train
G06_R0404,train
G06_R0405,train
G06_R0406,train
G06_R0407,test
G06_R0408,test
G06_R0409,train
G06_R0410,train
G06_R0411,train
G06_R0412,train
G06_R0413,test
G06_R0414,train
G06_R0415,train
G06_R0416,train
G06_R0417,train
G06_R0418,train
G06_R0419,train
G06_R0420,train
G06_R0421,test
G06_R0422,train
G06_R0423,test
G06_R0424,test
G06_R0425,train
G06_R0426,train
G06_R0427,test
G06_R0428,train
G06_R0429,train
G06_R0430,train
G06_R0431,train
G06_R0432,train
G06_R0433,train
G06_R0434,train
G06_R0435,train
G06_R0436,test
G06_R0437,train
G06_R0438,train
G06_R0439,train
G06_R0440,train
G06_R0441,train
G06_R0442,train
G06_R0443,train
G06_R0444,train
G06_R0445,test
G06_R0446,train
G06_R0447,train
G06_R0448,test
G06_R0449,train
G06_R0450,train
G06_R0451,test
G06_R0452,train
G06_R0453,train
G06_R0454,train
G06_R0455,test
G06_R0456,train
G06_R0457,train
G06_R0458,train
G06_R0459,train
G06_R0460,test
G06_R0461,train
G06_R0462,test
G06_R0463,train
G06_R0464,train
G06_R0465,train
G06_R0466,train
G06_R0467,train
G06_R0468,train
G06_R0469,train
G06_R0470,train
G06_R0471,test
G06_R0472,train
G06_R0473,train
G06_R0474,test
G06_R0475,train
G06_R0476,train
G06_R0477,train
G06_R0478,test
G06_R0479,test
G06_R0480,train
G06_R0481,test
G06_R0482,test
G06_R0483,train
G06_R0484,test
G06_R0485,test
G06_R0486,test
G06_R0487,train
G06_R0488,test
G06_R0489,test
G06_R0490,test
G06_R0491,train
G06_R0492,train
G06_R0493,test
G06_R0494,test
G06_R0495,train
G06_R0496,train
G06_R0497,train
G06_R0498,test
G06_R0499,train
G06_R0500,train
G06_R0501,train
G06_R0502,test
G06_R0503,train
G06_R0504,train
G06_R0505,train
G06_R0506,test
G06_R0507,train
G06_R0508,test
G06_R0509,train
G06_R0510,train
G06_R0511,train
G06_R0512,train
G06_R0513,train
G06_R0514,train
G06_R0515,train
G06_R0516,test
G06_R0517,train
G06_R0518,test
G06_R0519,test
G06_R0520,train
G06_R0521,train
G06_R0522,train
G06_R0523,train
G06_R0524,train
G06_R0525,test
G06_R0526,train
G06_R0527,train
G06_R0528,train
G06_R0529,train
G06_R0530,train
G06_R0531,train
G06_R0532,test
G06_R0533,train
G06_R0534,train
G06_R0535,train
G06_R0536,train
G06_R0537,train
G06_R0538,test
G06_R0539,train
G06_R0540,train
G06_R0541,train
G06_R0542,train
G06_R0543,train
G06_R0544,train
G06_R0545,train
G06_R0546,train
G06_R0547,train
G06_R0548,train
G06_R0549,train
G06_R0550,train
G06_R0551,train
G06_R0552,test
G06_R0553,test
G06_R0554,train
G06_R0555,train
G06_R0556,train
G06_R0557,train
G06_R0558,test
G06_R0559,train
G06_R0560,train
G06_R0561,train
G06_R0562,train
G06_R0563,train
G06_R0564,train
G06_R0565,train
G06_R0566,train
G06_R0567,train
G06_R0568,train
G06_R0569,train
G06_R0570,train
G06_R0571,test
G06_R0572,train
G06_R0573,train
G06_R0574,train
G06_R0575,train
G06_R0576,test
G06_R0577,train
G06_R0578,train
G06_R0579,train
G06_R0580,train
G06_R0581,test
G06_R0582,train
G06_R0583,train
G06_R0584,train
G06_R0585,train
G06_R0586,train
G06_R0587,train
G06_R0588,train
G06_R0589,train
G06_R0590,train
G06_R0591,train
G06_R0592,train
G06_R0593,train
G06_R0594,train
G06_R0595,train
G06_R0596,train
G06_R0597,train
G06_R0598,train
G06_R0599,train
G06_R0600,train
G06_R0601,train
G06_R0602,train
G06_R0603,train
G06_R0604,train
G06_R0605,train
G06_R0606,test
G06_R0607,train
G06_R0608,train
G06_R0609,test
G06_R0610,train
G06_R0611,train
G06_R0612,test
G06_R0613,test
G06_R0614,train
G06_R0615,train
G06_R0616,train
G06_R0617,train
G06_R0618,train
G06_R0619,train
G06_R0620,test
G06_R0621,train
G06_R0622,train
G06_R0623,train
G06_R0624,train
G06_R0625,train
G06_R0626,train
G06_R0627,test
G06_R0628,train
G06_R0629,train
G06_R0630,test
G06_R0631,train
G06_R0632,train
G06_R0633,train
G06_R0634,test
G06_R0635,train
G06_R0636,train
G06_R0637,test
G06_R0638,test
G06_R0639,train
G06_R0640,test
G06_R0641,test
G06_R0642,test
G06_R0643,train
G06_R0644,train
G06_R0645,train
G06_R0646,train
G06_R0647,test
G06_R0648,train
G06_R0649,train
G06_R0650,test
G06_R0651,train
G06_R0652,train
G06_R0653,train
G06_R0654,train
G06_R0655,train
G06_R0656,test
G06_R0657,test
G06_R0658,train
G06_R0659,train
G06_R0660,train
G06_R0661,train
G06_R0662,test
G06_R0663,test
G06_R0664,train
G06_R0665,train
G06_R0666,test
G06_R0667,train
G06_R0668,train
G06_R0669,test
G06_R0670,train
G06_R0671,train
G06_R0672,train
G06_R0673,train
G06_R0674,train
G06_R0675,train
G06_R0676,train
G06_R0677,train
G06_R0678,train
G06_R0679,train
G06_R0680,train
G06_R0681,train
G06_R0682,test
G06_R0683,train
G06_R0684,train
G06_R0685,train
G06_R0686,train
G06_R0687,test
G06_R0688,train
G06_R0689,test
G06_R0690,test
G06_R0691,train
G06_R0692,test
G06_R0693,test
G06_R0694,train
G06_R0695,train
G06_R0696,test
G06_R0697,train
G06_R0698,train
G06_R0699,test
G06_R0700,train
G06_R0701,train
G06_R0702,test
G06_R0703,train
G06_R0704,train
G06_R0705,train
G06_R0706,train
G06_R0707,train
G06_R0708,train
G06_R0709,train
G06_R0710,train
G06_R0711,train
G06_R0712,train
G06_R0713,train
G06_R0714,test
G06_R0715,train
G06_R0716,train
G06_R0717,train
G06_R0718,train
G06_R0719,train
G06_R0720,train
G06_R0721,train
G06_R0722,train
G06_R0723,train
G06_R0724,train
G06_R0725,test
G06_R0726,train
G06_R0727,train
G06_R0728,train
G06_R0729,train
G06_R0730,test
G06_R0731,train
G06_R0732,test
G06_R0733,train
G06_R0734,train
G06_R0735,train
G06_R0736,train
G06_R0737,test
G06_R0738,train
G06_R0739,test
G06_R0740,train
G06_R0741,train
G06_R0742,train
G06_R0743,train
G06_R0744,train
G06_R0745,test
G06_R0746,train
G06_R0747,train
G06_R0748,train
G06_R0749,train
G06_R0750,train
G06_R0751,test
G06_R0752,train
G06_R0753,test
G06_R0754,train
G06_R0755,train
G06_R0756,train
G06_R0757,test
G06_R0758,train
G06_R0759,test
G06_R0760,train
G06_R0761,train
G06_R0762,test
G06_R0763,train
G06_R0764,train
G06_R0765,test
G06_R0766,train
G06_R0767,train
G06_R0768,test
